"Code","Codelist Code","Codelist Extensible (Yes/No)","Codelist Name","CDISC Submission Value","CDISC Synonym(s)","CDISC Definition","NCI Preferred Term","Standard and Date"
"C15303","C203912",,"MRCT Center Clinical Research Glossary","pilot study",,"A small study that is done to test a process before starting a larger study. (https://mrctcenter.org/glossaryterm/pilot-study/)","Pilot Study","MRCT CT 2025-09-26"
"C753","C203912",,"MRCT Center Clinical Research Glossary","placebo",,"Something that looks like the treatment being studied, but doesn't contain any medicine. (https://mrctcenter.org/glossaryterm/placebo/)","Placebo","MRCT CT 2025-09-26"
"C203925","C203912",,"MRCT Center Clinical Research Glossary","placebo-controlled study",,"A study with two or more groups where one group is given a placebo. (https://mrctcenter.org/glossaryterm/placebo-controlled-study/)","Placebo-Controlled Trial","MRCT CT 2025-09-26"
"C209468","C203912",,"MRCT Center Clinical Research Glossary","platform trial",,"A research study that tests and compares two or more study treatments for a disease or condition, with study treatment groups being added or removed during the study period. (https://mrctcenter.org/glossaryterm/platform-trial/)","Platform Trial","MRCT CT 2025-09-26"
"C38758","C203912",,"MRCT Center Clinical Research Glossary","positive test result",,"A test result that shows a person has what was tested for. (https://mrctcenter.org/glossaryterm/positive-test-result/)","Positive Finding","MRCT CT 2025-09-26"
"C142640","C203912",,"MRCT Center Clinical Research Glossary","post-market surveillance",,"Continuing to collect and analyze information about the risks and benefits of medicine and devices after they have been approved for patient use. (https://mrctcenter.org/glossaryterm/post-market-surveillance/)","Postmarketing Surveillance","MRCT CT 2025-09-26"
"C187706","C203912",,"MRCT Center Clinical Research Glossary","post-trial access",,"When participants can still receive a study treatment after their participation has ended. (https://mrctcenter.org/glossaryterm/post-trial-access/)","Continued Access Study","MRCT CT 2025-09-26"
"C142642","C203912",,"MRCT Center Clinical Research Glossary","preclinical study",,"A study to test a treatment in the lab or in animals before testing it in people. (https://mrctcenter.org/glossaryterm/preclinical-study/)","Preclinical Study","MRCT CT 2025-09-26"
"C17010","C203912",,"MRCT Center Clinical Research Glossary","prevalence",,"Number of known cases or events in a group. (https://mrctcenter.org/glossaryterm/prevalence/)","Prevalence","MRCT CT 2025-09-26"
"C94496","C203912",,"MRCT Center Clinical Research Glossary","primary endpoint",,"A study measure that is used to answer the main research question. (https://mrctcenter.org/glossaryterm/primary-endpoint/)","Primary Endpoint","MRCT CT 2025-09-26"
"C19924","C203912",,"MRCT Center Clinical Research Glossary","principal investigator",,"The main researcher who oversees a research study and makes sure it is done as planned. (https://mrctcenter.org/glossaryterm/principal-investigator/)","Principal Investigator","MRCT CT 2025-09-26"
"C54154","C203912",,"MRCT Center Clinical Research Glossary","probability",,"The likelihood or chance that something might happen. (https://mrctcenter.org/glossaryterm/probability/)","Probability","MRCT CT 2025-09-26"
"C98769","C203912",,"MRCT Center Clinical Research Glossary","procedures (for participants)",,"The activities that participants will be asked to do during the research study. (https://mrctcenter.org/glossaryterm/procedures-for-participants/)","Physical Medical Procedure","MRCT CT 2025-09-26"
"C28234","C203912",,"MRCT Center Clinical Research Glossary","progression-free survival",,"The length of time without a person's illness getting worse. (https://mrctcenter.org/glossaryterm/progression-free-survival/)","Progression-free Survival","MRCT CT 2025-09-26"
"C142646","C203912",,"MRCT Center Clinical Research Glossary","prospective study",,"Research that uses new data collected from participants. (https://mrctcenter.org/glossaryterm/prospective-study/)","Prospective Study","MRCT CT 2025-09-26"
"C142451","C203912",,"MRCT Center Clinical Research Glossary","protocol",,"A complete description of the research plan and procedures. (https://mrctcenter.org/glossaryterm/protocol/)","Clinical Trial Protocol","MRCT CT 2025-09-26"
"C119264","C203912",,"MRCT Center Clinical Research Glossary","proxy",,"A person who is legally allowed to make research decisions for someone else. (https://mrctcenter.org/glossaryterm/proxy/)","Proxy","MRCT CT 2025-09-26"
"C142654","C203912",,"MRCT Center Clinical Research Glossary","pseudonymize",,"Replace personal details with a code so that data are protected. (https://mrctcenter.org/glossaryterm/pseudonymized/)","Pseudonymization","MRCT CT 2025-09-26"
"C17047","C203912",,"MRCT Center Clinical Research Glossary","Quality of Life (QOL)",,"How someone feels and functions day to day. (https://mrctcenter.org/glossaryterm/quality-of-life-qol/)","Quality of Life","MRCT CT 2025-09-26"
"C17048","C203912",,"MRCT Center Clinical Research Glossary","questionnaire",,"A list of questions for study participants to answer as part of the study. (https://mrctcenter.org/glossaryterm/questionnaire/)","Questionnaire","MRCT CT 2025-09-26"
"C25196","C203912",,"MRCT Center Clinical Research Glossary","randomization",,"A way to use chance to place study participants into different study treatment groups. (https://mrctcenter.org/glossaryterm/randomization/)","Randomization","MRCT CT 2025-09-26"
"C46079","C203912",,"MRCT Center Clinical Research Glossary","randomized controlled trial",,"Research that uses chance for participants to be assigned to the study treatment group or a comparison group. (https://mrctcenter.org/glossaryterm/randomized-controlled-trial/)","Randomized Controlled Clinical Trial","MRCT CT 2025-09-26"
"C165830","C203912",,"MRCT Center Clinical Research Glossary","Real World Data (RWD)",,"Information from many different sources used for health research purposes. (https://mrctcenter.org/glossaryterm/real-world-data-rwd/)","Real-world Data","MRCT CT 2025-09-26"
"C165831","C203912",,"MRCT Center Clinical Research Glossary","Real World Evidence (RWE)",,"Findings from analyzing real world data. (https://mrctcenter.org/glossaryterm/real-world-evidence-rwe/)","Real-world Evidence","MRCT CT 2025-09-26"
"C221713","C203912",,"MRCT Center Clinical Research Glossary","recruiting (status)",,"When a study is open to new participants joining the study. (https://mrctcenter.org/glossaryterm/recruiting-status/)","Study is Recruiting","MRCT CT 2025-09-26"
"C93453","C203912",,"MRCT Center Clinical Research Glossary","registry (study)",,"An organized list of research information. (https://mrctcenter.org/glossaryterm/registry-study/)","Study Registry","MRCT CT 2025-09-26"
"C93152","C203912",,"MRCT Center Clinical Research Glossary","relative risk",,"The chance of a harmful event happening in one study group compared to another. (https://mrctcenter.org/glossaryterm/relative-risk/)","Relative Risk","MRCT CT 2025-09-26"
"C203936","C203912",,"MRCT Center Clinical Research Glossary","repository (research)",,"A collection of participant data and samples stored for future research. (https://mrctcenter.org/glossaryterm/repository-research/)","Research Repository","MRCT CT 2025-09-26"
"C203930","C203912",,"MRCT Center Clinical Research Glossary","results (study)",,"Findings from the study. (https://mrctcenter.org/glossaryterm/results-study/)","Study Results","MRCT CT 2025-09-26"
"C53312","C203912",,"MRCT Center Clinical Research Glossary","retrospective study",,"Research that uses already existing data. (https://mrctcenter.org/glossaryterm/retrospective-study/)","Retrospective Study","MRCT CT 2025-09-26"
"C203928","C203912",,"MRCT Center Clinical Research Glossary","risk-benefit ratio",,"A comparison of the possible bad and potential good things that could happen if a participant joins a research study. (https://mrctcenter.org/glossaryterm/risk-benefit-ratio/)","Risk-Benefit Ratio","MRCT CT 2025-09-26"
"C142718","C203912",,"MRCT Center Clinical Research Glossary","risks of a research study",,"The possible harms of being in a research study. (https://mrctcenter.org/glossaryterm/risks-of-a-research-study/)","Subject Risk","MRCT CT 2025-09-26"
"C70699","C203912",,"MRCT Center Clinical Research Glossary","sample (study)",,"Body fluids or tissues collected from a participant during a research study. (https://mrctcenter.org/glossaryterm/sample-study/)","Biospecimen","MRCT CT 2025-09-26"
"C53190","C203912",,"MRCT Center Clinical Research Glossary","sample size",,"The number of participants in a study or study group. (https://mrctcenter.org/glossaryterm/sample-size/)","Sample Size","MRCT CT 2025-09-26"
"C142678","C203912",,"MRCT Center Clinical Research Glossary","schedule of assessments",,"A chart that lists the study activities and when they will happen during a study. (https://mrctcenter.org/glossaryterm/schedule-of-assessments/)","Schedule Of Assessments","MRCT CT 2025-09-26"
"C49628","C203912",,"MRCT Center Clinical Research Glossary","screen failure",,"When a person cannot join a study because they do not fit its eligibility criteria. (https://mrctcenter.org/glossaryterm/screen-failure/)","Trial Screen Failure","MRCT CT 2025-09-26"
"C48262","C203912",,"MRCT Center Clinical Research Glossary","screening",,"Tests and questions to find out if a person can join a study. (https://mrctcenter.org/glossaryterm/screening/)","Trial Screening","MRCT CT 2025-09-26"
"C139173","C203912",,"MRCT Center Clinical Research Glossary","secondary endpoint",,"A measure used to answer other important questions in the study that are not the main research question. (https://mrctcenter.org/glossaryterm/secondary-endpoint/)","Secondary Endpoint","MRCT CT 2025-09-26"
"C41394","C203912",,"MRCT Center Clinical Research Glossary","sensitivity (medical test)",,"How well a medical test can accurately identify people who have a disease or trait. (https://mrctcenter.org/glossaryterm/sensitivity-medical-test/)","Diagnostic Sensitivity","MRCT CT 2025-09-26"
"C142685","C203912",,"MRCT Center Clinical Research Glossary","Serious Adverse Drug Reaction (SADR)",,"A health issue, possibly caused by a medication, that leads to hospital care, lasting medical problems, life-threatening conditions, or death. (https://mrctcenter.org/glossaryterm/serious-adverse-drug-reaction-sadr/)","Serious Adverse Drug Reaction","MRCT CT 2025-09-26"
"C41335","C203912",,"MRCT Center Clinical Research Glossary","Serious Adverse Event (SAE)",,"A health issue that happens during a study and leads to hospital care, lasting medical problems, life-threatening conditions, or death. (https://mrctcenter.org/glossaryterm/serious-adverse-event-sae/)","Serious Adverse Event","MRCT CT 2025-09-26"
"C116527","C203912",,"MRCT Center Clinical Research Glossary","sham (procedure)",,"A medical process that looks and feels like the study treatment, but is not expected to have a health effect on the condition being studied. (https://mrctcenter.org/glossaryterm/sham-procedure/)","Sham Intervention","MRCT CT 2025-09-26"
"C2861","C203912",,"MRCT Center Clinical Research Glossary","side effect",,"A health change that is not the intended effect of the treatment and usually considered a problem. (https://mrctcenter.org/glossaryterm/side-effect/)","Side Effect","MRCT CT 2025-09-26"
"C28233","C203912",,"MRCT Center Clinical Research Glossary","single-blind study",,"A study that is set up so that the study treatment each participant receives is not known by the participants but is known by the researchers. (https://mrctcenter.org/glossaryterm/single-blind-study/)","Single Blind Study","MRCT CT 2025-09-26"
"C41395","C203912",,"MRCT Center Clinical Research Glossary","specificity (medical test)",,"How well a medical test can accurately identify people who do not have a disease or trait. (https://mrctcenter.org/glossaryterm/specificity-medical-test/)","Diagnostic Specificity","MRCT CT 2025-09-26"
"C70793","C203912",,"MRCT Center Clinical Research Glossary","sponsor",,"The group that is in charge of, or pays for, a research study. (https://dev.mrctcenter.org/glossaryterm/sponsor-3/)","Clinical Study Sponsor","MRCT CT 2025-09-26"
"C94396","C203912",,"MRCT Center Clinical Research Glossary","standard of care",,"The usual treatment given to patients for an illness. (https://mrctcenter.org/glossaryterm/standard-of-care/)","Best Practice","MRCT CT 2025-09-26"
"C61040","C203912",,"MRCT Center Clinical Research Glossary","statistically significant",,"Results that are very unlikely to have occurred by chance. (https://mrctcenter.org/glossaryterm/statistically-significant/)","Statistical Significance","MRCT CT 2025-09-26"
"C15320","C203912",,"MRCT Center Clinical Research Glossary","study design",,"The way a study is set up to answer the study question. (https://mrctcenter.org/glossaryterm/study-design/)","Study Design","MRCT CT 2025-09-26"
"C215672","C203912",,"MRCT Center Clinical Research Glossary","study doctor",,"A person with relevant health training who makes sure clinical study procedures are done correctly, and participants are safe and cared for. (https://mrctcenter.org/glossaryterm/study-doctor/)","Clinical Trial Physician","MRCT CT 2025-09-26"
"C209473","C203912",,"MRCT Center Clinical Research Glossary","study feasibility",,"How likely it is that a study can be completed. (https://mrctcenter.org/glossaryterm/study-feasibility/)","Study Feasibility","MRCT CT 2025-09-26"
"C83082","C203912",,"MRCT Center Clinical Research Glossary","study identifier",,"A set of numbers, letters, or both, that is used to identify a study. (https://mrctcenter.org/glossaryterm/study-identifier/)","Study Identifier","MRCT CT 2025-09-26"
"C25218","C203912",,"MRCT Center Clinical Research Glossary","study intervention",,"A treatment given to the participants in a study. (https://mrctcenter.org/glossaryterm/study-intervention/)","Clinical Intervention or Procedure","MRCT CT 2025-09-26"
"C203929","C203912",,"MRCT Center Clinical Research Glossary","study life cycle",,"The steps of a research study from beginning to end. (https://mrctcenter.org/glossaryterm/study-life-cycle/)","Study Life Cycle","MRCT CT 2025-09-26"
"C41201","C203912",,"MRCT Center Clinical Research Glossary","study monitor",,"A qualified person who checks that a research study is being done safely and is following the study plan correctly. (https://mrctcenter.org/glossaryterm/study-monitor/)","Study Monitor","MRCT CT 2025-09-26"
"C142710","C203912",,"MRCT Center Clinical Research Glossary","study participant",,"A person who joins a research study. (https://mrctcenter.org/glossaryterm/study-participant/)","Study Participant","MRCT CT 2025-09-26"
"C70833","C203912",,"MRCT Center Clinical Research Glossary","study population",,"All the participants in a study. (https://mrctcenter.org/glossaryterm/study-population/)","Study Population","MRCT CT 2025-09-26"
"C80403","C203912",,"MRCT Center Clinical Research Glossary","study site",,"An approved location where research study activities take place. (https://mrctcenter.org/glossaryterm/study-site/)","Study Site","MRCT CT 2025-09-26"
"C142737","C203912",,"MRCT Center Clinical Research Glossary","study statistician",,"A person who uses math to help design a study and interpret the data. (https://mrctcenter.org/glossaryterm/study-statistician/)","Trial Statistician","MRCT CT 2025-09-26"
"C198230","C203912",,"MRCT Center Clinical Research Glossary","substudy",,"A study with a smaller group of participants already enrolled in the main study. (https://mrctcenter.org/glossaryterm/substudy/)","Substudy","MRCT CT 2025-09-26"
"C142722","C203912",,"MRCT Center Clinical Research Glossary","superiority trial",,"A study to test if a study treatment works better than another treatment for the same condition. (https://mrctcenter.org/glossaryterm/superiority-trial/)","Superiority Trial","MRCT CT 2025-09-26"
"C203931","C203912",,"MRCT Center Clinical Research Glossary","synergistic effect",,"When two or more things combined have a greater effect than when their individual effects are added together. (https://mrctcenter.org/glossaryterm/synergistic-effect/)","Synergistic Effect","MRCT CT 2025-09-26"
"C142739","C203912",,"MRCT Center Clinical Research Glossary","termination (of a research study)",,"When research is stopped earlier than planned. (https://mrctcenter.org/glossaryterm/termination-of-a-research-study/)","Trial Termination","MRCT CT 2025-09-26"
"C203932","C203912",,"MRCT Center Clinical Research Glossary","tolerability",,"How much a participant or group of participants can accept a study treatment's unwanted effects so they can keep taking it. (https://mrctcenter.org/glossaryterm/tolerability/)","Study Intervention Tolerability","MRCT CT 2025-09-26"
"C209469","C203912",,"MRCT Center Clinical Research Glossary","treatment effect",,"How much a study treatment changes a condition, symptom, or function. ((https://mrctcenter.org/glossaryterm/treatment-effect/)","Treatment Effect","MRCT CT 2025-09-26"
"C209470","C203912",,"MRCT Center Clinical Research Glossary","umbrella trial",,"A research study that tests and compares two or more study treatments for one disease or condition. (https://mrctcenter.org/glossaryterm/umbrella-trial/)","Umbrella Trial","MRCT CT 2025-09-26"
"C923","C203912",,"MRCT Center Clinical Research Glossary","vaccine",,"A medical substance that helps the body's immune system build protection against an infection or disease. (https://mrctcenter.org/glossaryterm/vaccine/)","Vaccine","MRCT CT 2025-09-26"
"C203933","C203912",,"MRCT Center Clinical Research Glossary","voluntary participation",,"Choosing to participate in research without feeling pressured. (https://mrctcenter.org/glossaryterm/voluntary-participation/)","Voluntary Participation","MRCT CT 2025-09-26"
"C42872","C203912",,"MRCT Center Clinical Research Glossary","wash-out",,"A time before starting a study treatment when a person stops taking other medicines. (https://mrctcenter.org/glossaryterm/wash-out/)","Washout Period","MRCT CT 2025-09-26"
"C49634","C203912",,"MRCT Center Clinical Research Glossary","withdraw",,"To stop being a participant in a study. (https://mrctcenter.org/glossaryterm/withdraw/)","Withdrawal by Subject","MRCT CT 2025-09-26"
"C38101","C203912",,"MRCT Center Clinical Research Glossary","X-ray",,"A way of taking pictures of the inside of a person's body using X-ray radiation. (https://mrctcenter.org/glossaryterm/x-ray/)","X-Ray Imaging","MRCT CT 2025-09-26"
