"Code","Codelist Code","Codelist Extensible (Yes/No)","Codelist Name","CDISC Submission Value","CDISC Synonym(s)","CDISC Definition","NCI Preferred Term","Standard and Date"
"C16466","C67497",,"CDISC Glossary","confidentiality",,"Prevention of disclosure to other than authorized individuals of a sponsor's proprietary information or of a subject's identity. [ICH E6 Glossary]","Confidentiality","Glossary CT 2025-09-26"
"C142460","C67497",,"CDISC Glossary","confirmatory trial",,"Phase 3 trial with results that confirm the preliminary evidence accumulated in earlier phases that a drug is safe and effective for use for the intended indication and recipient population. [After ICH E8] See also non-confirmatory trial result, pragmatic trial. Compare to exploratory trial.","Confirmatory Trial","Glossary CT 2025-09-26"
"C142461","C67497",,"CDISC Glossary","conformity assessment",,"The process by which compliance with the EMA's essential requirements is assessed. See also Notified Body (NB).","Conformity Assessment","Glossary CT 2025-09-26"
"C209462","C67497",,"CDISC Glossary","confounding variable",,"A factor that may interfere with the interpretation of the effect of an exposure on an outcome. [After AMA Manual of Style]","Confounding Variable","Glossary CT 2025-09-26"
"C16468","C67497",,"CDISC Glossary","consent form","informed consent form","Document used during the informed consent process that is the basis for explaining to potential subjects the risks and potential benefits of a study and the rights and responsibilities of the parties involved. NOTE: The informed consent document provides a summary of a clinical trial (including its purpose, the treatment procedures and schedule, potential risks and benefits, alternatives to participation, etc.) and explains an individual's rights as a subject. it is designed to begin the informed consent process, which consists of conversations between the subject and the research team. if the individual then decides to enter the trial, s/he gives her/his official consent by signing the document. Informed consent is sometimes administered electronically, i.e., eICF. See also informed consent.","Consent Form","Glossary CT 2025-09-26"
"C156633","C67497",,"CDISC Glossary","construct validation (COA)","construct validation (re COA)","Establishing, using quantitative methods, the extent to which the relationships among items, domains, and concepts of a clinical outcome assessment (COA) conform to a priori hypotheses concerning logical relationships that should exist with other measures or characteristics of patients and patient groups. [NIH-FDA BEST (Biomarkers, Endpoints, and other Tools) Resource, https://www.ncbi.nlm.nih.gov/books/NBK338448/] See also validation.","Clinical Outcome Assessment Construct Validation","Glossary CT 2025-09-26"
"C142462","C67497",,"CDISC Glossary","consumer safety officer (CSO)",,"FDA official who coordinates the review process of various applications.","Consumer Safety Officer","Glossary CT 2025-09-26"
"C156632","C67497",,"CDISC Glossary","content validation (COA)","content validation (re COA)","Establishing from qualitative research the extent to which the clinical outcome assessment (COA) instrument measures the concept of interest including evidence that the items and domains of an instrument are appropriate and comprehensive relative to its intended measurement concept, population, and use. [NIH-FDA BEST (Biomarkers, Endpoints, and other Tools) Resource, https://www.ncbi.nlm.nih.gov/books/NBK338448/] See also validation.","Clinical Outcome Assessment Content Validation","Glossary CT 2025-09-26"
"C78690","C67497",,"CDISC Glossary","content validity",,"The extent to which a variable (for example, a rating scale) measures what it is supposed to measure. [ICH E9 Glossary] evidence from qualitative research demonstrating that the instrument measures the concept of interest, including evidence that the items and domains of an instrument are appropriate and comprehensive, relative to its intended measurement concept, population, and use. NOTE: Testing other measurement properties will not replace or rectify problems with content validity. [FDA Final PRO Guidance]","Content Validity","Glossary CT 2025-09-26"
"C142434","C67497",,"CDISC Glossary","context of use",,"In the context of clinical outcomes, a comprehensive statement that fully and clearly describes and justifies the way a COA is to be used and the drug development-related purpose of the use. NOTE: The context of use defines the boundaries within which the available data adequately justify use of the COA and describes important criteria regarding the circumstances under which the COA is qualified. [FDA Clinical Outcome Assessment (COA) Glossary]","Clinical Outcomes Assessment Context of Use","Glossary CT 2025-09-26"
"C142463","C67497",,"CDISC Glossary","contingent subject trial contact",,"Planned response to an anticipated but conditional event in a clinical trial. [CDISC Trial Design Project]","Contingent Subject Trial Contact","Glossary CT 2025-09-26"
"C54148","C67497",,"CDISC Glossary","contract research organization (CRO)",,"A person or an organization (commercial, academic, or other) contracted by the sponsor to perform one or more of a sponsor's trial-related duties and functions. [ICH E6 Glossary]","Contract Research Organization","Glossary CT 2025-09-26"
"C115464","C67497",,"CDISC Glossary","contract",,"A written, dated, and signed agreement between two or more involved parties that sets out any arrangements on delegation and distribution of tasks and obligations and, if appropriate, on financial matters. The protocol may serve as the basis of a contract. [ICH E6 Glossary]","Contractual Agreement","Glossary CT 2025-09-26"
"C28143","C67497",,"CDISC Glossary","control group",,"A cohort of study participants that is defined for the purpose of comparison to the treatment group in a controlled trial. NOTE: In an epidemiological study, this cohort may or may not have the outcome of interest. [After 21 CFR 314.126] See also control, controlled study, arm (protocol).","Control Group","Glossary CT 2025-09-26"
"C142464","C67497",,"CDISC Glossary","control of electronic records",,"To prepare and maintain case histories and other records for regulated clinical investigations or other regulated research. NOTE: Control is often used as a casual synonym for the terms in 21 CFR 312.62 requiring investigative sites to prepare, maintain, and retain adequate and accurate case histories. [After 1. 21 CFR 11; 2. CSUCT] See also record.","Control of Electronic Records","Glossary CT 2025-09-26"
"C142703","C67497",,"CDISC Glossary","control",,"A comparator against which the study treatment is evaluated [e.g., concurrent (placebo, no treatment, dose-response, active), and external (historical, published literature, synthetic data)]. [After ICH E10]. See also comparator (product), control group, controlled study, arm (protocol), synthetic data.","Study Control","Glossary CT 2025-09-26"
"C28279","C67497",,"CDISC Glossary","controlled study",,"A study in which a test article is compared with a treatment that has known effects (active control), no treatment, placebo, or dose comparison concurrent control, or external (historic) control. [21 CFR 314.126 and ICH E10]. See also control, comparator (product), control group.","Controlled Study","Glossary CT 2025-09-26"
"C48697","C67497",,"CDISC Glossary","controlled vocabulary","controlled terminology","A finite set of values that represent the only allowed values for a data item. These values may be codes, text, or numeric. See also codelist.","Controlled Vocabulary","Glossary CT 2025-09-26"
"C142465","C67497",,"CDISC Glossary","coordinating committee",,"A committee that a sponsor may organize to coordinate the conduct of a multicenter trial. [ICH E6]","Coordinating Committee","Glossary CT 2025-09-26"
"C51818","C67497",,"CDISC Glossary","coordinating investigator",,"An investigator assigned the responsibility for the coordination of investigators at different centers participating in a multicenter trial. NOTE: Depending on the scope of the trial, coordination could be across centers/sites in a region, across regions, or within a nation. [ICH E6] See also investigator, investigator/institution, principal investigator, site investigator, sponsor-investigator, sub-investigator.","Coordinating Investigator","Glossary CT 2025-09-26"
"C48834","C67497",,"CDISC Glossary","correlation",,"The degree to which two or more variables are related. Typically the linear relationship is measured with either Pearson's correlation or spearman's Rho. NOTE: Correlation does not necessarily mean causation. [After Hyperstat Online Glossary; CDISC ADaM]","Correlation","Glossary CT 2025-09-26"
"C142645","C67497",,"CDISC Glossary","covariate (prognostic)",,"Factor or condition that influences outcome of a trial. [ADaM]","Prognostic Covariate","Glossary CT 2025-09-26"
"C142625","C67497",,"CDISC Glossary","CRF (paper)",,"Case report form in which the data items are linked by the physical properties of paper to particular pages. NOTE: Data are captured manually and any comments, notes, and signatures are also linked to those data items by writing or typescript on the paper pages. See also eCRF, case report form.","Paper Case Report Form","Glossary CT 2025-09-26"
"C142410","C67497",,"CDISC Glossary","CRF data",,"Subset of clinical trial data that are entered into fields on a case report form.","Case Report Form Data","Glossary CT 2025-09-26"
"C156634","C67497",,"CDISC Glossary","criterion validation (COA)","criterion validation (re COA)","Establishing the extent to which the scores of a clinical outcome assessment instrument are related to a known gold standard measure of the same concept. For most COAs clinical outcome assessments (COAs), criterion validity cannot be measured because there is no gold standard. [NIH-FDA BEST (Biomarkers, Endpoints, and other Tools) Resource, https://www.ncbi.nlm.nih.gov/books/NBK338448/] See also validation.","Clinical Outcome Assessment Criterion Validation","Glossary CT 2025-09-26"
"C165825","C67497",,"CDISC Glossary","cross-labeled product",,"An investigational drug, device, or biological product packaged separately that, according to its proposed labeling, is intended for use only with another investigational or approved individually specified drug, device, or biological product where both are required to achieve the intended use, indication, or effect. NOTE: In the case where an approved product is combined with an investigational product, upon approval of the cross-labeled product the label of the previously approved product should be modified to reflect the combination status. [After 21 CFR 3.2 (e) FAQ] See also combination product, single-entity product, co-packaged product.","Cross-labeled Product","Glossary CT 2025-09-26"
"C53310","C67497",,"CDISC Glossary","cross-sectional study",,"A study that measures the prevalence of health outcomes or determinants of health, or both, in a population at a point in time or over a short period. [After British Medical Journal, Epidemiology for the uninitiated, Chapter 8, Fifth Edition, BMJ Book 2004] See also observational study.","Cross-Sectional Study","Glossary CT 2025-09-26"
"C82637","C67497",,"CDISC Glossary","crossover trial",,"A trial design in which subjects function as their own control and are assigned to receive an investigational product(s) and control(s) in an order determined by randomization, with or without a washout period between the interventions. [After ICH E9]","Crossover Study","Glossary CT 2025-09-26"
"C49704","C67497",,"CDISC Glossary","CTCAE (Common Terminology Criterion for Adverse Events)",,"Standard terminology developed and maintained by the National Cancer Institute to report adverse events occurring in cancer clinical trials. The CTCAE contains a grading scale for each adverse event term representing the severity of the event. NOTE: CTCAE is often used in study adverse event summaries and Investigational New Drug (IND) reports to the Food and Drug Administration. [After NCI]","Common Terminology Criteria for Adverse Events","Glossary CT 2025-09-26"
"C70818","C67497",,"CDISC Glossary","CUI (common unique identifier)",,"A code used in the Enterprise Vocabulary System (EVS) to link a particular concept across one or more terms.","Concept Unique Identifier","Glossary CT 2025-09-26"
"C54631","C67497",,"CDISC Glossary","curriculum vitae (CV)",,"Document that outlines a person's educational and professional history.","Curriculum Vitae","Glossary CT 2025-09-26"
"C221448","C67497",,"CDISC Glossary","cybersecurity",,"Protection of computers, servers, mobile devices, electronic systems, networks, programs, and data from malicious attacks, damage, or unauthorized access, to ensure confidentiality, integrity, and availability of information. [After FDA CDRH; After 17 CFR Part 229.106; After Cybersecurity and Infrastructure Security Agency]","Cybersecurity","Glossary CT 2025-09-26"
"C142469","C67497",,"CDISC Glossary","data acquisition",,"Capture of data into a structured, computerized format without a human-to-computer interface (i.e., from another measuring instrument or computerized source). Contrast with data entry, electronic data capture.","Data Acquisition","Glossary CT 2025-09-26"
"C142470","C67497",,"CDISC Glossary","data capture",,"The process of collecting and recording measures and assessments for a specific purpose. NOTE: Data are said to be captured when they are extracted as permanent records for use in a new context or created as a source document in that context. An example would be data that are manually copied or otherwise extracted from an EHR that are then transferred into a clinical trial database to be used for a clinical trial. [After Working with Data, Australian National Data Service, Accessed 4 Sept 2020; AFter FDA Guidance on Use of Electronic Health Record Data in Clinical Investigations Guidance for Industry, July 2018] See also data entry, EDC (electronic data capture).","Data Capture","Glossary CT 2025-09-26"
"C208446","C67497",,"CDISC Glossary","data clarification form",,"A form used to query an investigator and collect feedback to resolve questions regarding data.","Data Clarification Form","Glossary CT 2025-09-26"
"C142471","C67497",,"CDISC Glossary","data clarification",,"Answer supplied by the investigator in response to a query. NOTE: The investigator may supply a new data point value to replace the initial value or a confirmation of the queried data point.","Data Clarification","Glossary CT 2025-09-26"
"C221449","C67497",,"CDISC Glossary","data coding",,"The process of transforming raw data into a structured and manageable format, enabling researchers to identify patterns, themes, and relationships within their data. NOTE: It involves assigning labels or alphanumerical codes to different pieces of information based on predefined criteria or categories, or through the use of coding dictionaries such as MedDRA. These codes act as a bridge between the raw data and the analytical phase of research, facilitating the organization, integration, and interpretation of data. [Dr. Sowndarya Somasundaram, Data Coding in Research Methodology - iLovePhD, October 7, 2023, https://www.ilovephd.com/data-coding-in-research-methodology/, Accessed 2024-08-22] See also data, data management, data entry.","Data Coding","Glossary CT 2025-09-26"
"C142472","C67497",,"CDISC Glossary","data collection instruments",,"Documents or tools which are used to collect, record or transcribe information on substantially identical items from a group of respondents. NOTE: Instruments can be either electronic or paper based tests, questionnaires, inventories, interview schedules or guides, rating scales, and survey plans or any other forms. [After 45 CFR 63.32]","Data Collection Instrument","Glossary CT 2025-09-26"
"C103159","C67497",,"CDISC Glossary","data collection",,"In the context of clinical research, accessing and recording information that provides source data for analysis and interpretation See data entry and data capture. [CDISC]","Data Collection","Glossary CT 2025-09-26"
"C221450","C67497",,"CDISC Glossary","data controller",,"The entity that determines which, and how, personal data are processed. [Article 4 GDPR Definitions] See also personal data, processing (personal data).","Data Controller","Glossary CT 2025-09-26"
"C142474","C67497",,"CDISC Glossary","data element identifier",,"An identifier that may include information such as the origin of the data element, the date and time of entry, or the identification number of the study subject to whom the data element applies. NOTE: Data element identifiers should be attached to each data element as it is entered or transmitted by the originator into the eCRF. [After body and glossary of FDA Final Guidance eSource]","Data Element Identifier","Glossary CT 2025-09-26"
"C41002","C67497",,"CDISC Glossary","data element",,"Smallest unit of information in a transaction. [From body and glossary of FDA Final Guidance on eSource] See also eXtensible markup language (XML) data element, common data element, clinical study data element.","Data Element","Glossary CT 2025-09-26"
"C142475","C67497",,"CDISC Glossary","data encryption standard (DES)",,"A FIPS approved cryptographic algorithm for encrypting (enciphering) and decrypting (deciphering) binary coded information. Encrypting data converts it to an unintelligible form called cipher. Decrypting cipher converts the data back to its original form called plaintext. NOTE: Data that are considered sensitive by the responsible authority or data that represent a high value should be cryptographically protected if vulnerable to unauthorized disclosure or undetected modification during transmission or while in storage. [After Federal Information Processing Standards (FIPS) Publication 46-2]","Data Encryption Standard","Glossary CT 2025-09-26"
"C142379","C67497",,"CDISC Glossary","data entry",,"Human input of data into a structured, computerized format using an interface such as a keyboard, pen-based tablet, or voice recognition. Contrast with data acquisition, electronic data capture, direct entry. See also data collection, data capture.","Data Entry","Glossary CT 2025-09-26"
"C142477","C67497",,"CDISC Glossary","data integrity verification",,"Process of manually supervised verification of data for internal consistency.","Data Integrity Verification","Glossary CT 2025-09-26"
"C142476","C67497",,"CDISC Glossary","data integrity",,"A condition of data reflecting the degree to which the data are complete, consistent, accurate, trustworthy, and reliable at any given time as well as consistently so maintained throughout the data life cycle. NOTE: The data should be collected and maintained in a secure manner, so that they are Attributable, Legible, Contemporaneously recorded, Original (or a true copy) and Accurate (ALCOA). Assuring data integrity requires appropriate quality and risk management systems, including adherence to sound scientific principles and good documentation practices. [After ICH E6; After MHRA GXP Data Integrity Guidance and Defintions, Revision 1, March 2018; After 21 CFR Part 11] See also ALCOA, ALCOA+, ALCOA++, traceability (data), data quality, electronic data transfer.","Data Integrity","Glossary CT 2025-09-26"
"C142478","C67497",,"CDISC Glossary","data interchange",,"Transfer of information between two or more parties, which maintains the integrity of the contents of the data for the purpose intended. See also interoperability.","Data Interchange","Glossary CT 2025-09-26"
"C142479","C67497",,"CDISC Glossary","data item",,"A named component of a data element. Usually the smallest component [ANSI]. See also data model, data element.","Data Item","Glossary CT 2025-09-26"
"C142483","C67497",,"CDISC Glossary","data listing",,"Set of observations organized by domain.","Data Listing","Glossary CT 2025-09-26"
"C142484","C67497",,"CDISC Glossary","data management conventions",,"Procedures and policies for data management (e.g., documented procedure(s) for resolving self-evident changes). [ICH E6] See self-evident change.","Data Management Convention","Glossary CT 2025-09-26"
"C18086","C67497",,"CDISC Glossary","data management",,"Tasks associated with the entry, transfer, and/or preparation of source data and derived items for entry into a clinical trial database. NOTE: Data management could include database creation, data entry, review, coding, data editing, data QC, locking, or archiving; it typically does not include source data capture.","Data Management","Glossary CT 2025-09-26"
"C221451","C67497",,"CDISC Glossary","data minimization","Data Minimisation","The requirement that personal data must be adequate, relevant, and limited to what is necessary in relation to the purposes for which they are collected and processed. [After GDPR Article 5(1)(c); After Article 4(1)(c) of EU Regulation 2018/1725] See also personal data, processing (personal data).","Data Minimization","Glossary CT 2025-09-26"
"C142487","C67497",,"CDISC Glossary","data model",,"Unambiguous, formally stated, expression of items, the relationship among items, and the structure of the data in a certain problem area or context of use. A data model uses symbolic conventions agreed to represent content so that content does not lose its intended meaning when communicated.","Common Data Model","Glossary CT 2025-09-26"
"C142489","C67497",,"CDISC Glossary","data monitoring committee (DMC)","Data and Safety Monitoring Board; DSMB","A group of independent experts who are appointed to monitor the safety and scientific integrity of a research intervention, protect the confidentiality of participant data, and to make recommendations to the sponsor regarding the stopping of the trial for safety, efficacy, or for futility. [After clinicaltrials.gov; Committee for Medicinal Products for Human Use (CHMP), 2005, EMA; FDA Establishment and Operation of Clinical Trial Data Monitoring Committees. March 2006]","Data Monitoring Committee","Glossary CT 2025-09-26"
"C142488","C67497",,"CDISC Glossary","data monitoring",,"Process by which clinical data are examined for completeness, consistency, and accuracy for the duration of the study lifecycle. NOTE: Monitoring is undertaken by qualified study personnel following a specific process and auditable methods. See also ALCOA+","Data Monitoring","Glossary CT 2025-09-26"
"C16493","C67497",,"CDISC Glossary","data origin",,"Source of information collected in the course of a clinical trial, specifically used to differentiate between data as collected versus data that are derived or calculated. NOTE: In CDISC, a metadata attribute defined for each dataset variable in the Define.xml document of an SDTM submission that refers to the source of a variable (e.g., CRF, derived, sponsor defined, PRO, etc.). See also data element originator.","Data Source","Glossary CT 2025-09-26"
"C142490","C67497",,"CDISC Glossary","data originator",,"Metadata characterizing the entity creating a data element in an eCRF for a clinical investigation. NOTE: Per FDA Final Guidance on eSource, ""Each data element is associated with an origination type that identifies the source of its capture in the eCRF. This could be a person, a computer system, a device, or an instrument that is authorized to enter, change, or transmit data elements into the eCRF (also sometimes known as an author)."" See also data element, data element originator, origin. [CDISC, Note is from FDA Final Guidance on eSource]","Data Originator","Glossary CT 2025-09-26"
"C221452","C67497",,"CDISC Glossary","data processor",,"Processes personal data as instructed by a data controller to support the relevant processing activities on a data controller's behalf. [Article 4 GDPR Definitions] See also personal data, processing (personal data).","Data Processor","Glossary CT 2025-09-26"
"C142491","C67497",,"CDISC Glossary","data quality",,"A dimension of data contributing its trustworthiness and pertaining to accuracy, sensitivity, validity, and suitability to purpose. NOTE: Key elements of data quality include attribution, legibility (decipherable, unambiguous), contemporaneousness, originality (i.e., not duplicated), accuracy (ALCOA), precision, completeness, consistency (logical, not out of range), and those who have modified the data. Scientists may reasonably trust data that are accurate (high quality) that have also been reviewed by investigators and protected from unauthorized alteration (high integrity). [After ICH E6; After MHRA GXP Data Integrity Guidance and Defintions, Revision 1, March 2018; After 21 CFR Part 11] See also ALCOA, ALCOA+, ALCOA++, traceability (data), data integrity, electronic data transfer.","Data Quality","Glossary CT 2025-09-26"
"C142492","C67497",,"CDISC Glossary","data security",,"Degree to which data are protected from the risk of accidental or malicious alteration or destruction and from unauthorized access or disclosure. [After US FDA 21 CFR Part 11] See also personal data, processing (personal data).","Data Security","Glossary CT 2025-09-26"
"C142493","C67497",,"CDISC Glossary","data selection criteria",,"The rules by which particular data are selected and/ or transferred between the point of care and the patient record; subsequently, from the patient record to the database; and from database to inclusion in sub-population analyses.","Data Selection Criteria","Glossary CT 2025-09-26"
"C191275","C67497",,"CDISC Glossary","data sharing",,"Providing clinical trial data or access to data and final results to key stakeholders with the goal of increasing scientific knowledge and ultimately better therapies for patients. NOTE: guiding principles for data sharing: (1) maximize the benefits of clinical trials while minimizing the risks or harm of sharing clinical trial data, (2) respect individual participants whose data are shared, (3) increase public trust in clinical trials and the sharing of trial data, and (4) conduct the sharing of clinical trial data in a fair manner. [After National Academies of Sciences, Institute of Medicine. Sharing Clinical Trial Data: Maximizing Benefits, Minimizing Risk. Washington, DC: National Academies Press, 2015, accessed 2022-09-07]","Clinical Data Sharing","Glossary CT 2025-09-26"
"C103180","C67497",,"CDISC Glossary","data standards",,"Defined rules, conventions, guidelines, characteristics, methods, formats, and terminologies that provide structure and consistency for exchange and utilization of data. NOTE: Data standards may describe the elements and relationships necessary to achieve the unambiguous exchange of data between disparate information systems. [After https://www.fda.gov/media/124694/download Standards Development and the Use of Standards in Regulatory Submissions Reviewed in the Center for Biologics Evaluation and Research Guidance for Industry MARCH2019, NCI Thesaurus]. See also interoperability, standard, CDISC standards, Study Data Standardization Plan, and Standards Development Organization.","Data Standard","Glossary CT 2025-09-26"
"C142494","C67497",,"CDISC Glossary","data storage",,"To maintain data by placing the data, or a copy of the data, onto an electronically accessible device for preservation (either in plain-text or encrypted format). [HL7 eHR-s FM Glossary of Terms, 2010].","Data Storage","Glossary CT 2025-09-26"
"C142495","C67497",,"CDISC Glossary","data subject",,"In the context of privacy guidelines, An individual who is the subject of personal data, persons to whom data refers, and from whom data are collected, processed, and stored. [after ISO/TS 2537:2008; and EU GDPR] See also study participant, participant.","Data Subject","Glossary CT 2025-09-26"
"C43582","C67497",,"CDISC Glossary","data transformations",,"Algorithmic operations on data or data sets to achieve a meaningful set of derived data for analysis. [ADaM] See also derived variable.","Data Transformation","Glossary CT 2025-09-26"
"C42645","C67497",,"CDISC Glossary","data type",,"Data types define the structural format of the data carried in the attribute and influence the set of allowable values an attribute may assume. [HL7]","Data Type","Glossary CT 2025-09-26"
"C142500","C67497",,"CDISC Glossary","data validation",,"Process used to determine whether data are accurate, authentic, complete, and/or compliant with applicable standards, rules, and conventions. NOTE: The process may include format checks, completeness checks, check key tests, reasonableness checks, and limit checks. [After FDA.; ISO] See also data integrity, validation.","Data Validation","Glossary CT 2025-09-26"
"C25474","C67497",,"CDISC Glossary","data",,"Representations of facts, concepts, or instructions in a manner suitable for communication, interpretation, or processing by humans or by automated means. [FDA]","Data","Glossary CT 2025-09-26"
"C142503","C67497",,"CDISC Glossary","database lock",,"Action taken to prevent further changes to a clinical trial database or any equivalent clinical data storage system. NOTE: Locking of a database is done after review, query resolution, and a determination has been made that the database is ready for analysis.","Database Lock","Glossary CT 2025-09-26"
"C15426","C67497",,"CDISC Glossary","database",,"A collection of data or information, typically organized for ease and speed of search and retrieval.","Database","Glossary CT 2025-09-26"
"C47824","C67497",,"CDISC Glossary","dataset",,"A collection of structured data in a single file. [CDISC] Compare to analysis dataset, tabulation dataset.","Data Set","Glossary CT 2025-09-26"
"C139171","C67497",,"CDISC Glossary","date of first enrollment",,"Date or date and time of first subject enrollment into a study, as verifiable by a convention that is consistent with authoritative regulatory criteria. [Modified from ICH E3] Compare to study start date.","Date of First Enrollment into Study","Glossary CT 2025-09-26"
"C45970","C67497",,"CDISC Glossary","de-identification",,"The process of removing potentially identifying data or data elements to render data into a form that does not identify individuals and where identification is not likely to take place. NOTE: A general term for a process of removing the association between a set of identifying data and the data subject. Examples of potentially identifying data include name, birth date, social security number, home address, telephone number, e-mail address, medical record numbers, health plan beneficiary numbers, full-face photographic images). [After ISO/TS 25237: 2008 - Health Informatics - Pseudonymization; HIPAA: 45 CFR, 164.514] See also anonymization.","Deidentification","Glossary CT 2025-09-26"
"C142507","C67497",,"CDISC Glossary","de-identified information",,"Records that have had enough personally identifiable information removed or obscured such that the remaining information does not identify an individual, and there is no reasonable basis to believe that the information can be used to identify an individual. [Guide to Protecting Personally Identifiable Information (PII): Special Publication NIST pubs/800-122]","De-identified Information","Glossary CT 2025-09-26"
"C176257","C67497",,"CDISC Glossary","decentralized clinical trial (DCT)",,"A trial in which data capture, administration of medication, and possibly other procedures are done at the subject's location, e.g., at home or by telemedicine, mobile technology, and local HCPs (like family physicians, general practitioners). NOTE: The procedures (entry of data, medical tests, clinical evaluations, objective measures, observations) for capturing safety and efficacy measurements and observations may be done in-person by a traveling clinician or nurse so DCTs are not necessarily virtual. The responsibility for preparation, maintenance and retention of source records may be allocated to a centralized investigator or sponsor investigator. [After CTTI Recommendations: Decentralized Clinical Trials, September 2018] See also remote clinical trial, virtual, visit.","Decentralized Clinical Trial","Glossary CT 2025-09-26"
"C142504","C67497",,"CDISC Glossary","decision rule",,"Succinct statement of how a decision will be reached based upon the expected foreseen clinical benefits in terms of outcomes of the primary endpoint. [FDA documentation]","Decision Rule","Glossary CT 2025-09-26"
"C142505","C67497",,"CDISC Glossary","Declaration of Helsinki",,"A set of recommendations or basic principles that guide medical doctors in the conduct of biomedical research involving human subjects. it was originally adopted by the 18th World Medical assembly (Helsinki, Finland, 1964) and recently revised (64th WMA General Assembly, Fortaleza, Brazil, October 2013).","Declaration of Helsinki","Glossary CT 2025-09-26"
"C176258","C67497",,"CDISC Glossary","deep learning",,"A subset of machine learning that is part of the broader family of machine learning methodologies based on artificial neural networks. A deep neural network has multiple layers between input and output layers to progressively extract higher level features from the raw input. [After DeepAI Machine Learning Glossary and Terms] See also machine learning, artificial intelligence (AI).","Deep Learning","Glossary CT 2025-09-26"
"C142506","C67497",,"CDISC Glossary","Define-XML",,"A table in XML that transmits metadata that describes any tabular dataset structure. NOTE: When used with the CDISC content standards, it provides the metadata for human and animal model tabular datasets such as SDTM, SEND, and ADaM. [After CDISC.org] See also eXtensible markup language (XML) data element, XML (eXtensible Markup Language).","Define.xml","Glossary CT 2025-09-26"
"C142508","C67497",,"CDISC Glossary","demographic data",,"Characteristics of subjects or study populations, which include such information as age, sex, family history of the disease or condition for which they are being treated, and other characteristics relevant to the study in which they are participating.","Demographic Data","Glossary CT 2025-09-26"
"C142509","C67497",,"CDISC Glossary","dependent variable",,"A variable that is expected to change as a result of an experiment. Dependent variables are influenced by independent variables. [After AMA Manual of Style] See also independent variable.","Dependent Variable","Glossary CT 2025-09-26"
"C142538","C67497",,"CDISC Glossary","deployment",,"Readying an electronic clinical trial system for field use by providing or disseminating capture devices, tokens, or passwords for users of an activated system. See activation.","Electronic System Deployment","Glossary CT 2025-09-26"
"C142510","C67497",,"CDISC Glossary","derived variable",,"New variable created as a function of existing variables and/or application of mathematical functions. See also variable, raw data.","Derived Variable","Glossary CT 2025-09-26"
"C142442","C67497",,"CDISC Glossary","design configuration",,"Clinical trial design developed to compare treatment groups in a clinical trial. NOTE: The configuration usually requires randomization to one or more treatment arms, each arm being allocated a different (or no) treatment. examples include: Parallel Group Design, Crossover Design, Factorial Designs. [After ICH E9]","Clinical Trial Design Configuration","Glossary CT 2025-09-26"
"C142443","C67497",,"CDISC Glossary","development plan",,"An ordered program of clinical trials, each with specific objectives. [adapted from ICH E9, see ICH E8]. See also clinical development plan.","Clinical Trial Development Plan","Glossary CT 2025-09-26"
"C15220","C67497",,"CDISC Glossary","diagnose",,"A process to identify the disease, condition, or injury that explains the symptoms and signs occurring in a patient. NOTE: The information required for diagnosis is collected from a history and physical examination of the patient and preferably confirmed by one or more diagnostic procedures such as laboratory tests, radiologic studies and other technical investigations. [After \""Making a diagnosis\"", John P. Langlois, Chapter 10 in Fundamentals of clinical practice (2002). Mark B. Mengel, Warren Lee Holleman, Scott A. Fields. 2nd edition.] See also treatment, intervention, disease, sign, symptom.","Diagnosis Assessment","Glossary CT 2025-09-26"
"C209427","C67497",,"CDISC Glossary","diagnostic device","Diagnostic Medical Device","A class of medical devices intended to provide evidence for diagnosis. [After Regulation (EU) 2017/745; After US FDA, Referencing the Definition of ""Device"" in the Federal Food, Drug, and Cosmetic Act in Guidance, Regulatory Documents, Communications, and Other Public Documents, Nov 14, 2022] See also medical device, investigational device, in vitro diagnostic device.","Diagnostic Device","Glossary CT 2025-09-26"
"C156648","C67497",,"CDISC Glossary","DIBD (development international birth date)",,"The sponsor's first authorization to conduct a clinical trial in any country worldwide. NOTE: Used to start the annual period for the Development Safety Update Report (DSUR). [After CIOMS VII; ICH E2F]","Development International Birth Date","Glossary CT 2025-09-26"
"C80447","C67497",,"CDISC Glossary","digital signature",,"An electronic signature, based on cryptographic methods of originator authentication, computed by using a set of rules and a set of parameters, such that the identity of the signer and the integrity of the data can be verified. [21 CFR 11]","Digital Signature","Glossary CT 2025-09-26"
"C142511","C67497",,"CDISC Glossary","direct access",,"Permission to examine, analyze, verify, and reproduce any records and reports that are important to evaluation of a clinical trial. NOTE: The party (e.g., domestic and foreign regulatory authorities, sponsor's monitors and auditors) with direct access should take all reasonable precautions within the constraints of the applicable regulatory requirement(s) to maintain the confidentiality of subjects' identities and sponsor's proprietary information. [ICH E6 Glossary]","Direct Access","Glossary CT 2025-09-26"
"C142512","C67497",,"CDISC Glossary","direct entry",,"Recording of data by human or automated action where an electronic record is the original means of capturing the data into an electronic records system without a paper source document. Examples are an individual keying original observations into a system or the automatic recording into the system of the output from measuring devices such as a balance that measures subject's body weight or an ECG machine. Compare to data entry, data acquisition.","Direct Data Entry","Glossary CT 2025-09-26"
