"Code","Codelist Code","Codelist Extensible (Yes/No)","Codelist Name","CDISC Submission Value","CDISC Synonym(s)","CDISC Definition","NCI Preferred Term","Standard and Date"
"C28233","C203912",,"MRCT Center Clinical Research Glossary","single-blind study",,"A study that is set up so that the study treatment each participant receives is not known by the participants but is known by the researchers. (https://mrctcenter.org/glossaryterm/single-blind-study/)","Single Blind Study","MRCT CT 2024-03-29"
"C41395","C203912",,"MRCT Center Clinical Research Glossary","specificity (medical test)",,"How well a medical test can accurately identify people who do not have a disease or trait. (https://mrctcenter.org/glossaryterm/specificity-medical-test/)","Diagnostic Specificity","MRCT CT 2024-03-29"
"C70793","C203912",,"MRCT Center Clinical Research Glossary","sponsor",,"The group that is in charge of, or pays for, a research study. (https://dev.mrctcenter.org/glossaryterm/sponsor-3/)","Clinical Study Sponsor","MRCT CT 2024-03-29"
"C94396","C203912",,"MRCT Center Clinical Research Glossary","standard of care",,"The usual treatment given to patients for an illness. (https://mrctcenter.org/glossaryterm/standard-of-care/)","Best Practice","MRCT CT 2024-03-29"
"C61040","C203912",,"MRCT Center Clinical Research Glossary","statistically significant",,"Results that are very unlikely to have occurred by chance. (https://mrctcenter.org/glossaryterm/statistically-significant/)","Statistical Significance","MRCT CT 2024-03-29"
"C15320","C203912",,"MRCT Center Clinical Research Glossary","study design",,"The way a study is set up to answer the study question. (https://mrctcenter.org/glossaryterm/study-design/)","Study Design","MRCT CT 2024-03-29"
"C25218","C203912",,"MRCT Center Clinical Research Glossary","study intervention",,"A treatment given to the participants in a study. (https://mrctcenter.org/glossaryterm/study-intervention/)","Intervention or Procedure","MRCT CT 2024-03-29"
"C203929","C203912",,"MRCT Center Clinical Research Glossary","study life cycle",,"The steps of a research study from beginning to end. (https://mrctcenter.org/glossaryterm/study-life-cycle/)","Study Life Cycle","MRCT CT 2024-03-29"
"C142710","C203912",,"MRCT Center Clinical Research Glossary","study participant",,"A person who joins a research study. (https://mrctcenter.org/glossaryterm/study-participant/)","Study Participant","MRCT CT 2024-03-29"
"C70833","C203912",,"MRCT Center Clinical Research Glossary","study population",,"All the participants in a study. (https://mrctcenter.org/glossaryterm/study-population/)","Study Population","MRCT CT 2024-03-29"
"C142737","C203912",,"MRCT Center Clinical Research Glossary","study statistician",,"A person who uses math to help design a study and interpret the data. (https://mrctcenter.org/glossaryterm/study-statistician/)","Trial Statistician","MRCT CT 2024-03-29"
"C198230","C203912",,"MRCT Center Clinical Research Glossary","substudy",,"A study with a smaller group of participants already enrolled in the main study. (https://mrctcenter.org/glossaryterm/substudy/)","Substudy","MRCT CT 2024-03-29"
"C142722","C203912",,"MRCT Center Clinical Research Glossary","superiority trial",,"A study to test if a study treatment works better than another treatment for the same condition. (https://mrctcenter.org/glossaryterm/superiority-trial/)","Superiority Trial","MRCT CT 2024-03-29"
"C203931","C203912",,"MRCT Center Clinical Research Glossary","synergistic effect",,"When two or more things used together have a greater effect than each thing alone. (https://mrctcenter.org/glossaryterm/synergistic-effect/)","Synergistic Effect","MRCT CT 2024-03-29"
"C38032","C203912",,"MRCT Center Clinical Research Glossary","treatment effect",,"How much a study treatment changes a condition, symptom, or function. (https://mrctcenter.org/glossaryterm/treatment-effect/)","Therapeutic Effect","MRCT CT 2024-03-29"
"C165842","C203912",,"MRCT Center Clinical Research Glossary","umbrella trial",,"A research study that tests and compares two or more study treatments for one disease or condition. (https://mrctcenter.org/glossaryterm/umbrella-trial/)","Umbrella Protocol","MRCT CT 2024-03-29"
"C203933","C203912",,"MRCT Center Clinical Research Glossary","voluntary participation",,"Choosing to participate in research without feeling pressured. (https://mrctcenter.org/glossaryterm/voluntary-participation/)","Voluntary Participation","MRCT CT 2024-03-29"
"C42872","C203912",,"MRCT Center Clinical Research Glossary","wash-out",,"A time before starting a study treatment when a person stops taking other medicines. (https://mrctcenter.org/glossaryterm/wash-out/)","Washout Period","MRCT CT 2024-03-29"
"C49634","C203912",,"MRCT Center Clinical Research Glossary","withdraw",,"To stop being a participant in a study. (https://mrctcenter.org/glossaryterm/withdraw/)","Withdrawal by Subject","MRCT CT 2024-03-29"
"C38101","C203912",,"MRCT Center Clinical Research Glossary","X-ray",,"A way of taking pictures of the inside of a person's body using X-ray radiation. (https://mrctcenter.org/glossaryterm/x-ray/)","X-Ray Imaging","MRCT CT 2024-03-29"
