"Code","Codelist Code","Codelist Extensible (Yes/No)","Codelist Name","CDISC Submission Value","CDISC Synonym(s)","CDISC Definition","NCI Preferred Term","Standard and Date"
"C163419","C65047",,"Laboratory Test Code","ALS","Acid Labile Subunit; ALS; IGFALS; Insulin Like Growth Factor Binding Protein Acid Labile Subunit","A measurement of the acid labile subunit in a biological specimen.","Acid Labile Subunit Measurement","SEND CT 2024-03-29"
"C64433","C65047",,"Laboratory Test Code","ALT","Alanine Aminotransferase; SGPT","A measurement of the alanine aminotransferase in a biological specimen.","Alanine Aminotransferase Measurement","SEND CT 2024-03-29"
"C106498","C65047",,"Laboratory Test Code","ALTAST","ALT/AST","A relative measurement (ratio or percentage) of the alanine aminotransferase (ALT) to aspartate aminotransferase (AST) present in a sample.","Alanine Aminotransferase to Aspartate Aminotransferase Ratio Measurement","SEND CT 2024-03-29"
"C103349","C65047",,"Laboratory Test Code","ALTCPHRL","Alpha Tocopherol","A measurement of the alpha tocopherol in a biological specimen.","Alpha Tocopherol Measurement","SEND CT 2024-03-29"
"C111127","C65047",,"Laboratory Test Code","ALUMINUM","Al; Aluminum","A measurement of aluminum in a biological specimen.","Aluminum Measurement","SEND CT 2024-03-29"
"C184539","C65047",,"Laboratory Test Code","AM2201","AM-2201; AM2201","A measurement of the synthetic cannabinoid AM-2201 in a biological specimen.","AM-2201 Measurement","SEND CT 2024-03-29"
"C184538","C65047",,"Laboratory Test Code","AM694N5H","AM694 N-5-hydroxypentyl","A measurement of the synthetic cannabinoid metabolite AM694 N-5-hydroxypentyl in a biological specimen.","AM694 N-5-hydroxypentyl Measurement","SEND CT 2024-03-29"
"C132364","C65047",,"Laboratory Test Code","AMACR","Alpha-Methylacyl Coenzyme A Racemase","A measurement of the alpha-methylacyl coenzyme A racemase in a biological specimen.","Alpha-Methylacyl Coenzyme A Racemase Measurement","SEND CT 2024-03-29"
"C75363","C65047",,"Laboratory Test Code","AMBRBTL","Amobarbital","A measurement of the amobarbital present in a biological specimen.","Amobarbital Measurement","SEND CT 2024-03-29"
"C132365","C65047",,"Laboratory Test Code","AMCRMRNA","AMACR mRNA","A measurement of the alpha-methylacyl coenzyme A racemase mRNA in a biological specimen.","Alpha-Methylacyl Coenzyme A Racemase mRNA Measurement","SEND CT 2024-03-29"
"C120625","C65047",,"Laboratory Test Code","AMH","Anti-Mullerian Hormone","A measurement of the anti-Mullerian hormone in a biological specimen.","Anti-Mullerian Hormone Measurement","SEND CT 2024-03-29"
"C186023","C65047",,"Laboratory Test Code","AMITRPTL","Amitriptyline","A measurement of the amitriptyline in a biological specimen.","Amitriptyline Measurement","SEND CT 2024-03-29"
"C74799","C65047",,"Laboratory Test Code","AMMONIA","Ammonia; NH3","A measurement of the ammonia in a specimen.","Ammonia Measurement","SEND CT 2024-03-29"
"C186024","C65047",,"Laboratory Test Code","AMNM","Ammonium; Ammonium Ion; NH4+","A measurement of the ammonium ion (NH4+) in a biological specimen.","Ammonium Measurement","SEND CT 2024-03-29"
"C186025","C65047",,"Laboratory Test Code","AMNMCRT","Ammonium/Creatinine","A relative measurement (ratio) of ammonium to creatinine in a biological specimen.","Ammonium to Creatinine Ratio Measurement","SEND CT 2024-03-29"
"C81183","C65047",,"Laboratory Test Code","AMNOACID","AA; Amino Acids","A measurement of the total amino acids in a biological specimen.","Amino Acid Measurement","SEND CT 2024-03-29"
"C204639","C65047",,"Laboratory Test Code","AMNPHTH1","1-Aminonaphthalene; 1-Naphthylamine","A measurement of the 1-aminonaphthalene in a specimen.","1-Aminonaphthalene Measurement","SEND CT 2024-03-29"
"C204640","C65047",,"Laboratory Test Code","AMNPHTH2","2-Aminonaphthalene; 2-Naphthylamine","A measurement of the 2-aminonaphthalene in a specimen.","2-Aminonaphthalene Measurement","SEND CT 2024-03-29"
"C74666","C65047",,"Laboratory Test Code","AMORPHSD","Amorphous Debris; Amorphous Sediment","A measurement of the amorphous sediment present in a biological specimen.","Amorphous Sediment Measurement","SEND CT 2024-03-29"
"C75347","C65047",,"Laboratory Test Code","AMPEA","Alpha-Methylphenethylamine; Amphetamine","A measurement of the alpha-methylphenethylamine in a biological specimen.","Amphetamine Measurement","SEND CT 2024-03-29"
"C74687","C65047",,"Laboratory Test Code","AMPHET","Amphetamine","A measurement of any amphetamine class drug present in a biological specimen.","Amphetamine Drug Class Measurement","SEND CT 2024-03-29"
"C102262","C65047",,"Laboratory Test Code","AMPHETD","d-amphetamine; Dextroamphetamine","A measurement of the dextroamphetamine in a biological specimen.","Dextroamphetamine Measurement","SEND CT 2024-03-29"
"C64434","C65047",,"Laboratory Test Code","AMYLASE","Amylase","A measurement of the total enzyme amylase in a biological specimen.","Amylase Measurement","SEND CT 2024-03-29"
"C111243","C65047",,"Laboratory Test Code","AMYLASEM","Macroamylase","A measurement of macroamylase in a biological specimen.","Macroamylase Measurement","SEND CT 2024-03-29"
"C98767","C65047",,"Laboratory Test Code","AMYLASEP","Amylase, Pancreatic; Pancreatic Amylase Isoenzyme","A measurement of the pancreatic enzyme amylase in a biological specimen.","Pancreatic Amylase Measurement","SEND CT 2024-03-29"
"C98780","C65047",,"Laboratory Test Code","AMYLASES","Amylase, Salivary; Salivary Amylase Isoenzyme","A measurement of the salivary enzyme amylase in a biological specimen.","Salivary Amylase Measurement","SEND CT 2024-03-29"
"C103352","C65047",,"Laboratory Test Code","AMYLB38","Amyloid Beta 1-38; Amyloid Beta 38; Amyloid Beta 38 Protein","A measurement of amyloid beta protein which is composed of peptides 1 to 38 in a biological specimen.","Amyloid Beta 1-38 Measurement","SEND CT 2024-03-29"
"C103353","C65047",,"Laboratory Test Code","AMYLB40","Amyloid Beta 1-40; Amyloid Beta 40; Amyloid Beta 40 Protein","A measurement of amyloid beta protein which is composed of peptides 1 to 40 in a biological specimen.","Amyloid Beta 1-40 Measurement","SEND CT 2024-03-29"
"C184518","C65047",,"Laboratory Test Code","AMYLB41","Amyloid Beta 1-41; Amyloid Beta 41; Amyloid Beta 41 Protein","A measurement of amyloid beta protein which is composed of peptides 1 to 41 in a biological specimen.","Amyloid Beta 1-41 Measurement","SEND CT 2024-03-29"
"C84809","C65047",,"Laboratory Test Code","AMYLB42","Amyloid Beta 1-42; Amyloid Beta 42; Amyloid Beta 42 Protein","A measurement of amyloid beta protein which is composed of peptides 1 to 42 in a biological specimen.","Beta Amyloid 42 Measurement","SEND CT 2024-03-29"
"C125940","C65047",,"Laboratory Test Code","AMYLOIDA","Amyloid A","A measurement of the total amyloid A in a biological specimen.","Amyloid A Measurement","SEND CT 2024-03-29"
"C81999","C65047",,"Laboratory Test Code","AMYLOIDB","Amyloid, Beta; Beta Amyloid","A measurement of the total amyloid beta in a biological specimen.","Beta Amyloid Measurement","SEND CT 2024-03-29"
"C81998","C65047",,"Laboratory Test Code","AMYLOIDP","Amyloid P; Amyloid P Component; SAP; Serum Amyloid P Component","A measurement of the total amyloid P in a biological specimen.","Amyloid P Measurement","SEND CT 2024-03-29"
"C176313","C65047",,"Laboratory Test Code","ANAB","Anti-Neutrophil Antibody","A measurement of the total anti-neutrophil antibody in a biological specimen.","Anti-Neutrophil Antibody Measurement","SEND CT 2024-03-29"
"C147298","C65047",,"Laboratory Test Code","ANABASN","Anabasine","A measurement of the anabasine in a specimen.","Anabasine Measurement","SEND CT 2024-03-29"
"C147299","C65047",,"Laboratory Test Code","ANAG","Alpha-N-acetylglucosaminidase","A measurement of the alpha-N-acetylglucosaminidase in a biological specimen.","Alpha-N-acetylglucosaminidase Measurement","SEND CT 2024-03-29"
"C120626","C65047",,"Laboratory Test Code","ANCAB","Anti-Neutrophil Cytoplasmic Antibody","A measurement of the anti-neutrophil cytoplasmic antibody in a biological specimen.","Anti-Neutrophil Cytoplasmic Antibody Measurement","SEND CT 2024-03-29"
"C147300","C65047",,"Laboratory Test Code","ANCATYAB","Anti-Neutrophil Cytoplasmic Antibody, Atypical; Neutrophil Cytoplasmic Ab, Atypical","A measurement of the atypical (cytoplasmic staining usually uniform and no interlobular accentuation) neutrophil cytoplasmic antibodies in a biological specimen.","Atypical Neutrophil Cytoplasmic Antibody Measurement","SEND CT 2024-03-29"
"C147301","C65047",,"Laboratory Test Code","ANCCLSAB","Anti-Neutrophil Cytoplasmic Antibody, Classic; Neutrophil Cytoplasmic Ab, Classic","A measurement of the classic (cytoplasmic granular fluorescence with central interlobular accentuation) neutrophil cytoplasmic antibodies in a biological specimen.","Classic Neutrophil Cytoplasmic Antibody Measurement","SEND CT 2024-03-29"
"C163420","C65047",,"Laboratory Test Code","ANCIGAB","Anti-Neutrophil Cytoplasmic IgG Antibody","A measurement of the anti-neutrophil cytoplasmic IgG antibody in a biological specimen.","Anti-Neutrophil Cytoplasmic IgG Antibody Measurement","SEND CT 2024-03-29"
"C147302","C65047",,"Laboratory Test Code","ANCPNCAB","Anti-Neutrophil Cytoplasmic Antibody, Perinuclear; Neutrophil Cytoplasmic Ab, Perinuclear","A measurement of the perinuclear (perinuclear staining without nuclear extension) neutrophil cytoplasmic antibodies in a biological specimen.","Perinuclear Neutrophil Cytoplasmic Antibody Measurement","SEND CT 2024-03-29"
"C74842","C65047",,"Laboratory Test Code","ANDSTNDL","Androstenediol","A measurement of the androstenediol metabolite in a biological specimen.","Androstenediol Metabolite Measurement","SEND CT 2024-03-29"
"C74843","C65047",,"Laboratory Test Code","ANDSTNDN","4-Androstenedione; Androstenedione","A measurement of the androstenedione hormone in a biological specimen.","Androstenedione Measurement","SEND CT 2024-03-29"
"C186026","C65047",,"Laboratory Test Code","ANDSTRN","Androsterone","A measurement of the androsterone in a biological specimen.","Androsterone Measurement","SEND CT 2024-03-29"
"C91372","C65047",,"Laboratory Test Code","ANGLBIND","Antiglobulin Test, Indirect; Indirect Coombs Test","A test that uses Coombs' reagent to detect the presence of anti-erythrocyte antibodies in a biological specimen.","Indirect Antiglobulin Test","SEND CT 2024-03-29"
"C81974","C65047",,"Laboratory Test Code","ANGLOBDR","Antiglobulin Test Polyspecific, Direct; Antiglobulin Test, Direct; Direct Coombs Test","A measurement of the antibody or complement-coated erythrocytes in a biological specimen in vivo.","Direct Antiglobulin Test","SEND CT 2024-03-29"
"C111128","C65047",,"Laboratory Test Code","ANGPT1","Angiopoietin 1","A measurement of angiopoietin 1 in a biological specimen.","Angiopoietin 1 Measurement","SEND CT 2024-03-29"
"C163421","C65047",,"Laboratory Test Code","ANGPT2","ANG2; Angiopoietin 2","A measurement of angiopoietin 2 in a biological specimen.","Angiopoietin 2 Measurement","SEND CT 2024-03-29"
"C199911","C65047",,"Laboratory Test Code","ANGPTL4","Angiopoietin-Like 4; Angiopoietin-Related Protein 4; ARP4; FIAF; Hepatic Angiopoietin-Related Protein; HFARP; PGAR","A measurement of the angiopoietin-related protein 4 in a biological specimen.","Angiopoietin-Related Protein 4 Measurement","SEND CT 2024-03-29"
"C74844","C65047",,"Laboratory Test Code","ANGTNS1","Angiotensin I","A measurement of the angiotensin I hormone in a biological specimen.","Angiotensin I Measurement","SEND CT 2024-03-29"
"C74845","C65047",,"Laboratory Test Code","ANGTNS2","Angiotensin II","A measurement of the angiotensin II hormone in a biological specimen.","Angiotensin II Measurement","SEND CT 2024-03-29"
"C74846","C65047",,"Laboratory Test Code","ANGTNSGN","Angiotensin Precursor; Angiotensinogen","A measurement of the angiotensinogen hormone in a biological specimen.","Angiotensinogen Measurement","SEND CT 2024-03-29"
"C74685","C65047",,"Laboratory Test Code","ANIONG","Anion Gap","A computed estimate of the unmeasured anions (those other than the chloride and bicarbonate anions) in a biological specimen.","Anion Gap Measurement","SEND CT 2024-03-29"
"C147303","C65047",,"Laboratory Test Code","ANIONG3","Anion Gap 3","A computed estimate of the unmeasured anions (computed as sodium minus the chloride and bicarbonate) in a biological specimen.","Anion Gap 3 Measurement","SEND CT 2024-03-29"
"C147304","C65047",,"Laboratory Test Code","ANIONG4","Anion Gap 4","A computed estimate of the unmeasured anions (computed as the difference between the sum of serum sodium + serum potassium and the sum of the serum bicarbonate+ chloride) in a biological specimen.","Anion Gap 4 Measurement","SEND CT 2024-03-29"
"C74797","C65047",,"Laboratory Test Code","ANISO","Anisocytes; Anisocytosis","A measurement of the variability in the size of the red blood cells in a whole blood specimen.","Anisocyte Measurement","SEND CT 2024-03-29"
"C161354","C65047",,"Laboratory Test Code","ANISOCHR","Anisochromia","A measurement of the color variation of erythrocytes in a biological specimen.","Anisochromia Measurement","SEND CT 2024-03-29"
"C184568","C65047",,"Laboratory Test Code","ANLRDN","Anileridine","A measurement of the anileridine in a biological specimen.","Anileridine Measurement","SEND CT 2024-03-29"
"C74886","C65047",,"Laboratory Test Code","ANP","Atrial Natriuretic Peptide; Atriopeptin","A measurement of the atrial natriuretic peptide in a biological specimen.","Atrial Natriuretic Peptide Measurement","SEND CT 2024-03-29"
"C172523","C65047",,"Laboratory Test Code","ANPPROMR","Mid-Reg Pro-Atrial Natriuretic Peptide; Mid-Regional Pro-Atrial Natriuretic Peptide; MR-proANP; MRproANP","A measurement of the mid-regional pro-atrial natriuretic peptide in a biological specimen.","Mid-Regional Pro-Atrial Natriuretic Peptide Measurement","SEND CT 2024-03-29"
"C139088","C65047",,"Laboratory Test Code","ANPPRONT","N-terminal pro-Atrial Natriuretic Peptide; N-Terminal ProA-type Natriuretic Peptide; NT proANP II","A measurement of the N-terminal proA-type natriuretic peptide in a biological specimen.","N-Terminal ProA-type Natriuretic Peptide Measurement","SEND CT 2024-03-29"
"C81958","C65047",,"Laboratory Test Code","ANTHRMA","Antithrombin Activity; Antithrombin III Activity","A measurement of the antithrombin activity in a biological specimen.","Antithrombin Activity Measurement","SEND CT 2024-03-29"
"C81977","C65047",,"Laboratory Test Code","ANTHRMAG","Antithrombin; Antithrombin Antigen; Antithrombin III; Antithrombin III Antigen","A measurement of the antithrombin antigen in a biological specimen.","Antithrombin Antigen Measurement","SEND CT 2024-03-29"
"C74691","C65047",,"Laboratory Test Code","ANTIDPRS","Antidepressants","A measurement of any antidepressant class drug present in a biological specimen.","Antidepressant Measurement","SEND CT 2024-03-29"
"C172525","C65047",,"Laboratory Test Code","APAPCYS","Acetaminophen Protein Adduct; Acetaminophen-Cysteine Adduct; APAP-CYS; APAP-Protein","A measurement of the acetaminophen-cysteine adducts in a biological specimen.","Acetaminophen-Cysteine Adduct Measurement","SEND CT 2024-03-29"
"C161372","C65047",,"Laboratory Test Code","APLASCPD","APTT-LA Screen to Confirm Percent Difference; PTT-LA Screen to Confirm Pct Difference","A measurement to confirm the presence of Lupus anticoagulants, calculated as [(Screen aPTT - Confirm aPTT)/Screen aPTT]x100.","APTT-LA Screen to Confirm Percent Difference","SEND CT 2024-03-29"
"C103351","C65047",,"Laboratory Test Code","APLSMA2","Alpha-2 Antiplasmin; Alpha-2 Plasmin Inhibitor","A measurement of the alpha-2 antiplasmin in a biological specimen.","Alpha-2 Antiplasmin Measurement","SEND CT 2024-03-29"
"C122094","C65047",,"Laboratory Test Code","APLSMA2A","Alpha-2 Antiplasmin Activity","A measurement of the alpha-2 antiplasmin activity in a biological specimen.","Alpha-2 Antiplasmin Activity Measurement","SEND CT 2024-03-29"
"C124337","C65047",,"Laboratory Test Code","APOA","Apolipoprotein A","A measurement of the total apolipoprotein A in a biological specimen.","Apolipoprotein A Measurement","SEND CT 2024-03-29"
"C74733","C65047",,"Laboratory Test Code","APOA1","Apolipoprotein A1","A measurement of the apolipoprotein A1 in a biological specimen.","Apolipoprotein A1 Measurement","SEND CT 2024-03-29"
"C82000","C65047",,"Laboratory Test Code","APOA2","Apolipoprotein AII","A measurement of the apolipoprotein AII in a biological specimen.","Apolipoprotein AII Measurement","SEND CT 2024-03-29"
"C103354","C65047",,"Laboratory Test Code","APOA4","Apolipoprotein A4","A measurement of the apolipoprotein A4 in a biological specimen.","Apolipoprotein A4 Measurement","SEND CT 2024-03-29"
"C103355","C65047",,"Laboratory Test Code","APOA5","Apolipoprotein A5","A measurement of the apolipoprotein A5 in a biological specimen.","Apolipoprotein A5 Measurement","SEND CT 2024-03-29"
"C74734","C65047",,"Laboratory Test Code","APOB","Apolipoprotein B","A measurement of the total apolipoprotein B in a biological specimen.","Apolipoprotein B Measurement","SEND CT 2024-03-29"
"C120628","C65047",,"Laboratory Test Code","APOB100","Apolipoprotein B100","A measurement of the apolipoprotein B100 in a biological specimen.","Apolipoprotein B100 Measurement","SEND CT 2024-03-29"
"C120629","C65047",,"Laboratory Test Code","APOB48","Apolipoprotein B48","A measurement of the apolipoprotein B48 in a biological specimen.","Apolipoprotein B48 Measurement","SEND CT 2024-03-29"
"C103356","C65047",,"Laboratory Test Code","APOBAPA1","Apolipoprotein B/Apolipoprotein A1","A relative measurement (ratio or percentage) of the Apolipoprotein B to Apolipoprotein A1 in a biological specimen.","Apolipoprotein B to Apolipoprotein A1 Ratio Measurement","SEND CT 2024-03-29"
"C120630","C65047",,"Laboratory Test Code","APOC1","Apolipoprotein CI","A measurement of the apolipoprotein CI in a biological specimen.","Apolipoprotein CI Measurement","SEND CT 2024-03-29"
"C100427","C65047",,"Laboratory Test Code","APOC2","Apolipoprotein C2; Apolipoprotein CII","A measurement of the apolipoprotein C2 in a biological specimen.","Apolipoprotein C2 Measurement","SEND CT 2024-03-29"
"C82001","C65047",,"Laboratory Test Code","APOC3","Apolipoprotein CIII","A measurement of the apolipoprotein CIII in a biological specimen.","Apolipoprotein CIII Measurement","SEND CT 2024-03-29"
"C198281","C65047",,"Laboratory Test Code","APOD","Apolipoprotein D","A measurement of the apolipoprotein D in a biological specimen.","Apolipoprotein D Measurement","SEND CT 2024-03-29"
"C82002","C65047",,"Laboratory Test Code","APOE","Apolipoprotein E","A measurement of the apolipoprotein E in a biological specimen.","Apolipoprotein E Measurement","SEND CT 2024-03-29"
"C92293","C65047",,"Laboratory Test Code","APOE4","Apolipoprotein E4","A measurement of the apolipoprotein E4 in a biological specimen.","Apolipoprotein E4 Measurement","SEND CT 2024-03-29"
"C82003","C65047",,"Laboratory Test Code","APOH","Apolipoprotein H","A measurement of the apolipoprotein H in a biological specimen.","Apolipoprotein H Measurement","SEND CT 2024-03-29"
"C100428","C65047",,"Laboratory Test Code","APOJ","Apolipoprotein J; Clusterin","A measurement of the apolipoprotein J in a biological specimen.","Apolipoprotein J Measurement","SEND CT 2024-03-29"
"C111130","C65047",,"Laboratory Test Code","APOJCRT","Apolipoprotein J/Creatinine; Clusterin/Creatinine","A relative measurement (ratio or percentage) of the apolipoprotein J to creatinine in a biological specimen.","Apolipoprotein J to Creatinine Ratio Measurement","SEND CT 2024-03-29"
"C119268","C65047",,"Laboratory Test Code","APPA","Amyloid Alpha Precursor Protein","A measurement of the amyloid alpha precursor protein present in a biological specimen.","Amyloid Alpha Precursor Protein Measurement","SEND CT 2024-03-29"
"C105438","C65047",,"Laboratory Test Code","APPB","Amyloid Beta Precursor; Amyloid Beta Precursor Protein; Amyloid Precursor Beta; Amyloid Precursor Protein","A measurement of the amyloid beta precursor protein present in a biological specimen.","Amyloid Beta Precursor Protein Measurement","SEND CT 2024-03-29"
"C179695","C65047",,"Laboratory Test Code","APPEAR","Specimen Appearance","The outward or visible aspect of a specimen.","Specimen Appearance Assessment","SEND CT 2024-03-29"
"C119269","C65047",,"Laboratory Test Code","APPT","Total Amyloid Precursor Protein","A measurement of the total amyloid precursor protein present in a biological specimen.","Total Amyloid Precursor Protein Measurement","SEND CT 2024-03-29"
"C184578","C65047",,"Laboratory Test Code","APRBRBTL","Aprobarbital","A measurement of the aprobarbital in a biological specimen.","Aprobarbital Measurement","SEND CT 2024-03-29"
"C156512","C65047",,"Laboratory Test Code","APRI","APRI Score; AST to Platelet Ratio Index","A calculation that indicates the likely presence of liver cirrhosis and fibrosis, measured as the relative measurement of aspartate aminotransferase (AST) to AST upper limit of normal, divided by the platelet count, and multiplied by 100.","Aspartate Aminotransferase to Platelet Ratio Index","SEND CT 2024-03-29"
"C111123","C65047",,"Laboratory Test Code","APRIL","A Proliferation-Inducing Ligand; Soluble CD256; TNFSF13; Tumor Necrosis Factor Ligand Superfamily Member 13","A measurement of the a proliferation-inducing ligand in a biological specimen.","A Proliferation-Inducing Ligand Measurement","SEND CT 2024-03-29"
"C100471","C65047",,"Laboratory Test Code","APROTCRS","Activated Protein C Resistance; Factor V Leiden Screen","A measurement of the resistance in the anticoagulation response to activated protein C in a biological specimen.","Activated Protein C Resistance Measurement","SEND CT 2024-03-29"
"C38462","C65047",,"Laboratory Test Code","APTT","Activated Partial Thromboplastin Time","A measurement of the length of time that it takes for clotting to occur when activating reagents are added to a biological specimen. The test is partial due to the absence of tissue factor (Factor III) from the reaction mixture.","Activated Partial Thromboplastin Time","SEND CT 2024-03-29"
"C161369","C65047",,"Laboratory Test Code","APTTLAAC","APTT-LA Actual/Control; Lupus Anticoagulant Sensitive APTT Actual/Control","A relative measurement (ratio or percentage) of the Lupus anticoagulant sensitive APTT in a subject's specimen when compared to a control specimen.","APTT-LA Actual to Control Ratio Measurement","SEND CT 2024-03-29"
"C102277","C65047",,"Laboratory Test Code","APTTLAS","APTT-LA; Lupus Anticoagulant Sensitive APTT","A measurement of the length of time that it takes for clotting to occur when a lupus sensitive reagent is added to a plasma specimen.","Lupus Anticoagulant Sensitive APTT Measurement","SEND CT 2024-03-29"
"C98862","C65047",,"Laboratory Test Code","APTTSTND","Activated Partial Thromboplastin Time/Standard Thromboplastin Time; Activated PTT/Standard; Activated PTT/Standard PTT","A relative measurement (ratio or percentage) of the subject's activated partial thromboplastin time to a standard or control partial thromboplastin time.","Activated PTT/Standard Ratio Measurement","SEND CT 2024-03-29"
"C102259","C65047",,"Laboratory Test Code","ARA","Arachidonic Acid","A measurement of the arachidonic acid present in a biological specimen.","Arachidonic Acid Measurement","SEND CT 2024-03-29"
"C199888","C65047",,"Laboratory Test Code","AREG","Amphiregulin; Schwannoma-Derived Growth Factor; SDGF","A measurement of the amphiregulin in a biological specimen.","Amphiregulin Measurement","SEND CT 2024-03-29"
"C122095","C65047",,"Laboratory Test Code","ARG","Arginine","A measurement of the arginine in a biological specimen.","Arginine Measurement","SEND CT 2024-03-29"
"C154763","C65047",,"Laboratory Test Code","ARGSAC","Argininosuccinate; Argininosuccinic Acid","A measurement of the argininosuccinic acid in a biological specimen.","Argininosuccinic Acid Measurement","SEND CT 2024-03-29"
"C177974","C65047",,"Laboratory Test Code","ARPIPZL","Aripiprazole","A measurement of the aripiprazole in a biological specimen.","Aripiprazole Measurement","SEND CT 2024-03-29"
"C124338","C65047",,"Laboratory Test Code","ARR","Aldosterone/Renin Activity","A relative measurement (ratio) of the aldosterone to renin activity in a biological specimen.","Aldosterone to Renin Activity Ratio Measurement","SEND CT 2024-03-29"
"C147305","C65047",,"Laboratory Test Code","ARSENIC","Arsenic; As","A measurement of the arsenic in a specimen.","Arsenic Measurement","SEND CT 2024-03-29"
"C177985","C65047",,"Laboratory Test Code","ASENAPN","Asenapine","A measurement of the asenapine in a biological specimen.","Asenapine Measurement","SEND CT 2024-03-29"
"C163422","C65047",,"Laboratory Test Code","ASMACT","Alpha-Actin 2; Alpha-SMA; Alpha-Smooth Muscle Actin","A measurement of the alpha-smooth muscle actin in a biological specimen.","Alpha-Smooth Muscle Actin Measurement","SEND CT 2024-03-29"
"C122096","C65047",,"Laboratory Test Code","ASN","Asparagine","A measurement of the asparagine in a biological specimen.","Asparagine Measurement","SEND CT 2024-03-29"
"C122097","C65047",,"Laboratory Test Code","ASP","Aspartate; Aspartic Acid","A measurement of the aspartic acid in a biological specimen.","Aspartic Acid Measurement","SEND CT 2024-03-29"
"C92269","C65047",,"Laboratory Test Code","ASSDNA","Anti-Single Stranded DNA IgG","A measurement of the anti-single stranded DNA IgG antibody in a biological specimen.","Anti-Single Stranded DNA IgG Measurement","SEND CT 2024-03-29"
"C64467","C65047",,"Laboratory Test Code","AST","Aspartate Aminotransferase; SGOT","A measurement of the aspartate aminotransferase in a biological specimen.","Aspartate Aminotransferase Measurement","SEND CT 2024-03-29"
"C81978","C65047",,"Laboratory Test Code","ASTAG","Aspartate Aminotransferase Antigen; SGOT Antigen","A measurement of the aspartate aminotransferase antigen in a biological specimen.","Aspartate Aminotransferase Antigen Measurement","SEND CT 2024-03-29"
"C176297","C65047",,"Laboratory Test Code","ASTALT","AST/ALT","A relative measurement (ratio or percentage) of the aspartate aminotransferase (AST) to alanine aminotransferase (ALT) present in a sample.","Aspartate Aminotransferase to Alanine Aminotransferase Ratio Measurement","SEND CT 2024-03-29"
"C201427","C65047",,"Laboratory Test Code","ASTC","Aspartate Aminotransferase Isoenzyme C; Aspartate Aminotransferase Isoenzyme Cytoplasmic; C-AST; cAspAT; Cytoplasmic Isoenzyme of Aspartate Aminotransferase; SGOT Isoenzyme C","A measurement of the aspartate aminotransferase isoenzyme C in a biological specimen.","Aspartate Aminotransferase Isoenzyme C Measurement","SEND CT 2024-03-29"
"C158225","C65047",,"Laboratory Test Code","ASTCK","Aspartate Aminotransferase/CPK; Aspartate Aminotransferase/Creatine Kinase; AST/Creatine Kinase","A relative measurement (ratio) of the aspartate aminotransferase to creatine kinase in a biological specimen.","Aspartate Aminotransferase to Creatine Kinase Ratio Measurement","SEND CT 2024-03-29"
"C117830","C65047",,"Laboratory Test Code","ASTCREAT","Aspartate Aminotransferase/Creatinine","A relative measurement (ratio or percentage) of the aspartate aminotransferase to creatinine in a biological specimen.","Aspartate Aminotransferase to Creatinine Ratio Measurement","SEND CT 2024-03-29"
"C186027","C65047",,"Laboratory Test Code","ASTDLG3A","3-Alpha-Androstanediol Glucuronide","A measurement of the 3-alpha-androstanediol glucuronide in a biological specimen.","3-Alpha-Androstanediol Glucuronide Measurement","SEND CT 2024-03-29"
"C201428","C65047",,"Laboratory Test Code","ASTM","Aspartate Aminotransferase Isoenzyme M; Aspartate Aminotransferase Isoenzyme Mitochondrial; M-AST; mAspAT; Mitochondrial Isoenzyme of Aspartate Aminotransferase; SGOT Isoenzyme M","A measurement of the aspartate aminotransferase isoenzyme M in a biological specimen.","Aspartate Aminotransferase Isoenzyme M Measurement","SEND CT 2024-03-29"
"C142272","C65047",,"Laboratory Test Code","ASYNP","Alpha Synuclein Protein","A measurement of the alpha synuclein protein in a biological specimen.","Alpha Synuclein Protein Measurement","SEND CT 2024-03-29"
"C147306","C65047",,"Laboratory Test Code","ATHMBAAC","Antithrombin Activity Actual/Antithrombin Activity Control; Antithrombin Activity Actual/Control; Antithrombin Activity Actual/Normal","A relative measurement (ratio or percentage) of the biological activity of antithrombin in a subject's specimen when compared to the same activity in a control specimen.","Antithrombin Activity Actual to Control Ratio Measurement","SEND CT 2024-03-29"
"C170592","C65047",,"Laboratory Test Code","ATHMBAC","Antithrombin Actual/Control; Antithrombin Actual/Normal","A relative measurement (ratio or percentage) of the Antithrombin in a subject's specimen when compared to a control specimen.","Antithrombin Actual to Control Ratio Measurement","SEND CT 2024-03-29"
"C154726","C65047",,"Laboratory Test Code","ATHPIDX","AIP; Atherogenic Index; Atherogenic Index of Plasma","A measurement of the base 10 logarithm of the ratio of molar concentration of plasma triglyceride to high density lipoprotein cholesterol in a biological specimen.","Atherogenic Index of Plasma","SEND CT 2024-03-29"
"C199912","C65047",,"Laboratory Test Code","ATLKPRTN","ALK1; Antileukoproteinase; BLPI; Proteinase Inhibitor WAP4; Secretory Leukocyte Peptidase Inhibitor; Secretory Leukocyte Protease Inhibitor","A measurement of the antileukoproteinase in a biological specimen.","Antileukoproteinase Measurement","SEND CT 2024-03-29"
"C147307","C65047",,"Laboratory Test Code","ATP","Adenosine Triphosphate","A measurement of the adenosine triphosphate in a biological specimen.","Adenosine Triphosphate Measurement","SEND CT 2024-03-29"
