"Code","Codelist Code","Codelist Extensible (Yes/No)","Codelist Name","CDISC Submission Value","CDISC Synonym(s)","CDISC Definition","NCI Preferred Term","Standard and Date"
"C188709",,,"DDF Study Arm Attribute Terminology","DDF Study Arm Attribute Terminology","DDF Study Arm Attribute Terminology","A terminology value set relevant to the attributes of the study Arm.","CDISC DDF Study Arm Attribute Terminology","DDF CT 2024-03-29"
"C188828","C188709",,"DDF Study Arm Attribute Terminology","Study Arm Data Origin Description",,"The textual representation of the study arm data origin.","Study Arm Data Origin Description","DDF CT 2024-03-29"
"C188829","C188709",,"DDF Study Arm Attribute Terminology","Study Arm Data Origin Type",,"A characterization or classification of the study arm with respect to where the study arm data originates.","Study Arm Data Origin Type","DDF CT 2024-03-29"
"C93728","C188709",,"DDF Study Arm Attribute Terminology","Study Arm Description","Arm Description","The textual representation of the arm for the study.","Arm Description","DDF CT 2024-03-29"
"C170984","C188709",,"DDF Study Arm Attribute Terminology","Study Arm Name",,"The literal identifier (i.e., distinctive designation) of the study arm.","Planned Study Arm Name","DDF CT 2024-03-29"
"C172457","C188709",,"DDF Study Arm Attribute Terminology","Study Arm Type","Arm Type","A characterization or classification of the study arm.","Study Arm Type","DDF CT 2024-03-29"
"C188703",,,"DDF Study Design Attribute Terminology","DDF Study Design Attribute Terminology","DDF Study Design Attribute Terminology","A terminology value set relevant to the attributes of the study design.","CDISC DDF Study Design Attribute Terminology","DDF CT 2024-03-29"
"C98746","C188703",,"DDF Study Design Attribute Terminology","Intervention Model Type","Intervention Model","The general design of the strategy for assigning interventions to participants in a clinical study. (clinicaltrials.gov)","Intervention Model","DDF CT 2024-03-29"
"C147139","C188703",,"DDF Study Design Attribute Terminology","Study Design Description","Overall Design; Study Design Description; Study Design Overview; Summary of Study Design","Summary description of the overall study plan and design, should include treatments studied, population studied, level and method of blinding/unmasking, kind of controls, method of assignment to treatment, sequence and duration of study periods, any safety, data monitoring or special steering or evaluation committees, and interim analyses. (ICH E3)","Study Design Description","DDF CT 2024-03-29"
"C201338","C188703",,"DDF Study Design Attribute Terminology","Study Design Name",,"The literal identifier (i.e., distinctive designation) of the study design.","Study Design Name","DDF CT 2024-03-29"
"C142705","C188703",,"DDF Study Design Attribute Terminology","Study Design Rationale",,"Reason(s) for choosing the study design. This may include reasons for the choice of control or comparator, as well as the scientific rationale for the study design.","Study Design Rationale","DDF CT 2024-03-29"
"C101302","C188703",,"DDF Study Design Attribute Terminology","Therapeutic Areas","Therapeutic Area","A categorization of a disease, disorder, or other condition based on common characteristics and often associated with a medical specialty focusing on research and development of specific therapeutic interventions for the purpose of treatment and prevention.","Therapeutic Area","DDF CT 2024-03-29"
"C49658","C188703",,"DDF Study Design Attribute Terminology","Trial Blinding Schema","Study Blinding Design; Study Blinding Schema; Study Masking Design; Trial Blinding Design; Trial Blinding Schema; Trial Masking Design","The type of experimental design used to describe the level of awareness of the study subjects and/ or study personnel as it relates to the respective intervention(s) or assessments being observed, received or administered.","Trial Blinding Schema","DDF CT 2024-03-29"
"C49652","C188703",,"DDF Study Design Attribute Terminology","Trial Intent Type","Trial Intent Type","The planned purpose of the therapy, device, or agent under study in the clinical trial.","Clinical Study by Intent","DDF CT 2024-03-29"
"C49660","C188703",,"DDF Study Design Attribute Terminology","Trial Type","Trial Scope; Trial Type","The nature of the interventional study for which information is being collected.","Trial Type","DDF CT 2024-03-29"
"C188706",,,"DDF Study Design Population Attribute Terminology","DDF Study Design Population Attribute Terminology","DDF Study Design Population Attribute Terminology","A terminology value set relevant to the attributes of the study design population.","CDISC DDF Study Design Population Attribute Terminology","DDF CT 2024-03-29"
"C49694","C188706",,"DDF Study Design Population Attribute Terminology","Planned Maximum Age of Subjects","Planned Maximum Age of Subjects","The anticipated maximum age of the subjects to be entered in a clinical trial. (NCI)","Planned Maximum Age of Subjects","DDF CT 2024-03-29"
"C49693","C188706",,"DDF Study Design Population Attribute Terminology","Planned Minimum Age of Subjects","Planned Minimum Age of Subjects","The anticipated minimum age of the subjects to be entered in a clinical trial. (NCI)","Planned Minimum Age of Subjects","DDF CT 2024-03-29"
"C49692","C188706",,"DDF Study Design Population Attribute Terminology","Planned Number of Participants","Anticipated Enrollment; Planned Enrollment; Planned Number of Subjects; Target Enrollment","The planned number of subjects to be entered in a clinical trial. (NCI)","Planned Subject Number","DDF CT 2024-03-29"
"C49696","C188706",,"DDF Study Design Population Attribute Terminology","Sex of Participants","Sex of Participants","The specific sex, either male, female, or mixed of the subject group being studied. (NCI)","Sex of Study Group","DDF CT 2024-03-29"
"C70834","C188706",,"DDF Study Design Population Attribute Terminology","Target Study Population Description",,"The textual representation of the study population.","Study Population Description","DDF CT 2024-03-29"
"C188711",,,"DDF Study Element Attribute Terminology","DDF Study Element Attribute Terminology","DDF Study Element Attribute Terminology","A terminology value set relevant to the attributes of the study element.","CDISC DDF Study Element Attribute Terminology","DDF CT 2024-03-29"
"C188834","C188711",,"DDF Study Element Attribute Terminology","Study Design Element Description",,"The textual representation of the study design element.","Study Design Element Description","DDF CT 2024-03-29"
"C188833","C188711",,"DDF Study Element Attribute Terminology","Study Design Element Name",,"The literal identifier (i.e., distinctive designation) of the study design element.","Study Design Element Name","DDF CT 2024-03-29"
"C201339","C188711",,"DDF Study Element Attribute Terminology","Transition End Rule",,"A criterion that establishes the end of a subject transition within a study workflow.","Transition End Rule","DDF CT 2024-03-29"
"C201340","C188711",,"DDF Study Element Attribute Terminology","Transition Start Rule",,"A criterion that establishes the beginning of a subject transition within a study workflow.","Transition Start Rule","DDF CT 2024-03-29"
"C188710",,,"DDF Study Epoch Attribute Terminology","DDF Study Epoch Attribute Terminology","DDF Study Epoch Attribute Terminology","A terminology value set relevant to the attributes of the study epoch.","CDISC DDF Study Epoch Attribute Terminology","DDF CT 2024-03-29"
"C188832","C188710",,"DDF Study Epoch Attribute Terminology","Next Epoch Identifier",,"A system identifier assigned to the epoch that occurs immediately after the current epoch.","Next Epoch Identifier","DDF CT 2024-03-29"
"C188831","C188710",,"DDF Study Epoch Attribute Terminology","Previous Epoch Identifier",,"A system identifier assigned to the epoch that occurs immediately prior to the current epoch.","Previous Epoch Identifier","DDF CT 2024-03-29"
"C93824","C188710",,"DDF Study Epoch Attribute Terminology","Study Epoch Description",,"The textual representation of the study epoch.","Epoch Description","DDF CT 2024-03-29"
"C93825","C188710",,"DDF Study Epoch Attribute Terminology","Study Epoch Name",,"The literal identifier (i.e., distinctive designation) of the study epoch, i.e., the named time period defined in the protocol, wherein a study activity is specified and unchanging throughout the interval, to support a study-specific purpose.","Epoch Name","DDF CT 2024-03-29"
"C188830","C188710",,"DDF Study Epoch Attribute Terminology","Study Epoch Type",,"A characterization or classification of the study epoch, i.e., the named time period defined in the protocol, wherein a study activity is specified and unchanging throughout the interval, to support a study-specific purpose.","Study Epoch Type","DDF CT 2024-03-29"
"C188701",,,"DDF Study Identifier Attribute Terminology","DDF Study Identifier Attribute Terminology","DDF Study Identifier Attribute Terminology","A terminology value set relevant to the attributes of the study identifier.","CDISC DDF Study Identifier Attribute Terminology","DDF CT 2024-03-29"
"C83082","C188701",,"DDF Study Identifier Attribute Terminology","Study Identifier",,"A sequence of characters used to identify, name, or characterize the study.","Study Identifier","DDF CT 2024-03-29"
"C188700",,,"DDF Study Protocol Version Attribute Terminology","DDF Study Protocol Version Attribute Terminology","DDF Study Protocol Version Attribute Terminology","A terminology value set relevant to the attributes of the study protocol version.","CDISC DDF Study Protocol Version Attribute Terminology","DDF CT 2024-03-29"
"C132345","C188700",,"DDF Study Protocol Version Attribute Terminology","Brief Protocol Title","Abbreviated Protocol Title","The short descriptive name for the protocol.","Brief Protocol Title","DDF CT 2024-03-29"
"C132346","C188700",,"DDF Study Protocol Version Attribute Terminology","Official Protocol Title",,"The formal descriptive name for the protocol.","Official Protocol Title","DDF CT 2024-03-29"
"C188818","C188700",,"DDF Study Protocol Version Attribute Terminology","Protocol Status",,"A condition of the protocol at a point in time with respect to its state of readiness for implementation.","Study Protocol Status","DDF CT 2024-03-29"
"C94105","C188700",,"DDF Study Protocol Version Attribute Terminology","Public Protocol Title",,"The descriptive name of the protocol that is intended for the lay public, written in easily understood language.","Study Protocol Document Version Public Title","DDF CT 2024-03-29"
"C132350","C188700",,"DDF Study Protocol Version Attribute Terminology","Scientific Protocol Title",,"A more extensive descriptive name of the protocol that is intended for medical professionals, written using medical and scientific language.","Scientific Protocol Title","DDF CT 2024-03-29"
"C188817","C188700",,"DDF Study Protocol Version Attribute Terminology","Study Protocol Amendment Effective Date",,"The date and time specifying when the protocol amendment takes effect or becomes operative.","Study Protocol Amendment Effective Date","DDF CT 2024-03-29"
"C132347","C188700",,"DDF Study Protocol Version Attribute Terminology","Study Protocol Amendment",,"A written description of a change(s) to, or formal clarification of, a protocol. (ICH E6)","Protocol Amendment","DDF CT 2024-03-29"
"C93490","C188700",,"DDF Study Protocol Version Attribute Terminology","Study Protocol Version",,"A plan at a particular point in time for a formal investigation to assess the utility, impact, pharmacological, physiological, and/or psychological effects of a particular treatment, procedure, drug, device, biologic, food product, cosmetic, care plan, or subject characteristic. (BRIDG)","Study Protocol Version","DDF CT 2024-03-29"
"C201262",,,"DDF Timing Attribute Terminology","DDF Timing Attribute Terminology","DDF Timing Attribute Terminology","A terminology value set relevant to the attributes of the timing.","CDISC DDF Timing Attribute Terminology","DDF CT 2024-03-29"
"C164648","C201262",,"DDF Timing Attribute Terminology","Timing Description",,"The textual representation of the chronological relationship between temporal events.","Timing Description","DDF CT 2024-03-29"
"C201297","C201262",,"DDF Timing Attribute Terminology","Timing Relative To From",,"The name of the reference event used to define the temporal relationship with another event.","Timing Relative To From Name","DDF CT 2024-03-29"
"C201298","C201262",,"DDF Timing Attribute Terminology","Timing Type",,"A characterization or classification of the chronological relationship between temporal events.","Timing Type","DDF CT 2024-03-29"
"C201341","C201262",,"DDF Timing Attribute Terminology","Timing Value",,"The temporal value of the chronological relationship between temporal events.","Timing Value","DDF CT 2024-03-29"
"C48921","C201262",,"DDF Timing Attribute Terminology","Timing Window",,"A time period, or other type of interval, during which a temporal event may be achieved, obtained, or observed.","Window","DDF CT 2024-03-29"
"C201342","C201262",,"DDF Timing Attribute Terminology","Timing Window, Lower",,"The earliest chronological value of an allowable period of time during which a temporal event takes place.","Lower Timing Window","DDF CT 2024-03-29"
"C201343","C201262",,"DDF Timing Attribute Terminology","Timing Window, Upper",,"The latest chronological value of an allowable period of time during which a temporal event takes place.","Upper Timing Window","DDF CT 2024-03-29"
"C188712",,,"DDF Transition Rule Attribute Terminology","DDF Transition Rule Attribute Terminology","DDF Transition Rule Attribute Terminology","A terminology value set relevant to the attributes of the transition rule.","CDISC DDF Transition Rule Attribute Terminology","DDF CT 2024-03-29"
"C188835","C188712",,"DDF Transition Rule Attribute Terminology","Transition Rule Description",,"The textual representation of the transition rule.","Transition Rule Description","DDF CT 2024-03-29"
"C188728",,,"Encounter Type Value Set Terminology","Encounter Type Value Set Terminology","Encounter Type Value Set Terminology","The terminology relevant to the encounter type.","CDISC DDF Encounter Type Value Set Terminology","DDF CT 2024-03-29"
"C25716","C188728",,"Encounter Type Value Set Terminology","Visit",,"The act of going to see some person or place or thing; it can cover a short or long period but refers to a non-permanent arrangement.","Visit","DDF CT 2024-03-29"
"C188726",,,"Endpoint Level Value Set Terminology","Endpoint Level Value Set Terminology","Endpoint Level Value Set Terminology","The terminology relevant to the endpoint level.","CDISC DDF Endpoint Level Value Set Terminology","DDF CT 2024-03-29"
"C170559","C188726",,"Endpoint Level Value Set Terminology","Exploratory Endpoint",,"Endpoint(s) that may include clinically important events that are expected to occur too infrequently to show a treatment effect or endpoints that for other reasons are thought to be less likely to show an effect but are included to explore new hypotheses. (After FDA-NIH Protocol Template)","Exploratory Endpoint","DDF CT 2024-03-29"
"C94496","C188726",,"Endpoint Level Value Set Terminology","Primary Endpoint",,"Endpoint(s) of greatest importance that is the basis for concluding whether the study met its objective(s) and provides a clinically relevant, valid, and reliable measure of the primary objective(s). (After FDA-NIH Protocol Template)","Primary Endpoint","DDF CT 2024-03-29"
"C139173","C188726",,"Endpoint Level Value Set Terminology","Secondary Endpoint",,"Endpoint(s) that may provide supportive information about the effect of the study intervention(s) on the primary endpoint or demonstrate additional effects on the disease or condition. (After FDA-NIH Protocol Template)","Secondary Endpoint","DDF CT 2024-03-29"
"C127262",,"Yes","Environmental Setting","SETTING","Environmental Setting","Terminology relevant to the surroundings or environment.","CDISC SDTM Environmental Setting Terminology","DDF CT 2024-03-29"
"C127785","C127262",,"Environmental Setting","CHILD CARE CENTER",,"An establishment that provides care for infants and children.","Childcare Center","DDF CT 2024-03-29"
"C51282","C127262",,"Environmental Setting","CLINIC",,"A health care facility where subjects or patients may receive assessments, procedures, or treatments that are provided by physicians and other healthcare providers.","Clinic","DDF CT 2024-03-29"
"C48953","C127262",,"Environmental Setting","FARM",,"A tract of land cultivated for the purpose of agricultural production or devoted to the raising and breeding of domestic animals.","Farm","DDF CT 2024-03-29"
"C102650","C127262",,"Environmental Setting","FIELD",,"A setting outside the clinic or a comparable health care facility, e.g. a doctor's office, the subject's home or workplace, a school, a public park, or a restaurant.","In the Field","DDF CT 2024-03-29"
"C21541","C127262",,"Environmental Setting","HEALTH FACILITY",,"The buildings and organizations where healthcare services are provided.","Healthcare Facility","DDF CT 2024-03-29"
"C18002","C127262",,"Environmental Setting","HOME",,"A person's place of residence.","Home","DDF CT 2024-03-29"
"C16696","C127262",,"Environmental Setting","HOSPITAL",,"An institution that provides medical, surgical, or psychiatric care and treatment for the sick or the injured.","Hospital","DDF CT 2024-03-29"
"C102647","C127262",,"Environmental Setting","HOUSEHOLD ENVIRONMENT",,"The area in which an individual lives.","Household Environment","DDF CT 2024-03-29"
"C41206","C127262",,"Environmental Setting","INSTITUTION",,"An established society, corporation, foundation or other organization founded and united for a specific purpose, e.g. for health-related research; also used to refer to a building or buildings occupied or used by such organization.","Institution","DDF CT 2024-03-29"
"C181529","C127262",,"Environmental Setting","MOTOR VEHICLE",,"A motorized conveyance for people and goods.","Motor Vehicle","DDF CT 2024-03-29"
"C102679","C127262",,"Environmental Setting","NON-HOUSEHOLD ENVIRONMENT",,"An area outside of that in which an individual lives.","Non-household Environment","DDF CT 2024-03-29"
"C181530","C127262",,"Environmental Setting","NOT IN CLINIC",,"Any environmental setting outside of a clinic.","Not In Clinic","DDF CT 2024-03-29"
"C16281","C127262",,"Environmental Setting","OUTPATIENT CLINIC",,"A medical care center that provides healthcare services on an outpatient basis.","Ambulatory Care Facility","DDF CT 2024-03-29"
"C85862","C127262",,"Environmental Setting","PRISON",,"An institution where persons are confined for punishment and to protect the public.","Correctional Institution","DDF CT 2024-03-29"
"C17118","C127262",,"Environmental Setting","SCHOOL",,"An educational institution.","School","DDF CT 2024-03-29"
"C85863","C127262",,"Environmental Setting","SHELTER",,"Temporary housing for displaced or at-risk persons.","Shelter","DDF CT 2024-03-29"
"C102712","C127262",,"Environmental Setting","SOCIAL SETTING",,"The surroundings or environment in which social activities occur.","Social Setting","DDF CT 2024-03-29"
"C17556","C127262",,"Environmental Setting","WORKSITE",,"Place or physical location of work or employment.","Worksite","DDF CT 2024-03-29"
"C99079",,"Yes","Epoch","EPOCH","Epoch","The name of the EPOCH.","CDISC SDTM Epoch Terminology","DDF CT 2024-03-29"
"C125938","C99079",,"Epoch","BASELINE",,"A period in a clinical study after eligibility has been met and before the start of treatment, at which baseline measurements are collected.","Baseline Epoch","DDF CT 2024-03-29"
"C102255","C99079",,"Epoch","BLINDED TREATMENT",,"A period in a clinical study during which subjects receive blinded therapeutic treatment.","Blinded Treatment Epoch","DDF CT 2024-03-29"
"C123452","C99079",,"Epoch","CONTINUATION TREATMENT","Continuation Phase","A period in a clinical study during which subjects receive continuation treatment.","Continuation Therapy Epoch","DDF CT 2024-03-29"
"C202578","C99079",,"Epoch","FOLLOW-UP",,"A period in a clinical study during which information about the health status of an individual is obtained after study interventions have concluded.","Follow-Up Epoch","DDF CT 2024-03-29"
"C123453","C99079",,"Epoch","INDUCTION TREATMENT","Induction Phase; Intensive Phase","A period in a clinical study during which subjects receive induction treatment.","Induction Therapy Epoch","DDF CT 2024-03-29"
"C202577","C99079",,"Epoch","LONG-TERM FOLLOW-UP",,"A period in a clinical study during which information about the health status of an individual is obtained long after study interventions have concluded.","Long-term Follow-up Epoch","DDF CT 2024-03-29"
"C165873","C99079",,"Epoch","OBSERVATION",,"A period in a clinical study during which subjects are observed, without any planned intervention.","Observation Study Epoch","DDF CT 2024-03-29"
"C102256","C99079",,"Epoch","OPEN LABEL TREATMENT",,"A period in a clinical study during which subjects receive open label therapeutic treatment.","Open Label Treatment Epoch","DDF CT 2024-03-29"
"C199844","C99079",,"Epoch","PRE-SCREENING",,"A period in a clinical study during which subjects are evaluated prior to entering the full screening period.","Pre-Screening Epoch","DDF CT 2024-03-29"
"C98779","C99079",,"Epoch","RUN-IN",,"A period in a clinical study that occurs after screening and before randomization, during which the subject is further evaluated and/or prepared for the commencement of the clinical study investigation.","Run-in Period","DDF CT 2024-03-29"
"C202487","C99079",,"Epoch","SCREENING",,"A period in a clinical study during which subjects are evaluated for participation in the study.","Screening Epoch","DDF CT 2024-03-29"
"C101526","C99079",,"Epoch","TREATMENT",,"A period in a study during which subjects are receiving investigational therapy or treatment.","Treatment Epoch","DDF CT 2024-03-29"
"C42872","C99079",,"Epoch","WASHOUT",,"A period of time during a study when a subject is taken off of the investigational therapy or treatment in order to reduce the amount of investigational product within the body.","Washout Period","DDF CT 2024-03-29"
"C99076",,"Yes","Intervention Model Response","INTMODEL","Intervention Model Response","A terminology codelist relevant to the trial design developed to compare treatment groups.","CDISC SDTM Intervention Model Terminology","DDF CT 2024-03-29"
"C82637","C99076",,"Intervention Model Response","CROSS-OVER",,"Participants receive one of two or more alternative intervention(s) during the initial epoch of the study and receive other intervention(s) during the subsequent epoch(s) of the study.","Crossover Study","DDF CT 2024-03-29"
"C82638","C99076",,"Intervention Model Response","FACTORIAL",,"Two or more interventions, each alone or in combination, are evaluated in parallel against a control group. This study design allows for the comparison of active drug to placebo, presence of drug-drug interactions, and comparison of active drugs against each other.","Factorial Study","DDF CT 2024-03-29"
"C82639","C99076",,"Intervention Model Response","PARALLEL",,"Participants are assigned to one of two or more treatment groups in parallel for the duration of the study.","Parallel Study","DDF CT 2024-03-29"
"C142568","C99076",,"Intervention Model Response","SEQUENTIAL",,"Groups of participants are assigned to receive interventions based on prior milestones being reached in the study. (clinicaltrials.gov)","Group Sequential Design","DDF CT 2024-03-29"
"C82640","C99076",,"Intervention Model Response","SINGLE GROUP",,"All trial participants are assigned to a single treatment group for the duration of the study.","Single Group Study","DDF CT 2024-03-29"
"C171445",,"Yes","Mode of Subject Contact","CNTMODE","Mode of Subject Contact","Terminology relevant to the means by which interaction occurs between the subject and person or entity.","CDISC SDTM Mode of Subject Contact Terminology","DDF CT 2024-03-29"
"C25170","C171445",,"Mode of Subject Contact","E-MAIL","Electronic Mail","Composing, sending, and receiving messages over electronic communication systems.","E-mail","DDF CT 2024-03-29"
"C175574","C171445",,"Mode of Subject Contact","IN PERSON","In-Person","An interaction that takes place in the physical presence of someone else.","In Person","DDF CT 2024-03-29"
"C177933","C171445",,"Mode of Subject Contact","IVRS","Interactive Voice Response System","A type of automated system in which individuals can access information menus containing pre-recorded or dynamically generated information with voice prompts, without the need for an agent or operator.","Interactive Voice Response System","DDF CT 2024-03-29"
"C70805","C171445",,"Mode of Subject Contact","LETTER",,"A written message addressed to a person or organization.","Letter","DDF CT 2024-03-29"
"C171525","C171445",,"Mode of Subject Contact","REMOTE AUDIO VIDEO",,"A form of remote communication by audio video technology.","Audio-Videoconferencing","DDF CT 2024-03-29"
"C171524","C171445",,"Mode of Subject Contact","REMOTE AUDIO",,"A form of remote communication by audio technology.","Audioconferencing","DDF CT 2024-03-29"
"C171533","C171445",,"Mode of Subject Contact","SHIPMENT CONFIRMED BY SIGNATURE",,"Receipt of shipped material was confirmed by signature.","Shipment Confirmed by Signature","DDF CT 2024-03-29"
"C171537","C171445",,"Mode of Subject Contact","TELEPHONE CALL",,"Communication by way of telephone.","Telephone Call","DDF CT 2024-03-29"
"C157352","C171445",,"Mode of Subject Contact","TEXT MESSAGE",,"A short electronic communication, usually sent and received by a mobile phone.","Text Message","DDF CT 2024-03-29"
"C188725",,,"Objective Level Value Set Terminology","Objective Level Value Set Terminology","Objective Level Value Set Terminology","The terminology relevant to the objective level.","CDISC DDF Objective Level Value Set Terminology","DDF CT 2024-03-29"
"C85826","C188725",,"Objective Level Value Set Terminology","Study Primary Objective","Study Primary Objective; Trial Primary Objective","A principle objective of the study.","Trial Primary Objective","DDF CT 2024-03-29"
"C85827","C188725",,"Objective Level Value Set Terminology","Study Secondary Objective","Study Secondary Objective; Trial Secondary Objective","An auxiliary objective of the study.","Trial Secondary Objective","DDF CT 2024-03-29"
"C188724",,,"Organization Type Value Set Terminology","Organization Type Value Set Terminology","Organization Type Value Set Terminology","The terminology relevant to the organization type.","CDISC DDF Organization Type Value Set Terminology","DDF CT 2024-03-29"
"C93453","C188724",,"Organization Type Value Set Terminology","Clinical Study Registry",,"An organization (typically a government agency) that administers the registration of studies. (BRIDG)","Study Registry","DDF CT 2024-03-29"
"C70793","C188724",,"Organization Type Value Set Terminology","Clinical Study Sponsor","Clinical Study Sponsor; Sponsor; Study Sponsor","An individual, company, institution, or organization that takes responsibility for the initiation, management, and/or financing of a clinical study. [After ICH E6, WHO, 21 CFR 50.3 (e), and after IDMP]","Clinical Study Sponsor","DDF CT 2024-03-29"
"C188863","C188724",,"Organization Type Value Set Terminology","Regulatory Agency","Regulator; Regulatory Body","An organization (typically a government agency) that is responsible for implementing and enforcing laws, licensing and regulating products and services, promoting the use of standards, and ensuring safety and consumer protections.","Regulatory Agency","DDF CT 2024-03-29"
"C188723",,,"Protocol Status Value Set Terminology","Protocol Status Value Set Terminology","Protocol Status Value Set Terminology","The terminology relevant to the protocol status.","CDISC DDF Protocol Status Value Set Terminology","DDF CT 2024-03-29"
"C25425","C188723",,"Protocol Status Value Set Terminology","Approved",,"Acceptance as satisfactory by an authoritative body; established by authority; given authoritative approval.","Approval","DDF CT 2024-03-29"
"C85255","C188723",,"Protocol Status Value Set Terminology","Draft",,"A preliminary version of a written work, design, or picture.","Draft","DDF CT 2024-03-29"
"C25508","C188723",,"Protocol Status Value Set Terminology","Final",,"Conclusive in a process or progression.","Final","DDF CT 2024-03-29"
"C63553","C188723",,"Protocol Status Value Set Terminology","Obsolete",,"No longer in use or valid; old.","Obsolete","DDF CT 2024-03-29"
"C188862","C188723",,"Protocol Status Value Set Terminology","Pending Review","Draft Pending Review","A preliminary version of a written work, design, or picture that is awaiting review.","Pending Review","DDF CT 2024-03-29"
"C66732",,"No","Sex of Participants Response","SEXPOP","Sex of Participants Response","A terminology codelist relevant to the specific sex, either male, female, or mixed of the subject group being studied.","CDISC SDTM Sex of Study Group Terminology","DDF CT 2024-03-29"
"C49636","C66732",,"Sex of Participants Response","BOTH",,"One and the other; relating to or being two in conjunction. (NCI)","Both","DDF CT 2024-03-29"
"C16576","C66732",,"Sex of Participants Response","F","Female","A person who belongs to the sex that normally produces ova. The term is used to indicate biological sex distinctions, or cultural gender role distinctions, or both. (NCI)","Female","DDF CT 2024-03-29"
"C20197","C66732",,"Sex of Participants Response","M","Male","A person who belongs to the sex that normally produces sperm. The term is used to indicate biological sex distinctions, cultural gender role distinctions, or both. (NCI)","Male","DDF CT 2024-03-29"
"C188727",,,"Study Arm Data Origin Type Value Set Terminology","Study Arm Data Origin Type Value Set Terminology","Study Arm Data Origin Type Value Set Terminology","The terminology relevant to the study arm data origin type.","CDISC DDF Study Arm Data Origin Type Value Set Terminology","DDF CT 2024-03-29"
"C188866","C188727",,"Study Arm Data Origin Type Value Set Terminology","Data Generated Within Study",,"Data that are generated from the current study.","Data Generated Within Study","DDF CT 2024-03-29"
"C188864","C188727",,"Study Arm Data Origin Type Value Set Terminology","Historical Data",,"Data from studies that have occurred in the past.","Historical Data","DDF CT 2024-03-29"
"C165830","C188727",,"Study Arm Data Origin Type Value Set Terminology","Real World Data",,"Data relating to patient health status and/or the delivery of health care routinely collected from sources other than traditional clinical trials. NOTE: Examples of sources include data derived from electronic health records (EHRs); medical claims and billing data; data from product and disease registries; patient-generated data, including from in-home-use settings; and data gathered from other sources that can inform on health status, such as mobile devices. [After 21 U.S.C. 355g(b)).5 and Framework for FDA's Real-World Evidence Program December 2018] See also Real-World Evidence (RWE)","Real-world Data","DDF CT 2024-03-29"
"C176263","C188727",,"Study Arm Data Origin Type Value Set Terminology","Synthetic Data",,"Data that are artificially created rather than being generated by actual events. NOTE: Data are often created with the help of algorithms and used for a wide range of activities, including as test data for new products and tools, for model validation, and in AI optimization. [After The Ultimate Guide to Synthetic Data in 2020, August 29, 2020]. See also artificial intelligence.","Synthetic Data","DDF CT 2024-03-29"
"C188865","C188727",,"Study Arm Data Origin Type Value Set Terminology","Virtual Data",,"Data that are generated from virtual encounters between investigators and subjects.","Virtual Data","DDF CT 2024-03-29"
"C174222",,,"Study Arm Type Value Set Terminology","Study Arm Type Value Set Terminology","Study Arm Type Value Set Terminology","The terminology relevant to the identification of the kind of arm.","CDISC Protocol Study Arm Type Value Set Terminology","DDF CT 2024-03-29"
"C174267","C174222",,"Study Arm Type Value Set Terminology","Active Comparator Arm",,"An arm describing the active comparator.","Active Comparator Arm","DDF CT 2024-03-29"
"C174226","C174222",,"Study Arm Type Value Set Terminology","Control Arm",,"An arm describing the intervention or treatment plan for a group of participants in the study receiving a control. The control may comprise a non-investigational product (active control) or regimen, placebo, or no treatment.","Control Arm","DDF CT 2024-03-29"
"C174266","C174222",,"Study Arm Type Value Set Terminology","Experimental Arm","Investigational Arm","An arm describing the intervention or treatment plan for a group of participants in the study receiving test product(s).","Investigational Arm","DDF CT 2024-03-29"
"C174270","C174222",,"Study Arm Type Value Set Terminology","No Intervention Arm",,"A study arm without an intervention or treatment.","No Intervention Arm","DDF CT 2024-03-29"
"C174268","C174222",,"Study Arm Type Value Set Terminology","Placebo Comparator Arm","Placebo Control Arm","An arm describing the placebo comparator.","Placebo Control Arm","DDF CT 2024-03-29"
"C174269","C174222",,"Study Arm Type Value Set Terminology","Sham Comparator Arm","Sham Intervention Arm","An arm describing the sham comparator.","Sham Comparator Arm","DDF CT 2024-03-29"
"C15538","C174222",,"Study Arm Type Value Set Terminology","Treatment Arm",,"An arm describing the intervention or treatment plan for a group of participants in the study. Treatment may consist of either experimental or control products under investigation.","Protocol Treatment Arm","DDF CT 2024-03-29"
"C99077",,"No","Study Type Response","STYPE","Study Type Response","A terminology codelist relevant to the role the study plays in determining the interventions a subject receives.","CDISC SDTM Study Type Terminology","DDF CT 2024-03-29"
"C98722","C99077",,"Study Type Response","EXPANDED ACCESS","Compassionate Use","Studies that provide a means for obtaining an experimental drug or device for patients who are not adequately treated by existing therapy, who do not meet the eligibility criteria for enrollment, or who are otherwise unable to participate in another clinical study.","Expanded Access Study","DDF CT 2024-03-29"
"C98388","C99077",,"Study Type Response","INTERVENTIONAL",,"Studies in which individuals are assigned by an investigator based on a protocol to receive specific interventions. Subjects may receive diagnostic, therapeutic or other types of interventions. The assignment of the intervention may or may not be random. The individuals are then followed and biomedical and/or health outcomes are assessed.","Interventional Study","DDF CT 2024-03-29"
"C16084","C99077",,"Study Type Response","OBSERVATIONAL",,"Studies in which biomedical and/or health outcomes are assessed in pre-defined groups of individuals. Subjects in the study may receive diagnostic, therapeutic, or other interventions, but the investigator does not assign specific interventions to the subjects of the study.","Observational Study","DDF CT 2024-03-29"
