"Code","Codelist Code","Codelist Extensible (Yes/No)","Codelist Name","CDISC Submission Value","CDISC Synonym(s)","CDISC Definition","NCI Preferred Term","Standard and Date"
"C98724","C170442",,"Outcome Measure Type Value Set Terminology","Exploratory Outcome Measure","Exploratory Outcome Measure","The outcome measure(s) that is part of a pre-specified analysis plan used to evaluate the exploratory endpoint(s) associated with exploratory study objective(s) and/or any other measures, excluding post-hoc measures, that are a focus of the study. (After clinicaltrials.gov)","Exploratory Outcome Measure","Protocol CT 2024-03-29"
"C98772","C170442",,"Outcome Measure Type Value Set Terminology","Primary Outcome Measure","Primary Outcome Measure","The outcome measure(s) of greatest importance specified in the protocol, usually the one(s) used in the power calculation, to evaluate the primary endpoint(s) associated with the primary study objective(s). (After Clinicaltrials.gov)","Primary Outcome Measure","Protocol CT 2024-03-29"
"C98781","C170442",,"Outcome Measure Type Value Set Terminology","Secondary Outcome Measure","Secondary Outcome Measure","The outcome measure(s) that is part of a pre-specified analysis plan used to evaluate the secondary endpoint(s) associated with secondary study objective(s) and/or used to evaluate any measure(s) ancillary to the primary or secondary endpoint(s). (After Clinicaltrials.gov).","Secondary Outcome Measure","Protocol CT 2024-03-29"
"C165642",,,"Oversight Entity Value Set","Oversight Entity Value Set","Oversight Entity Value Set","The terminology relevant to the type of oversight entity for the study.","CDISC Protocol Oversight Entity Value Set Terminology","Protocol CT 2024-03-29"
"C142489","C165642",,"Oversight Entity Value Set","Data Monitoring Committee","Data and Safety Monitoring Board; Data and Safety Monitoring Committee DSMB; Data Monitoring and Oversight Committee; DMC; DMOC; DSMC; IDMC; Independent Data Monitoring Committee","A group of independent experts who are appointed to monitor the safety and scientific integrity of a research intervention, protect the confidentiality of participant data, and to make recommendations to the sponsor regarding the stopping of the trial for safety, efficacy, or for futility. (clinicaltrials.gov)","Data Monitoring Committee","Protocol CT 2024-03-29"
"C142579","C165642",,"Oversight Entity Value Set","Independent Ethics Committee","IEC","An independent body (a review board or a committee, institutional, regional, national, or supranational), constituted of medical professionals and non-medical members, whose responsibility it is to ensure the protection of the rights, safety and well-being of human subjects involved in a study and to provide public assurance of that protection, by, among other things, reviewing and approving/providing favorable opinion on, the study protocol, the suitability of the investigator(s), facilities, and the methods and material to be used in obtaining and documenting informed consent of the study subjects. The legal status, composition, function, operations and regulatory requirements pertaining to Independent Ethics Committees may differ among countries, but should allow the Independent Ethics Committee to act in agreement with GCP as described in the ICH E6 guideline. (ICH E6 R2)","Independent Ethics Committee","Protocol CT 2024-03-29"
"C165865","C165642",,"Oversight Entity Value Set","Independent Safety Monitor","ISM","An independent physician or health-care professional who evaluates individual and cumulative participant data to make recommendations regarding the safe continuation of the study. (NIH)","Independent Safety Monitor","Protocol CT 2024-03-29"
"C16741","C165642",,"Oversight Entity Value Set","Institutional Review Board","IRB","An independent body constituted of medical, scientific, and non-scientific members, whose responsibility is to ensure the protection of the rights, safety and well-being of human subjects involved in a study by, among other things, reviewing, approving, and providing continuing review of study protocol and amendments and of the methods and material to be used in obtaining and documenting informed consent of the study subjects. (ICH E6 R2)","Institutional Review Board","Protocol CT 2024-03-29"
"C165866","C165642",,"Oversight Entity Value Set","Observational Study Monitoring Committee","Observational Study Monitoring Board; OSMB; OSMC","A group of independent experts who are appointed to monitor the safety and scientific integrity of an observational study, including protecting the confidentiality of participant data and to make recommendations regarding the stopping of the study for safety or for futility. (clinicaltrials.gov)","Observational Study Monitoring Committee","Protocol CT 2024-03-29"
"C165867","C165642",,"Oversight Entity Value Set","Safety Monitoring Committee","Safety Assessment Committee; Safety Monitoring Board; SMC","Group of individuals with pertinent expertise that reviews, on a regular basis, accumulating safety data from an ongoing clinical study. This independent committee monitors the safety of participants during the study.","Safety Monitoring Committee","Protocol CT 2024-03-29"
"C147068",,,"Participant Allocation Value Set","Participant Allocation Value Set","Participant Allocation Value Set","A terminology codelist for the method of assigning participants, or subjects, to groups or categories within a clinical study.","CDISC Protocol Subject Allocation Response Terminology","Protocol CT 2024-03-29"
"C93043","C147068",,"Participant Allocation Value Set","Nonrandomized",,"Participants are expressly assigned to intervention groups through a non-random method. (clinicaltrials.gov)","Nonrandomized Clinical Trial","Protocol CT 2024-03-29"
"C48660","C147068",,"Participant Allocation Value Set","Not Applicable","NA; Not Applicable","Determination of a value is not relevant in the current context. (NCI)","Not Applicable","Protocol CT 2024-03-29"
"C25196","C147068",,"Participant Allocation Value Set","Randomized","Trial is Randomized","The process of assigning trial subjects to treatment or control groups using an element of chance to determine the assignments in order to reduce bias. NOTE: Unequal randomization is used to allocate subjects into groups at a differential rate; for example, three subjects may be assigned to a treatment group for every one assigned to the control group. [ICH E6 1.48] See also balanced study. (CDISC glossary)","Randomization","Protocol CT 2024-03-29"
"C199649",,,"Pharmacology Attribute Terminology","Pharmacology Attribute Terminology","Pharmacology Attribute Terminology","A terminology value set relevant to the attributes of the pharmacology entity.","CDISC Protocol Pharmacology Attribute Terminology","Protocol CT 2024-03-29"
"C64774","C199649",,"Pharmacology Attribute Terminology","Area Under the Curve","AUC","The area between the x-axis and the curve given by the integrand, equal to the definite integral of a function. For the purpose of pharmacokinetic measurements, the area under the curve (AUC) is the area under the curve in a plot of concentration of a drug in tissue, blood, or other body fluid against time.","Area Under Curve","Protocol CT 2024-03-29"
"C16975","C199649",,"Pharmacology Attribute Terminology","Clinical Pharmacology",,"The study of assessing therapeutic value of a drug in humans, including properties (absorption, distribution, metabolism, and excretion (ADME)), effects, reactions, and uses.","Clinical Pharmacology","Protocol CT 2024-03-29"
"C79369","C199649",,"Pharmacology Attribute Terminology","Drug Absorption","Absorption; FDA RPS Pharmacokinetics: Absorption","The branch of pharmacokinetics that studies the process by which a drug is absorbed by the body.","Pharmacokinetics: Absorption","Protocol CT 2024-03-29"
"C199691","C199649",,"Pharmacology Attribute Terminology","Drug Binding Affinity",,"The strength of the binding interaction between a drug and its target(s).","Drug Binding Affinity","Protocol CT 2024-03-29"
"C70913","C199649",,"Pharmacology Attribute Terminology","Drug Bioavailability","Bioavailability","The rate and extent to which the active drug ingredient or therapeutic moiety is absorbed from a drug product and becomes available at the site of drug action. (US FDA 21 CFR 320.1)","Bioavailability","Protocol CT 2024-03-29"
"C199688","C199649",,"Pharmacology Attribute Terminology","Drug Clearance","Clearance","The rate at which a drug is removed or cleared from the whole or part of the body.","Drug Clearance","Protocol CT 2024-03-29"
"C199678","C199649",,"Pharmacology Attribute Terminology","Drug Concentration",,"The quantity of a drug in a unit volume or weight of another substance.","Drug Concentration","Protocol CT 2024-03-29"
"C79370","C199649",,"Pharmacology Attribute Terminology","Drug Distribution","Distribution; FDA RPS Pharmacokinetics: Distribution","The branch of pharmacokinetics that studies the process by which a drug is distributed within the body.","Pharmacokinetics: Distribution","Protocol CT 2024-03-29"
"C79372","C199649",,"Pharmacology Attribute Terminology","Drug Excretion","Excretion; FDA RPS Pharmacokinetics: Excretion","The branch of pharmacokinetics that studies the process by which a drug is eliminated from the body.","Pharmacokinetics: Excretion","Protocol CT 2024-03-29"
"C79371","C199649",,"Pharmacology Attribute Terminology","Drug Metabolism","FDA RPS Pharmacokinetics: Metabolism; Metabolism","The branch of pharmacokinetics that studies the process by which a drug is metabolized by the body.","Pharmacokinetics: Metabolism","Protocol CT 2024-03-29"
"C199690","C199649",,"Pharmacology Attribute Terminology","Half Maximal Effective Concentration","50% Effective Concentration; EC50; Half-maximal Effective Concentration","A measure of the potency of a compound, expressed as the concentration of the compound that induces a response halfway between the baseline and maximum.","Half Maximal Effective Agent Concentration","Protocol CT 2024-03-29"
"C191279","C199649",,"Pharmacology Attribute Terminology","Half Maximal Inhibitory Concentration","50% Inhibitory Concentration; Half-maximal Inhibitory Concentration; IC50","The concentration of the inhibitory molecule that results in a 50% or greater reduction in infectivity, biological, or biochemical function.","Fifty Percent Inhibitory Concentration","Protocol CT 2024-03-29"
"C199689","C199649",,"Pharmacology Attribute Terminology","Maximal Effect","Emax; Maximum Effect","The greatest effect that a compound can produce regardless of dose exposure or concentration.","Maximal Effect","Protocol CT 2024-03-29"
"C70918","C199649",,"Pharmacology Attribute Terminology","Maximum Concentration","Cmax; Max Conc; Maximum Concentration","The maximum concentration occurring at Tmax.","Cmax","Protocol CT 2024-03-29"
"C85579","C199649",,"Pharmacology Attribute Terminology","Minimum Concentration","Cmin; Min Conc; Minimum Concentration","The minimum concentration between dose time and dose time plus Tau (at Tmin).","Cmin","Protocol CT 2024-03-29"
"C15720","C199649",,"Pharmacology Attribute Terminology","Pharmacodynamics","PD","The study of the biochemical and physiological effects of a drug and its mechanisms of action, including the correlation of those effects and actions with its chemical structure.","Pharmacodynamics","Protocol CT 2024-03-29"
"C20050","C199649",,"Pharmacology Attribute Terminology","Pharmacogenomics",,"The study of inherited variations in genes that determine and can be used to predict how an individual will respond to a drug or treatment.","Pharmacogenomics","Protocol CT 2024-03-29"
"C15299","C199649",,"Pharmacology Attribute Terminology","Pharmacokinetics","Pharmacokinetics","The characteristic movements of drugs within biological systems, as affected by absorption, distribution, binding, elimination, biotransformation, and excretion; particularly the rates of such movements. (NCI)","Pharmacokinetics","Protocol CT 2024-03-29"
"C70919","C199649",,"Pharmacology Attribute Terminology","Time of Maximum Concentration","Time of CMAX; Time of CMAX Observation","The time of maximum observed concentration sampled during a dosing interval.","Tmax","Protocol CT 2024-03-29"
"C85825","C199649",,"Pharmacology Attribute Terminology","Time of Minimum Concentration","Time of CMIN; Time of CMIN Observation","The time of minimum observed concentration sampled during a dosing interval.","Tmin","Protocol CT 2024-03-29"
"C102394","C199649",,"Pharmacology Attribute Terminology","Trough Concentration","Conc Trough; Concentration Trough; Ctrough; Trough Level","Concentration at end of a dosing interval, immediately before the next dose is administered.","Trough Concentration","Protocol CT 2024-03-29"
"C132308",,,"Physical Address Attribute Terminology","Physical Address Attribute Terminology","Physical Address Attribute Terminology","A terminology value set relevant to the attributes of the physical address entity.","CDISC Protocol Entities Physical Address Attribute Terminology","Protocol CT 2024-03-29"
"C25160","C132308",,"Physical Address Attribute Terminology","City",,"A relatively large and/or densely populated area of human habitation with administrative or legal status that may be specified as a component of a postal address.","City","Protocol CT 2024-03-29"
"C25464","C132308",,"Physical Address Attribute Terminology","Country",,"A sovereign nation occupying a distinct territory and ruled by an autonomous government.","Country","Protocol CT 2024-03-29"
"C87189","C132308",,"Physical Address Attribute Terminology","Geographic Locality",,"A distinct geographic area in the immediate vicinity of a particular place, such as a city, neighborhood or district.","Locality","Protocol CT 2024-03-29"
"C16632","C132308",,"Physical Address Attribute Terminology","Geographic Region",,"Any demarcated area of the Earth; may be determined by both natural and human boundaries, such as a state or province.","Geographic Area","Protocol CT 2024-03-29"
"C25621","C132308",,"Physical Address Attribute Terminology","Postal Code",,"An alphanumeric code assigned to a mail delivery area.","Postal Code","Protocol CT 2024-03-29"
"C25632","C132308",,"Physical Address Attribute Terminology","Province",,"A sub-division of a country created by the central government for administrative purposes. Provinces are usually, but not always, less autonomous than states, and must obey the laws of the central government.","Province","Protocol CT 2024-03-29"
"C87194","C132308",,"Physical Address Attribute Terminology","State",,"A sub-division of a country that forms part of a federal union. States are usually, but not always, more autonomous than provinces and may have different laws from the central government.","State","Protocol CT 2024-03-29"
"C25690","C132308",,"Physical Address Attribute Terminology","Street Address",,"The street name and number, building number, apartment or unit number, or post office box number where an entity is physically located.","Street Address","Protocol CT 2024-03-29"
"C181167",,,"Protocol Amendment Attribute Terminology","Protocol Amendment Attribute Terminology","Protocol Amendment Attribute Terminology","A terminology value set relevant to the attributes of the protocol amendment.","CDISC Protocol Amendment Attribute Terminology","Protocol CT 2024-03-29"
"C181233","C181167",,"Protocol Amendment Attribute Terminology","Brief Rationale for Protocol Change","Brief Rationale for Protocol Modification; Brief Rationale for Protocol Revision","A concise explanation justifying an individual change in the protocol.","Brief Rationale for Protocol Change","Protocol CT 2024-03-29"
"C181234","C181167",,"Protocol Amendment Attribute Terminology","Overall Rationale for Protocol Amendment","Overall Justification for Amendment","A summarized explanation justifying a protocol amendment.","Overall Rationale for Protocol Amendment","Protocol CT 2024-03-29"
"C132352","C181167",,"Protocol Amendment Attribute Terminology","Study Protocol Version Approval by Sponsor Date","Protocol Amendment Approval by Sponsor Date; Study Protocol Version Approval Date","The date on which a version of the protocol was finalized or approved by the sponsor.","Protocol Approval by Sponsor Date","Protocol CT 2024-03-29"
"C181232","C181167",,"Protocol Amendment Attribute Terminology","Study Protocol Version Number","Study Protocol Amendment Number","A string of numerals that uniquely identifies a specific version of a study protocol.","Study Protocol Version Number","Protocol CT 2024-03-29"
"C154681",,,"Protocol Contact Role Value Set","Protocol Contact Role Value Set","Protocol Contact Role Value Set","The terminology relevant to the role that the individual or entity plays with respect to being a contact within a study protocol.","CDISC Protocol Entities Protocol Contact Role Response Terminology","Protocol CT 2024-03-29"
"C154709","C154681",,"Protocol Contact Role Value Set","Biostatistician",,"A person who is responsible for the statistical aspects of the clinical or pre-clinical study. (NCI)","Biostatistician","Protocol CT 2024-03-29"
"C154708","C154681",,"Protocol Contact Role Value Set","Clinical Informaticist","Clinical Informatician","An individual that designs, implements, evaluates and/or analyzes information technology in a healthcare or research setting. (NCI)","Clinical Informaticist","Protocol CT 2024-03-29"
"C51811","C154681",,"Protocol Contact Role Value Set","Clinical Research Coordinator","CRC","A person to whom a clinical investigator delegates routine administrative requirements of a protocol. The duties and responsibilities of a clinical research coordinator may vary across different infrastructures. Generally, the coordinator manages the subject's clinical trial participation and provides a vital linkage between the subject, the investigator, and the sponsor. (NCI)","Clinical Coordinator","Protocol CT 2024-03-29"
"C127526","C154681",,"Protocol Contact Role Value Set","Contact for Public Queries",,"The study contact person who is responsible for questions from the public.","Public Queries Study Contact","Protocol CT 2024-03-29"
"C51818","C154681",,"Protocol Contact Role Value Set","Coordinating Investigator",,"An investigator assigned the responsibility for the coordination of investigators at different centers participating in a multi-center trial. While a single-center study would not include a coordinating investigator, the investigator at the site would fulfill the same responsibilities as a principal investigator. (after ICH E6)","Coordinating Investigator","Protocol CT 2024-03-29"
"C51820","C154681",,"Protocol Contact Role Value Set","Data Manager",,"An individual who is responsible for the development and implementation of architectures, policies and procedures for the effective management of data across its business lifecycle.","Data Manager","Protocol CT 2024-03-29"
"C25936","C154681",,"Protocol Contact Role Value Set","Investigator",,"A person responsible for the conduct of the clinical trial at a trial site. If a trial is conducted by a team of individuals at the trial site, the investigator is the responsible leader of the team and may be called the principal investigator.","Investigator","Protocol CT 2024-03-29"
"C127532","C154681",,"Protocol Contact Role Value Set","Legal Representative for the Study",,"An individual with expertise in the law who provides legal counsel and representation for a study.","Legal Representative for the Study","Protocol CT 2024-03-29"
"C51836","C154681",,"Protocol Contact Role Value Set","Medical Monitor",,"A sponsor representative who has medical authority for the evaluation of the safety aspects of a clinical trial. (CDISC Glossary)","Medical Monitor","Protocol CT 2024-03-29"
"C154706","C154681",,"Protocol Contact Role Value Set","National Coordinating Investigator",,"In the case of a multinational study, a person who has the responsibilities of the sponsor of the study in his/her country and will be responsible for the coordination of the principal investigators at different sites within that member state. (EMA)","National Coordinating Investigator","Protocol CT 2024-03-29"
"C70794","C154681",,"Protocol Contact Role Value Set","Primary Sponsor",,"The individual, organization, group or other legal person taking responsibility for securing the arrangements to initiate and/or manage a study (including arrangements to ensure that the study design meets appropriate standards and to ensure appropriate conduct and reporting). In commercial trials, the primary sponsor is normally the main applicant for regulatory authorization to begin the study. It may or may not be the main funder. (NCI)","Primary Clinical Study Sponsor","Protocol CT 2024-03-29"
"C19924","C154681",,"Protocol Contact Role Value Set","Principal Investigator",,"A person who has the primary responsibility for the conduct of a clinical study and study-related personnel at a study site. While a single-center study would not include a coordinating investigator, the investigator at the site would fulfill the same responsibilities as a principal investigator.","Principal Investigator","Protocol CT 2024-03-29"
"C70795","C154681",,"Protocol Contact Role Value Set","Secondary Sponsor",,"Additional individuals, organizations or other legal persons, if any, that have agreed with the primary sponsor to take on responsibilities of sponsorship. A secondary sponsor may have agreed to take on all the responsibilities of sponsorship jointly with the primary sponsor; or to form a group with the primary sponsor in which the responsibilities of sponsorship are allocated among the members of the group; or to act as the sponsor's legal representative in relation to some or all of the study sites; or to take responsibility for the accuracy of study registration information submitted.","Secondary Clinical Study Sponsor","Protocol CT 2024-03-29"
"C70793","C154681",,"Protocol Contact Role Value Set","Sponsor","Clinical Study Sponsor; Sponsor; Study Sponsor","An individual, company, institution, or organization that takes responsibility for the initiation, management, and/or financing of a clinical study. [After ICH E6, WHO, 21 CFR 50.3 (e), and after IDMP]","Clinical Study Sponsor","Protocol CT 2024-03-29"
"C51878","C154681",,"Protocol Contact Role Value Set","Study Chair","Study Director","A person who has overall responsibility for the technical conduct of a study, as well as for the interpretation, analysis, documentation and reporting of results, and represents the single point of study control. (FDA)","Study Chair","Protocol CT 2024-03-29"
"C54622","C154681",,"Protocol Contact Role Value Set","Subinvestigator",,"Any member of the clinical trial team designated and supervised by the investigator at a trial site to perform critical trial-related procedures and/or to make important trial-related decisions (e.g., associates, residents, research fellows). (ICH)","Subinvestigator","Protocol CT 2024-03-29"
"C154707","C154681",,"Protocol Contact Role Value Set","Technical Lead",,"An individual who is responsible for the delivery of technical aspects of a project. (NCI)","Technical Lead","Protocol CT 2024-03-29"
"C132310",,,"Protocol Entity Terminology","Protocol Entity Terminology","Protocol Entity Terminology","A terminology value set relevant to the entities within a protocol.","CDISC Protocol Entities Terminology","Protocol CT 2024-03-29"
"C70699","C132310",,"Protocol Entity Terminology","Biological Sample","Biological Sample; Biological Specimen; Biospecimen; Sample","Any material collected from a biological entity for testing, diagnostic, propagation, treatment, or research purposes.","Biospecimen","Protocol CT 2024-03-29"
"C16342","C132310",,"Protocol Entity Terminology","Biomarker",,"A defined characteristic that is measured as an indicator of normal biological processes, pathogenic processes, or responses to an exposure or intervention, including therapeutic interventions. Molecular, histologic, radiographic, or physiologic characteristics are types of biomarkers. Categories of biomarkers include: susceptibility/risk biomarker; diagnostic biomarker; monitoring biomarker; prognostic biomarker; predictive biomarker; safety biomarker; pharmacodynamic/response biomarker. [NIH-FDA BEST (Biomarkers, Endpoints, and other Tools) Resource, https://www.ncbi.nlm.nih.gov/books/NBK338448/] (CDISC Glossary)","Biomarker","Protocol CT 2024-03-29"
"C15206","C132310",,"Protocol Entity Terminology","Clinical Study",,"A clinical study involves research using human volunteers (also called participants) that is intended to add to medical knowledge. There are two main types of clinical studies: clinical trials (also called interventional studies) and observational studies. [ClinicalTrials.gov] See also clinical trial. (CDISC Glossary)","Clinical Study","Protocol CT 2024-03-29"
"C71104","C132310",,"Protocol Entity Terminology","Clinical Trial",,"A research investigation involving human subjects that is designed to answer specific questions about the safety and efficacy of a biomedical intervention (drug, treatment, device) or new ways of using a known drug, treatment, or device). NOTE: NIH Office of Science Policy further specifies that a clinical trial is a type of research study that prospectively assigns subjects to interventions, and the EU clinical trial regulations set forth 3 specific conditions, any one of which qualifies a study as a clinical trial. These conditions include applying diagnostic or monitoring procedures not used in normal clinical practice to subjects. [After ICH E6 [R2], EU CTR 2014] (CDISC Glossary)","Clinical Trial","Protocol CT 2024-03-29"
"C25212","C132310",,"Protocol Entity Terminology","Endpoint",,"A defined variable intended to reflect an outcome of interest that is statistically analyzed to address a particular research question. NOTE: A precise definition of an endpoint typically specifies the type of assessments made, the timing of those assessments, the assessment tools used, and possibly other details, as applicable, such as how multiple assessments within an individual are to be combined. [After BEST Resource] (CDISC Glossary)","End Point","Protocol CT 2024-03-29"
"C98722","C132310",,"Protocol Entity Terminology","Expanded Access","Compassionate Use","Studies that provide a means for obtaining an experimental drug or device for patients who are not adequately treated by existing therapy, who do not meet the eligibility criteria for enrollment, or who are otherwise unable to participate in another clinical study.","Expanded Access Study","Protocol CT 2024-03-29"
"C41161","C132310",,"Protocol Entity Terminology","Experimental Intervention","Investigational Interventional; Investigational Therapy or Treatment","The drug, device, therapy, or process under investigation in a clinical study that is believed to have an effect on outcomes of interest in a study (e.g., health-related quality of life, efficacy, safety, pharmacoeconomics). [After https://grants.nih.gov/grants/policy/faq_clinical_trial_definition.htm#5224]","Protocol Agent","Protocol CT 2024-03-29"
"C16735","C132310",,"Protocol Entity Terminology","Informed Consent",,"Consent given by a subject, or in the case of an individual that can only give assent, by a parent or legal guardian, for the participation in a clinical study only after having achieved an understanding of both the relevant medical facts and the relevant risks involved.","Informed Consent","Protocol CT 2024-03-29"
"C51981","C132310",,"Protocol Entity Terminology","Ingredient",,"Any component that constitutes a part of a compound or mixture.","Ingredient","Protocol CT 2024-03-29"
"C93407","C132310",,"Protocol Entity Terminology","Outcome Measure",,"Specific key measurement(s) or observation(s) used to measure the effect of experimental variables on the participants in a study, or for observational studies, to describe patterns of diseases or traits or associations with exposures, risk factors or treatment. (BRIDG)","Study Outcome Measurement","Protocol CT 2024-03-29"
"C20200","C132310",,"Protocol Entity Terminology","Outcome",,"Events or experiences that clinicians or investigators examining the impact of an intervention or exposure measure because they believe such events or experiences may be influenced by the research intervention or exposure. Outcome is a general term in that it does not necessarily relate to a planned objective of the study. (FDA)","Outcome","Protocol CT 2024-03-29"
"C16974","C132310",,"Protocol Entity Terminology","Pharmacology","Pharmacology","The study of characteristics, effects, and uses of drugs and their interactions with living organisms.","Pharmacology","Protocol CT 2024-03-29"
"C25407","C132310",,"Protocol Entity Terminology","Physical Address",,"A standardized representation of the location of a person, business, building, or organization. (NCI)","Address","Protocol CT 2024-03-29"
"C132347","C132310",,"Protocol Entity Terminology","Protocol Amendment",,"A written description of a change(s) to, or formal clarification of, a protocol. (ICH E6)","Protocol Amendment","Protocol CT 2024-03-29"
"C181183","C132310",,"Protocol Entity Terminology","Protocol Statement",,"A written message providing an official assurance, account, or assertion within the study protocol.","Protocol Statement","Protocol CT 2024-03-29"
"C15381","C132310",,"Protocol Entity Terminology","Quality Assurance","QA","All those planned and systematic actions that are established to ensure that the study is performed and the data are generated, documented (recorded), and reported in compliance with good clinical practice (GCP) and the applicable regulatory requirement(s). (ICH)","Quality Assurance","Protocol CT 2024-03-29"
"C15311","C132310",,"Protocol Entity Terminology","Quality Control","QC","The operational techniques and activities undertaken within the quality assurance system to verify that the requirements for quality of the study related activities have been fulfilled. (ICH)","Quality Control","Protocol CT 2024-03-29"
"C184397","C132310",,"Protocol Entity Terminology","Reference","Reference List","The curated list of sources that are cited within the reference section of the document.","Reference List","Protocol CT 2024-03-29"
"C71473","C132310",,"Protocol Entity Terminology","Study Activity",,"An action, undertaking, or event, which is anticipated to be performed or observed, or was performed or observed, according to the study protocol during the execution of the study.","Study Activity","Protocol CT 2024-03-29"
"C174447","C132310",,"Protocol Entity Terminology","Study Arm","Arm","A planned pathway assigned to the subject as they progress through the study, usually referred to by a name that reflects one or more treatments, exposures, and/or controls included in the path.","Study Arm","Protocol CT 2024-03-29"
"C189351","C132310",,"Protocol Entity Terminology","Study Blinding and Unblinding",,"A methodology to limit bias by preventing subject(s) and/or study personnel from identifying which treatments or procedures are administered and the circumstances in which the blind would be broken for subject(s) and/or study personnel.","Study Blinding and Unblinding","Protocol CT 2024-03-29"
"C154705","C132310",,"Protocol Entity Terminology","Study Contact Information",,"Information regarding the means of contacting a person or group that performs a function within a clinical study.","Study Contact Information","Protocol CT 2024-03-29"
"C15320","C132310",,"Protocol Entity Terminology","Study Design",,"A plan detailing how a study will be performed in order to represent the phenomenon under examination, to answer the research questions that have been asked, and informing the statistical approach.","Study Design","Protocol CT 2024-03-29"
"C142707","C132310",,"Protocol Entity Terminology","Study Monitoring",,"The act of overseeing the progress of a clinical study and of ensuring that it is conducted, recorded, and reported in accordance with the protocol, standard operating procedures (SOPs), good clinical practice (GCP), and regulatory requirement(s) where applicable. [after ICH E6 Glossary]","Study Monitoring","Protocol CT 2024-03-29"
"C93450","C132310",,"Protocol Entity Terminology","Study Oversight Entity",,"A group of individuals that approves, monitors and reviews biomedical research to protect the rights, safety and welfare of the study participants, by providing critical scientific, ethical, and/or regulatory oversight functions.","Study Oversight Authority","Protocol CT 2024-03-29"
"C70833","C132310",,"Protocol Entity Terminology","Study Population",,"A group of individuals taken from the general population who share a set of common characteristics, such as age, sex, or health condition, precisely defined in the study protocol. This is a population to which the study results could be reasonably generalized.","Study Population","Protocol CT 2024-03-29"
"C177924","C132310",,"Protocol Entity Terminology","Study Product Administration",,"The act of the dispensing, applying, or tendering a study product to the participant. (NCI)","Study Product Administration","Protocol CT 2024-03-29"
"C174271","C132310",,"Protocol Entity Terminology","Study Product",,"The material artifact(s), such as the trial product, interventional product, study drug, device, or procedure and their comparator(s), that is the focus of the study.","Study Product","Protocol CT 2024-03-29"
"C70817","C132310",,"Protocol Entity Terminology","Study Protocol",,"The formal plan of an experiment or research activity, including the objective, rationale, design, materials and methods for the conduct of the study, intervention description, and method of data analysis.","Study Protocol","Protocol CT 2024-03-29"
"C142444","C132310",,"Protocol Entity Terminology","Study Subject Discontinuation",,"The act of concluding participation by an enrolled subject prior to completion of all protocol-required elements in a study. NOTE: Four categories of discontinuation are distinguished: a) dropout: Active discontinuation by a subject (also a noun referring to such a discontinued subject); b) investigator initiated discontinuation (e.g., for cause); c) loss to follow-up: cessation of participation without notice or action by the subject; d) sponsor initiated discontinuation. Note that subject discontinuation does not necessarily imply exclusion of subject data from analysis. ""Termination of subject"" has a history of synonymous use, but is now considered nonstandard. [After ICH E3, section 10.1 and FDA Guidance for Industry: Submission of Abbreviated Reports & Synopses in Support of Marketing Applications, IV A] (CDISC Glossary)","Study Subject Discontinuation","Protocol CT 2024-03-29"
"C142738","C132310",,"Protocol Entity Terminology","Subject Replacement","Study Subject Replacement","The act of enrolling a new study subject to compensate for a subject who is no longer participating.","Trial Subject Replacement","Protocol CT 2024-03-29"
"C198230","C132310",,"Protocol Entity Terminology","Substudy","Sub-study","A subordinate study within the scope of the parent study that researches a separate question from, and contributes to, the overarching study objectives and involves all or a subset of the parent study participants or specimens.","Substudy","Protocol CT 2024-03-29"
"C181168",,,"Protocol Statement Attribute Terminology","Protocol Statement Attribute Terminology","Protocol Statement Attribute Terminology","A terminology value set relevant to the attributes of the protocol statement.","CDISC Protocol Statement Attribute Terminology","Protocol CT 2024-03-29"
"C181244","C181168",,"Protocol Statement Attribute Terminology","Biological Sample Use Statement","Biological Specimen Use Statement; Biospecimen Use Statement","A written message within the study protocol that describes the provisions for use of biological samples for the duration of the study and, as applicable, for future use.","Biological Sample Use Statement","Protocol CT 2024-03-29"
"C181240","C181168",,"Protocol Statement Attribute Terminology","Conflict of Interest Statement",,"A written message within the study protocol that describes how the study will manage actual or perceived conflicts of interest, including report to regulatory authorities and oversight entities.","Conflict of Interest Statement","Protocol CT 2024-03-29"
"C181237","C181168",,"Protocol Statement Attribute Terminology","Data Integrity Statement",,"A written message within the study protocol that asserts that the data are complete, consistent, accurate, trustworthy, and reliable throughout the life cycle of the study.","Data Integrity Statement","Protocol CT 2024-03-29"
"C184394","C181168",,"Protocol Statement Attribute Terminology","Data Sharing Statement",,"A written message within the study protocol that asserts compliance with data sharing policies.","Data Sharing Compliance Policy Statement","Protocol CT 2024-03-29"
"C181241","C181168",,"Protocol Statement Attribute Terminology","Financial Disclosure Statement",,"A written message within the study protocol that asserts how any and all financial interests of the study stakeholders will be managed in relation to the study.","Study Protocol Financial Disclosure Statement","Protocol CT 2024-03-29"
"C181236","C181168",,"Protocol Statement Attribute Terminology","Protocol Confidentiality Statement",,"A written message within the study protocol that asserts a statement of non-disclosure, such that information contained within the protocol document may only be shared with authorized parties.","Protocol Confidentiality Statement","Protocol CT 2024-03-29"
