"Version","Variable Order","Class","Dataset Name","Variable Name","Variable Label","Type","Described Value Domain","Role","Variables Qualified","Usage Restrictions","Variable C-Code","Definition","Notes","Examples"
"SDTM v2.0","14","Events",,"--PRESP","Pre-Specified","Char",,"Variable Qualifier","--TERM",,"C82510","An indication that the event or intervention was prospectively stated or detailed on the CRF.","Value is ""Y"" for prespecified events, null for spontaneously reported events.",
"SDTM v2.0","15","Events",,"--OCCUR","Occurrence Indicator","Char",,"Record Qualifier","","Not in AE domain","C171000","An indication as to whether a prespecified event or intervention has occurred.",,
"SDTM v2.0","16","Events",,"--REASOC","Reason for Occur Value","Char",,"Record Qualifier","","Not in AE domain",,,"--REASOC is the reason the event did or did not occur, according to the value in --OCCUR.",
"SDTM v2.0","17","Events",,"--STAT","Completion Status","Char",,"Record Qualifier","","Not in AE domain \n",,,"Used to indicate when a question about the occurrence of a prespecified event was not answered. Should be null or have a value of ""NOT DONE"".",
"SDTM v2.0","18","Events",,"--REASND","Reason Not Done","Char",,"Record Qualifier","","Not in AE domain","C82556","The explanation for why requested information was not available.","Used in conjunction with --STAT when its value is ""NOT DONE"".",
"SDTM v2.0","19","Events",,"--BODSYS","Body System or Organ Class","Char",,"Record Qualifier","",,"C170986","A standardized or dictionary-derived name for the body system or organ class.","Body system or system organ class assigned for analysis from a standard hierarchy (e.g., MedDRA) associated with an event.","GASTROINTESTINAL DISORDERS"
"SDTM v2.0","20","Events",,"--BDSYCD","Body System or Organ Class Code","Num",,"Variable Qualifier","--BODSYS","Not in nonclinical trials","C170985","A standardized or dictionary-derived short sequence of characters used to represent the body system or organ class.","MedDRA System Organ Class code corresponding to --BODSYS assigned for analysis.",
"SDTM v2.0","21","Events",,"--SOC","Primary System Organ Class","Char",,"Variable Qualifier","--TERM","Not in nonclinical trials","C71888","The system organ class from the primary hierarchy assigned in the MedDRA dictionary.",,
"SDTM v2.0","22","Events",,"--SOCCD","Primary System Organ Class Code","Num",,"Variable Qualifier","--SOC","Not in nonclinical trials","C117059","The system organ class code from the primary hierarchy assigned in the MedDRA dictionary.",,
"SDTM v2.0","23","Events",,"--CNTMOD","Contact Mode","Char",,"Record Qualifier","",,,,"The way in which the event, visit, or contact was conducted.","""IN PERSON"", ""TELEPHONE"", ""IVRS"""
"SDTM v2.0","24","Events",,"--EPCHGI","Epi/Pandemic Related Change Indicator","Char",,"Record Qualifier","",,,,"Indicates whether the event was changed due to an epidemic or pandemic. Not the same as whether a medical condition was caused by an epidemic or pandemic.",
"SDTM v2.0","25","Events",,"--LOC","Location of Event","Char",,"Record Qualifier","",,,,"Describes anatomical location relevant for the event.","ARM for skin rash"
"SDTM v2.0","26","Events",,"--LAT","Laterality","Char",,"Variable Qualifier","--LOC",,,,"Qualifier for anatomical location, further detailing laterality.","""RIGHT"", ""LEFT"", ""BILATERAL"""
"SDTM v2.0","27","Events",,"--DIR","Directionality","Char",,"Variable Qualifier","--LOC",,,,"Qualifier for anatomical location, further detailing directionality.","""ANTERIOR"", ""LOWER"", ""PROXIMAL"""
"SDTM v2.0","28","Events",,"--PORTOT","Portion or Totality","Char",,"Variable Qualifier","--LOC",,,,"Qualifier for anatomical location, further detailing the distribution (i.e., arrangement of, apportioning of).","""ENTIRE"", ""SINGLE"", ""SEGMENT"", ""MANY"""
"SDTM v2.0","29","Events",,"--PARTY","Accountable Party","Char",,"Record Qualifier","","Not in nonclinical trials","C117052","The role of the individual or entity responsible for the receipt of the transferred object (e.g., device, specimen).","The party could be an individual (e.g., subject), an organization (e.g., sponsor), or a location that is a proxy for an individual or organization (e.g., site). It is usually a somewhat general term that is further identified in the --PRTYID variable.",
"SDTM v2.0","30","Events",,"--PRTYID","Identification of Accountable Party","Char",,"Variable Qualifier","--PARTY","Not in nonclinical trials","C117054","A sequence of characters used to uniquely identify the individual or entity responsible for the receipt of the transferred object (e.g., device, specimen).","Used in conjunction with --PARTY.",
"SDTM v2.0","31","Events",,"--SEV","Severity/Intensity","Char",,"Record Qualifier","",,"C25676","The quality or degree of harm associated with a finding or event, as collected.",,"""MILD"", ""MODERATE"", ""SEVERE"""
"SDTM v2.0","32","Events",,"--SER","Serious Event","Char",,"Record Qualifier","",,"C82578","A collected indication as to whether an event meets regulatory criteria for seriousness.","Valid values are ""Y"" and ""N"".",
"SDTM v2.0","33","Events",,"--ACN","Action Taken with Study Treatment","Char",,"Record Qualifier","",,"C49499","An action taken with study treatment as the result of the event.",,"""DOSE INCREASED"", ""DOSE NOT CHANGED"""
"SDTM v2.0","34","Events",,"--ACNOTH","Other Action Taken","Char",,"Record Qualifier","",,"C82509","An action taken unrelated to study treatment, as the result of the event.",,
"SDTM v2.0","35","Events",,"--ACNDEV","Action Taken with Device","Char",,"Record Qualifier","",,"C117037","An action taken with a device as the result of the event.","The device may or may not be the device under study.",
"SDTM v2.0","36","Events",,"--REL","Causality","Char",,"Record Qualifier","",,"C103163","The investigator's assessment of the likelihood that the study treatment was the cause of the event.",,"""NOT RELATED"", ""UNLIKELY RELATED"", ""POSSIBLY RELATED"", ""RELATED"""
"SDTM v2.0","37","Events",,"--RLDEV","Relationship of Event to Device","Char",,"Record Qualifier","",,,"A judgement as to the likelihood that the device caused the event.","The device may or may not be the device under study. Controlled terminology from EC Directive MEDDEV 2.7/3 March 2015 is required in EU but not US.","""CAUSAL"", ""UNLIKELY"""
"SDTM v2.0","38","Events",,"--RELNST","Relationship to Non-Study Treatment","Char",,"Record Qualifier","",,"C82564","The investigator's assessment of the causal relationship of the event to a non-study treatment.",,"MORE LIKELY RELATED TO ASPIRIN USE"
"SDTM v2.0","39","Events",,"--PATT","Pattern of Event","Char",,"Record Qualifier","",,"C82550","A characterization of the temporal pattern of occurrences of the event.",,"""INTERMITTENT"", ""CONTINUOUS"", ""SINGLE EVENT"""
"SDTM v2.0","40","Events",,"--OUT","Outcome of Event","Char",,"Record Qualifier","",,"C171001","The status associated with the result or conclusion of the event.",,"""RECOVERED/RESOLVED"", ""FATAL"""
"SDTM v2.0","41","Events",,"--SCAN","Involves Cancer","Char",,"Record Qualifier","","Not in nonclinical trials","C82561","An indication as to whether the reason an event was serious was because the event was associated with cancer.","Valid values are ""Y"", ""N"", and null.",
"SDTM v2.0","42","Events",,"--SCONG","Congenital Anomaly or Birth Defect","Char",,"Record Qualifier","","Not in nonclinical trials","C2849","An indication as to whether the reason an event is serious is because the event is associated with congenital anomaly or birth defect in an offspring of the subject.","Valid values are ""Y"", ""N"", and null.",
"SDTM v2.0","43","Events",,"--SDISAB","Persist or Signif Disability/Incapacity","Char",,"Record Qualifier","","Not in nonclinical trials","C68606","An indication as to whether the reason an event is serious is because the event resulted in a significant, persistent, or permanent change, impairment, damage, or disruption in the subject's body function/structure, physical activities, and/or quality of life.","Valid values are ""Y"", ""N"", and null.",
"SDTM v2.0","44","Events",,"--SDTH","Results in Death","Char",,"Record Qualifier","","Not in nonclinical trials","C82549","An indication as to whether the reason an event is serious is because the event resulted in death.","Valid values are ""Y"", ""N"", and null.",
"SDTM v2.0","45","Events",,"--SHOSP","Requires or Prolongs Hospitalization","Char",,"Record Qualifier","","Not in nonclinical trials","C68605","An indication as to whether the reason an event is serious is because the event resulted in or prolonged hospitalization.","Valid values are ""Y"", ""N"", and null.",
"SDTM v2.0","46","Events",,"--SLIFE","Is Life Threatening","Char",,"Record Qualifier","","Not in nonclinical trials","C82508","An indication as to whether the reason an event is serious is because the event resulted in a substantial risk of dying.","Valid values are ""Y"", ""N"", and null.",
"SDTM v2.0","47","Events",,"--SOD","Occurred with Overdose","Char",,"Record Qualifier","","Not in nonclinical trials","C82548","An indication as to whether the reason an event is serious is because the event is associated with overdose.","Valid values are ""Y"", ""N"", and null.",
"SDTM v2.0","48","Events",,"--SMIE","Other Medically Important Serious Event","Char",,"Record Qualifier","","Not in nonclinical trials","C82521","An indication as to whether the reason an event is serious is because the event may jeopardize the subject and may require intervention to prevent one of the other outcomes associated with serious adverse events.","Valid values are ""Y"", ""N"", and null.",
"SDTM v2.0","49","Events",,"--SINTV","Needs Intervention to Prevent Impairment","Char",,"Record Qualifier","","AE domain only",,,"Valid values are ""Y"", ""N"", and null. Expected use is in medical device-related trials. It is part of the definition of a serious AE as represented in 21 CFR Part 803.3(w)(3). \n Records whether medical or surgical intervention was necessary to preclude permanent impairment of a body function, or prevent permanent damage to a body structure, with either situation suspected to be due to the use of a medical product.",
"SDTM v2.0","50","Events",,"--UNANT","Unanticipated Adverse Device Effect","Char",,"Record Qualifier","","AE domain only",,,"The assessment is about a device identified in the data (i.e., which has an SPDEVID). The device may be ancillary or under study. \n Any serious adverse effect on health or safety or any life-threatening problem or death caused by or associated with a device, if that effect, problem, or death was not previously identified in nature, severity, or degree of incidence in the investigational plan or application (including a supplementary plan or application), or any other unanticipated serious problem associated with a device that relates to the rights, safety, or welfare of subjects. (21 CFR 812.3(s)).",
"SDTM v2.0","51","Events",,"--RLPRT","Rel of AE to Device-Related Procedure","Char",,"Record Qualifier","","AE domain only",,,"The investigator's opinion as to the likelihood that the device-related study procedure caused the AE (e.g., implant/insertion, revision/adjustment, explant/removal) \n The relationship is to a device-related procedure where the device is identified in the data (i.e., which has an SPDEVID). The device may be ancillary or under study.","""CAUSAL"", ""UNLIKELY"""
"SDTM v2.0","52","Events",,"--RLPRC","Rel of AE to Non-Dev-Rel Study Activity","Char",,"Record Qualifier","","AE domain only",,,"The investigator's opinion as to the causality of the event as related to other protocol-required activities, actions or assessments (e.g., medication changes, tests/assessments, other procedures). \n The relationship is to a protocol-specified non-device-related activity where the device is identified in the data (i.e., which has an SPDEVID). The device may be ancillary or under study.","""CAUSAL"", ""UNLIKELY"""
"SDTM v2.0","53","Events",,"--CONTRT","Concomitant or Additional Trtmnt Given","Char",,"Record Qualifier","",,"C170989","An indication as to whether a non-study treatment was given because of the occurrence of the event.","Valid values are ""Y"", ""N"", and null.",
"SDTM v2.0","54","Events",,"--TOX","Toxicity","Char",,"Variable Qualifier","--TOXGR",,"C27990","The standardized or dictionary-derived name for an untoward event or finding.","Sponsor should specify which scale and version is used in the Sponsor Comments column of the Define-XML document.","An NCI CTCAE Short Name, ""HYPERCALCEMIA"", ""HYPOCALCEMIA"""
"SDTM v2.0","55","Events",,"--TOXGR","Toxicity Grade","Char",,"Record Qualifier","",,"C82528","A categorical classification of the severity of an event or finding, based on a standard scale, used in study data tabulation.","Sponsor should specify which scale and version is used in the Sponsor Comments column of the Define-XML document.","A toxicity grade from the NCI CTCAE."
"SDTM v2.0","56","Events",,"--USCHFL","Unscheduled Flag","Char",,"Record Qualifier","","Not in human clinical trials","C170510","An indication that the performed test or observation was done at a time that was not planned.","If a test or observation was performed based upon a schedule defined in the protocol, this flag should be null. Expected values are ""Y"" or null. This variable would not be needed when information on planned assessments is provided, such as when the Trial Visits (TV) and Subject Visits (SV) domains are used.",
"SDTM v2.0","1","Findings",,"--TESTCD","Short Name of Measurement, Test, or Exam","Char",,"Topic","",,"C82503","The standardized or dictionary-derived short sequence of characters used to represent the measurement, test, or examination.","Used as a column name when converting a dataset from a vertical format to a horizontal format. The short value can be up to 8 characters.","""PLAT"", ""SYSBP"", ""RRMIN"", ""EYEEXAM"""
"SDTM v2.0","2","Findings",,"--TEST","Name of Measurement, Test, or Exam","Char",,"Synonym Qualifier","--TESTCD",,"C82541","The standardized or dictionary-derived name of the measurement, test, or examination.",,"""Platelets"", ""Systolic Blood Pressure"", ""Summary (Min) RR Duration"", ""Eye Examination"""
"SDTM v2.0","3","Findings",,"--SBMRKS","Sublineage Marker String","Char",,"Variable Qualifier","--TESTCD","CP domain only",,,"Used to further subset the cell population identified in CPTEST based on the use of additional marker(s) that define a sublineage. The value in CPSBMRKS is used in combination with values in CPTEST and CPCELSTA to fully describe the cell population being measured. As such, it is an essential component of the full test name.","Three unnamed sublineages of monocytes have been identified: CCR2+CD16-; CCR2-CD16+; and CCR2+CD16+. Whereas the entire monocyte cell population can be defined as CD14+ cells, the additional CCR2 and CD16 markers are used to differentiate one sublineage from another, none of which has yet been given a name by the scientific community. By combining the CPTEST value of ""Monocyte Subset"" with the value of ""CCR2+CD16-"" in CPSBMRKS, the full test is defined to be the CCR2+CD16- monocyte subpopulation."
"SDTM v2.0","4","Findings",,"--CELSTA","Cell State","Char",,"Variable Qualifier","--TESTCD","CP domain only",,,"A textual description of a subset of the cell population identified in CPTEST based on a particular functional and/or biological state (e.g., primed, activated, proliferating, senescent, G2-arrested). When populated, the values in CPCELSTA and CPSMRKS, in combination with values in CPTEST and CPSBMRKS, fully describe the cell population being measured.",
"SDTM v2.0","5","Findings",,"--CSMRKS","Cell State Marker String","Char",,"Variable Qualifier","--TESTCD","CP domain only",,,"Identifies the marker(s) or indicator(s) used to define the cell state (i.e., the value in CPCELSTA).","When Ki67 expression is used to determine that a cell population is in a proliferating state (i.e., CPCELSTA value = ""PROLIFERATING""), the value ""Ki67+"" in CPCSMRKS indicates that positive expression of Ki67 was used to define the population as proliferating. Similarly, a value of ""Ki67-"" in CPCSMRKS would indicate that lack of expression of Ki67 defined the ""NON-PROLIFERATING"" cell state in CPCELSTA. The CPCSMRKS value is useful for quickly determining which marker(s) were used to classify (i.e., operationally define) a cell population based on a functional/biological state."
"SDTM v2.0","6","Findings",,"--CNTMOD","Contact Mode","Char",,"Record Qualifier","",,,,"The way in which the measurement, test, or examination was conducted.",
"SDTM v2.0","7","Findings",,"--EPCHGI","Epi/Pandemic Related Change Indicator","Char",,"Record Qualifier","",,,,"Indicates whether the measurement, test, or examination was changed due to an epidemic or pandemic.",
"SDTM v2.0","8","Findings",,"--TSTCND","Test Condition","Char",,"Variable Qualifier","--TESTCD","CP, IS, and LB domains only",,,"Identifies any planned condition imposed by the assay system on the specimen at the time the test is performed.","Stimulating or activating agents, assay temperature, incubation time \n ""STIMULATED"", ""NON-STIMULATED"", ""25 C"", ""37 C""."
"SDTM v2.0","9","Findings",,"--CNDAGT","Test Condition Agent","Char",,"Record Qualifier","","CP, IS, and LB domains only",,,"The textual description of the agent used to impose a test condition identified in CPTSTCND. For example, records might be produced for the same test run under stimulating (CPTSTCND value = ""STIMULATED"") conditions produced by different stimulating agents.","""Phorbol myristate acetate"", ""Concanavalin A, PHA-P"", ""TNF-alpha, Ionomycin"", ""Candida antigen"""
"SDTM v2.0","10","Findings",,"--BDAGNT","Binding Agent","Char",,"Variable Qualifier","--TESTCD","CP, IS, and LB domains only",,,"The textual description of the agent that's binding to the entity in the --TEST variable. The --BDAGNT variable is used to indicate that there is a binding relationship between the entities in the --TEST and --BDAGNT variables, regardless of direction.--BDAGNT is not a method qualifier. It should only be used when the actual interest of the measurement is the binding interaction between the two entities in --TEST and --BDAGNT. In other words, the combination of --TEST and --BDAGNT should describe the thing, the entity, or the analyte being measured, without the need for additional variables. \n The binding agent may be, but is not limited to, a test article, a portion of the test article, a related compound, an endogenous molecule, an allergen, or an infectious agent.",
"SDTM v2.0","11","Findings",,"--ABCLID","Antibody Clone Identifier","Char",,"Record Qualifier","","CP domain only",,,"Identifies the antibody clone (e.g., supplier-provided catalog name) used to confer specificity for the binding agent specified in CPBDAGNT.",
"SDTM v2.0","12","Findings",,"--MRKSTR","Marker String","Char",,"Record Qualifier","","CP domain only",,,"The text string identifying the full set of markers/indicators used by the laboratory to operationally define the complete test. Because laboratories often use different markers/indicators to identify a cell population, the relationship between a named cell population in CPTEST (as combined with CPSBMRKS and CPCELSTA values) and the set of markers used to identify that population is many-to-one. To ensure nuances important for accurately interpreting the data are accounted for and which arise from the use of different sets of markers, it is necessary to operationally define the test in terms of the markers/indicators used to perform that test.",
"SDTM v2.0","13","Findings",,"--GATE","Gate","Char",,"Record Qualifier","","CP domain only",,,"The sponsor-defined name assigned to a gate. Gates are electronic (device setting or software-defined) boundaries set by a user to virtually parse a specimen into discrete populations based on a set of defined characteristics (e.g., presence, absence, or intensity of expression of various markers; physical size; internal complexity or granularity). Gates are used to constrain data collection or analysis to a specific cell population or region of interest within the specimen.",
"SDTM v2.0","14","Findings",,"--GATDEF","Gate Definition","Char",,"Record Qualifier","","CP domain only",,,"The text string identifying the set of parameters and the order in which they are applied to define the gating strategy. In practice, a series of 2-dimensional subgates based on 2 different cell characteristics (i.e., markers/indicators/physical properties) are most often combined until the cell population of interest is sufficiently resolved (i.e., electronically isolated) from other cell populations contained within the specimen. \n For complex analyses, differences in gating strategies can produce subtle differences in results obtained for a test. To ensure nuances important for accurately interpreting the data are accounted for and which arise from the use of different gating strategies, it is often necessary to qualify the test in terms of the gating strategy. For some purposes, however, and at the discretion of the sponsor, only the ultimate or penultimate gate is identified. When specifying the gating strategy in CPGATDEF, each subgate should be listed in the order it was applied and separated from the next sub-gate using the vertical line or pipe character (""|"").",
"SDTM v2.0","15","Findings",,"--TSTOPO","Test Operational Objective","Char",,"Variable Qualifier","--TESTCD",,,,"The textual description of the high-level purpose of the test at the operational level.","""SCREEN"", ""CONFIRM"", ""QUANTIFY"""
"SDTM v2.0","16","Findings",,"--MSCBCE","Molecule Secreted by Cells","Char",,"Variable Qualifier","--TESTCD","IS domain only",,,"The textual description of the entity secreted by the cells represented in --TEST. The combination of --TEST and --MSBCE should describe the thing, the entity, or the analyte being measured, without the need for additional variables.",
"SDTM v2.0","17","Findings",,"--AGENT","Agent Name","Char",,"Record Qualifier","","MS Domain only",,,"The name of the drug or other material for which resistance is tested. The agent may be used for in vitro testing or may be used in tests for genetic markers or in direct phenotypic drug-sensitivity testing.",
"SDTM v2.0","18","Findings",,"--CONC","Agent Concentration","Num",,"Variable Qualifier","--AGENT","MS Domain only",,,"The amount of drug or other material listed in MSAGENT per unit volume or weight. Used when the agent is part of the prespecified test. Not to be used when the concentration is a result of a test such as minimal inhibitory concentration, IC50, or EC50.",
"SDTM v2.0","19","Findings",,"--CONCU","Agent Concentration Units","Char",,"Variable Qualifier","--CONC","MS Domain only",,,"Unit of measure for MSCONC.",
"SDTM v2.0","20","Findings",,"--MODIFY","Modified Result Term","Char",,"Synonym Qualifier","--ORRES",,"C170998","A value which represents an alteration to a collected value for coding purposes.",,
"SDTM v2.0","21","Findings",,"--TSTDTL","Measurement, Test, or Examination Detail","Char",,"Variable Qualifier","--TESTCD",,,,"Further description of --TESTCD and --TEST.","STAINING INTENSITY when MITEST=""Human Epidermal Growth Factor Receptor 2"""
"SDTM v2.0","22","Findings",,"--SPTSTD","Sponsor Test Description","Char",,"Record Qualifier","","CP domain only",,,"Sponsor's description of a test. This variable is particularly valuable for identifying the cell population on which certain tests are conducted when it is not identified in the Test Name (CPTEST; e.g., tests for quantitative expression of a particular marker).",
"SDTM v2.0","23","Findings",,"--CAT","Category","Char",,"Grouping Qualifier","",,"C25372","A grouping or classification of the topic of the finding, event, or intervention.",,"""HEMATOLOGY"", ""URINALYSIS"", ""CHEMISTRY"", ""HAMD 17"", ""SF36 V2.0 ACUTE"", ""EGFR MUTATION ANALYSIS"""
"SDTM v2.0","24","Findings",,"--SCAT","Subcategory","Char",,"Grouping Qualifier","",,,"A further grouping or classification of the category for the topic of the finding, event, or intervention.","The category is in --CAT.","WBC DIFFERENTIAL"
"SDTM v2.0","25","Findings",,"--TSTPNL","Test Panel","Char",,"Grouping Qualifier","","CP domain only",,,"Sponsor-defined textual description used to group tests run together as part of a test panel. Can be used with --GRPID to ensure that relationships between associated tests are accurately identified.",
"SDTM v2.0","26","Findings",,"--POS","Position of Subject During Observation","Char",,"Record Qualifier","",,"C171002","The particular way that a subject's body is placed or situated during an assessment.",,"""SUPINE"", ""STANDING"", ""SITTING"""
"SDTM v2.0","27","Findings",,"--BODSYS","Body System or Organ Class","Char",,"Record Qualifier","",,"C170986","A standardized or dictionary-derived name for the body system or organ class.",,"MedDRA SOC"
"SDTM v2.0","28","Findings",,"--ORRES","Result or Finding in Original Units","Char",,"Result Qualifier","",,"C117221","The result of the measurement, test, or examination, as originally received or collected.",,"""120"", ""<1"", ""POS"""
"SDTM v2.0","29","Findings",,"--ORRESU","Original Units","Char",,"Variable Qualifier","--ORRES; --ORNRLO; --ORNRHI; --ORREF",,"C82586","The unit of measure for the result (as originally received or collected) of the measurement, test, or examination.","Unit for --ORRES and --ORREF.","""in"", ""LB"", ""kg/L"""
"SDTM v2.0","30","Findings",,"--RESSCL","Result Scale","Char",,"Record Qualifier","",,,,"Classifies the scale of the original result value with respect to whether the result is, for example, ordinal, nominal, quantitative, or narrative.","""NARRATIVE"", ""NOMINAL"", ""ORDINAL"", ""QUANTITATIVE"""
"SDTM v2.0","31","Findings",,"--RESTYP","Result Type","Char",,"Record Qualifier","",,,,"Classifies the kind of result (i.e., property type) originally reported for the test.","""SUBSTANCE CONCENTRATION"", ""MASS RATE"", ""ARBITRARY CONCENTRATION"""
"SDTM v2.0","32","Findings",,"--COLSRT","Collected Summary Result Type","Char",,"Variable Qualifier","--TESTCD",,,,"Used to indicate the type of a collected summary result. This is used for summary results collected on a CRF or provided by an external vendor (e.g., central lab). \n If the summary result is derived by the sponsor using individual source data records, the summary result is represented in ADaM. If a sponsor has both a collected or vendor-provided summary result and a derived summary result, the collected or vendor-provided summary result is represented in SDTM and the derived summary result is represented in ADaM.","""MAXIMUM"", ""MINIMUM"", ""MEAN"", ""MEDIAN"", ""NADIR"""
"SDTM v2.0","33","Findings",,"--ORNRLO","Normal Range Lower Limit-Original Units","Char",,"Variable Qualifier","--ORRES",,"C82580","The lowest value in a normal or reference range for the result (as originally received or collected) of the measurement, test, or examination.",,
"SDTM v2.0","34","Findings",,"--ORNRHI","Normal Range Upper Limit-Original Units","Char",,"Variable Qualifier","--ORRES",,"C70933","The highest value in a normal or reference range for the result (as originally received or collected) of the measurement, test, or examination.",,
"SDTM v2.0","35","Findings",,"--ORREF","Reference Result in Original Units","Char",,"Variable Qualifier","--ORRES",,,,"Reference value for the result or finding as originally received or collected. --ORREF uses the same units as --ORRES, if applicable.","Value from predicted normal value in spirometry tests."
"SDTM v2.0","36","Findings",,"--LLOD","Lower Limit of Detection","Char",,"Variable Qualifier","--TESTCD",,,,"The lowest threshold (as originally received or collected) for reliably detecting the presence or absence of substance measured by a specific test. The value for the field will be as described in documentation from the instrument or lab vendor.",
"SDTM v2.0","37","Findings",,"--STRESC","Result or Finding in Standard Format","Char",,"Result Qualifier","",,"C117222","The standardized result of the measurement, test, or examination, in character format.","--STRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in --STRESN.","If various tests have results ""NONE"", ""NEG"", and ""NEGATIVE"" in --ORRES and these results effectively have the same meaning, they could be represented in standard format in --STRESC as ""NEGATIVE""."
"SDTM v2.0","38","Findings",,"--IMPLBL","Implantation Site Label","Char",,"Record Qualifier","","Not in human clinical trials; IC Domain only",,,"Label or identifier that describes the location or position of a fetal implantation site in the uterus (or uterine horn) when classifying implantations during a uterine examination in a reproductive toxicology study.",
"SDTM v2.0","39","Findings",,"--STRESN","Numeric Result/Finding in Standard Units","Num",,"Result Qualifier","",,"C171009","The standardized result of the measurement, test, or examination in numeric format.","Copied in numeric format from --STRESC. --STRESN should store all numeric test results or findings.",
"SDTM v2.0","40","Findings",,"--STRESU","Standard Units","Char",,"Variable Qualifier","--STRESC; --STRESN; --STNRLO; --STNRHI; --STREFC; --STREFN; --LLOQ; --ULOQ",,"C82587","The unit of measure for the standardized result of the measurement, test, or examination.",,"mol/L"
"SDTM v2.0","41","Findings",,"--STNRLO","Normal Range Lower Limit-Standard Units","Num",,"Variable Qualifier","--STRESC; --STRESN",,"C171008","The lowest value in a normal or reference range for the standardized result of the measurement, test, or examination.",,
"SDTM v2.0","42","Findings",,"--STNRHI","Normal Range Upper Limit-Standard Units","Num",,"Variable Qualifier","--STRESC; --STRESN",,"C171007","The highest value in a normal or reference range for the standardized result of the measurement, test, or examination.",,
"SDTM v2.0","43","Findings",,"--STNRC","Normal Range for Character Results","Char",,"Variable Qualifier","--STRESC",,"C171006","A set of normal or reference values for the standardized character result, in an ordinal scale or categorical grouping.",,"Negative to Trace"
"SDTM v2.0","44","Findings",,"--STREFC","Reference Result in Standard Format","Char",,"Variable Qualifier","--STRESC",,,,"Reference value for the result or finding copied or derived from --ORREF in a standard format.",
"SDTM v2.0","45","Findings",,"--STREFN","Numeric Reference Result in Std Units","Num",,"Variable Qualifier","--STRESN",,,,"Reference value for continuous or numeric results or findings in standard format or in standard units. --STREFN uses the same units as --STRESN, if applicable.",
"SDTM v2.0","46","Findings",,"--NRIND","Normal/Reference Range Indicator","Char",,"Variable Qualifier","--ORRES; --STRESC; --STRESN",,"C170999","A classification of the original or standardized result as it relates to a normal or reference result range.","May be defined by --ORNRLO and --ORNRHI or other objective criteria.","""Y"", ""N""; ""HIGH"", ""LOW""; ""NORMAL"", ""ABNORMAL"""
"SDTM v2.0","47","Findings",,"--RESCAT","Result Category","Char",,"Variable Qualifier","--ORRES; --STRESC; --STRESN",,"C82498","A grouping or classification of the results of an assessment.","The result is in --STRESC.","MALIGNANT or ""BENIGN"" for tumor findings"
"SDTM v2.0","48","Findings",,"--INHERT","Inheritability","Char",,"Variable Qualifier","--ORRES; --STRESC; --STRESN","GF domain only",,,"Identifies whether the variation can be passed to the next generation.",
"SDTM v2.0","49","Findings",,"--GENREF","Genome Reference","Char",,"Variable Qualifier","--METHOD","GF domain only",,,"An identifier for the genome reference used to generate the reported result.","For example, Genome Reference Consortium Human Build 38 patch release 13 may be represented as GRCh38.p13."
"SDTM v2.0","50","Findings",,"--CHROM","Chromosome Identifier","Char",,"Variable Qualifier","--ORRES; --STRESC; --STRESN","GF domain only",,,"The designation (name or number) of the chromosome or contig on which the variant or other feature appears.","""17"", ""X"""
"SDTM v2.0","51","Findings",,"--SYM","Genomic Symbol","Char",,"Variable Qualifier","--ORRES; --STRESC; --STRESN","GF domain only",,,"A published symbol for the portion of the genome serving as a locus for the experiment/test.",
"SDTM v2.0","52","Findings",,"--SYMTYP","Genomic Symbol Type","Char",,"Variable Qualifier","--SYM","GF domain only",,,"A description of the type of genomic entity that is represented by the published symbol in --SYM.",
"SDTM v2.0","53","Findings",,"--GENLOC","Genetic Location","Char",,"Variable Qualifier","--ORRES; --STRESC; --STRESN","GF domain only",,,"Specifies the location within a sequence for the observed value in --ORRES.",
"SDTM v2.0","54","Findings",,"--GENSR","Genetic Sub-Region","Char",,"Variable Qualifier","--ORRES; --STRESC; --STRESN","GF domain only",,,"The portion of the locus in which the variation was found.","""Exon 15"", ""Kinase domain"""
"SDTM v2.0","55","Findings",,"--SEQID","Sequence Identifier","Char",,"Variable Qualifier","--ORRES; --STRESC; --STRESN","GF domain only",,,"A unique identifier for the sequence used as the reference to identify the genetic variation in the result.","""NM_001234"", ""ENSG00000182533"", ""ENST00000343849.2"""
"SDTM v2.0","56","Findings",,"--PVRID","Published Variant Identifier","Char",,"Variable Qualifier","--ORRES; --STRESC; --STRESN","GF domain only",,,"A unique identifier for the variation that has been publicly characterized in an external database.","""rs2231142"", ""COSM41596"""
"SDTM v2.0","57","Findings",,"--COPYID","Copy Identifier","Char",,"Variable Qualifier","--ORRES; --STRESC; --STRESN","GF domain only",,,"An arbitrary identifier used to differentiate between copies of a genetic target of interest present on homologous chromosomes.",
"SDTM v2.0","58","Findings",,"--CHRON","Chronicity of Finding","Char",,"Variable Qualifier","--STRESC",,,,"Characterization of the duration of a biological process resulting in a particular finding.","""ACUTE"", ""CHRONIC"", ""SUBACUTE"""
"SDTM v2.0","59","Findings",,"--DISTR","Distribution Pattern of Finding","Char",,"Variable Qualifier","--STRESC",,,,"Description of the distribution pattern of a finding within the examined area.","""FOCAL"", ""MULTIFOCAL"", ""DIFFUSE"""
