"Code","Codelist Code","Codelist Extensible (Yes/No)","Codelist Name","CDISC Submission Value","CDISC Synonym(s)","CDISC Definition","NCI Preferred Term","Standard and Date"
"C188713",,"No","DDF Encounter Attribute Terminology","DDF Encounter Attribute Terminology","DDF Encounter Attribute Terminology","A terminology value set relevant to the attributes of the encounter.","CDISC DDF Encounter Attribute Terminology","DDF CT 2025-09-26"
"C188841","C188713",,"DDF Encounter Attribute Terminology","Contact Mode",,"The means by which an interaction occurs between the subject/participant and person or entity (e.g., a device).","Contact Mode","DDF CT 2025-09-26"
"C215518","C188713",,"DDF Encounter Attribute Terminology","Encounter Notes",,"A brief written record relevant to the study encounter.","Study Encounter Note","DDF CT 2025-09-26"
"C188840","C188713",,"DDF Encounter Attribute Terminology","Environmental Setting",,"The environment/setting where the event, intervention, or finding occurred.","Environmental Setting","DDF CT 2025-09-26"
"C188836","C188713",,"DDF Encounter Attribute Terminology","Study Encounter Description",,"A narrative representation of the protocol-defined study encounter.","Clinical Encounter Description","DDF CT 2025-09-26"
"C207490","C188713",,"DDF Encounter Attribute Terminology","Study Encounter Label",,"The short descriptive designation for the study encounter.","Study Encounter Label","DDF CT 2025-09-26"
"C171010","C188713",,"DDF Encounter Attribute Terminology","Study Encounter Name",,"The literal identifier (i.e., distinctive designation) for a protocol-defined study encounter.","Clinical Encounter Name","DDF CT 2025-09-26"
"C188839","C188713",,"DDF Encounter Attribute Terminology","Study Encounter Type",,"A characterization or classification of the study encounter.","Clinical Encounter Type","DDF CT 2025-09-26"
"C188708",,"No","DDF Endpoint Attribute Terminology","DDF Endpoint Attribute Terminology","DDF Endpoint Attribute Terminology","A terminology value set relevant to the attributes of the endpoint.","CDISC DDF Endpoint Attribute Terminology","DDF CT 2025-09-26"
"C215514","C188708",,"DDF Endpoint Attribute Terminology","Endpoint Notes",,"A brief written record relevant to the study endpoint.","Study Endpoint Note","DDF CT 2025-09-26"
"C188824","C188708",,"DDF Endpoint Attribute Terminology","Study Endpoint Description",,"A narrative representation of the study endpoint.","Study Endpoint Description","DDF CT 2025-09-26"
"C207491","C188708",,"DDF Endpoint Attribute Terminology","Study Endpoint Label",,"The short descriptive designation for the study endpoint.","Study Endpoint Label","DDF CT 2025-09-26"
"C188826","C188708",,"DDF Endpoint Attribute Terminology","Study Endpoint Level",,"A characterization or classification of the study endpoint that determines its category of importance relative to other study endpoints.","Study Endpoint Level","DDF CT 2025-09-26"
"C207492","C188708",,"DDF Endpoint Attribute Terminology","Study Endpoint Name",,"The literal identifier (i.e., distinctive designation) of the study endpoint.","Study Endpoint Name","DDF CT 2025-09-26"
"C188825","C188708",,"DDF Endpoint Attribute Terminology","Study Endpoint Purpose",,"The reason or intention for the study endpoint.","Study Endpoint Purpose","DDF CT 2025-09-26"
"C207493","C188708",,"DDF Endpoint Attribute Terminology","Study Endpoint Text",,"An instance of structured text that represents the study endpoint.","Study Endpoint Text","DDF CT 2025-09-26"
"C188698",,"No","DDF Entity Terminology","DDF Entity Terminology","DDF Entity Terminology","A terminology value set relevant to the entities within the CDISC digital data flow (DDF) model.","CDISC DDF Entities Terminology","DDF CT 2025-09-26"
"C42610","C188698",,"DDF Entity Terminology","Abbreviation",,"A set of letters that are drawn from a word or from a sequence of words and that are used for brevity in place of the full word or phrase. (CDISC Glossary)","Abbreviation","DDF CT 2025-09-26"
"C25407","C188698",,"DDF Entity Terminology","Address",,"A standardized representation of the location of a person, business, building, or organization. (NCI)","Address","DDF CT 2025-09-26"
"C215493","C188698",,"DDF Entity Terminology","Administrable Product Identifier",,"A sequence of characters used to identify, name, or characterize the administrable product.","Administrable Study Product Identifier","DDF CT 2025-09-26"
"C215494","C188698",,"DDF Entity Terminology","Administrable Product Property",,"A characteristic from a set of characteristics used to define an administrable product.","Administrable Study Product Property","DDF CT 2025-09-26"
"C215492","C188698",,"DDF Entity Terminology","Administrable Product",,"Any study product that is formulated and presented in the form that is suitable for administration to a study participant.","Administrable Study Product","DDF CT 2025-09-26"
"C25409","C188698",,"DDF Entity Terminology","Administration",,"The act of dispensing, applying, or tendering a product, agent, or therapy.","Administration","DDF CT 2025-09-26"
"C201344","C188698",,"DDF Entity Terminology","Alias Code",,"An alternative symbol or combination of symbols which is assigned to the members of a collection.","Alias Code","DDF CT 2025-09-26"
"C188814","C188698",,"DDF Entity Terminology","Analysis Population","Study Target Population for Analysis; Target Study Population for Analysis","A target study population on which an analysis is performed. These may be represented by the entire study population, a subgroup defined by a particular characteristic measured at baseline, or a principal stratum defined by the occurrence (or non-occurrence, depending on context) of a specific intercurrent event. (ICH E9 R1 Addendum)","Target Study Population for Analysis","DDF CT 2025-09-26"
"C215496","C188698",,"DDF Entity Terminology","Assigned Person",,"An individual person who is allotted or appointed to a particular role, function, or other entity.","Assigned Person","DDF CT 2025-09-26"
"C201346","C188698",,"DDF Entity Terminology","Biomedical Concept Category",,"A grouping of biomedical concepts based on some commonality or by user defined characteristics.","Biomedical Concept Category","DDF CT 2025-09-26"
"C202493","C188698",,"DDF Entity Terminology","Biomedical Concept Property",,"A characteristic from a set of characteristics used to define a biomedical concept.","Biomedical Concept Property","DDF CT 2025-09-26"
"C207590","C188698",,"DDF Entity Terminology","Biomedical Concept Surrogate",,"A concept that substitutes for a standard biomedical concept from the designated source.","Biomedical Concept Surrogate","DDF CT 2025-09-26"
"C201345","C188698",,"DDF Entity Terminology","Biomedical Concept",,"A unit of biomedical knowledge created from a unique combination of characteristics that include implementation details like variables and terminologies, used as building blocks for standardized, hierarchically structured clinical research information.","Biomedical Concept","DDF CT 2025-09-26"
"C215505","C188698",,"DDF Entity Terminology","Biospecimen Retention",,"The continued possession, cataloging, and storage of collected biological specimens beyond their initial use.","Biospecimen Retention","DDF CT 2025-09-26"
"C25447","C188698",,"DDF Entity Terminology","Characteristic",,"The distinguishing qualities or prominent aspects of an entity.","Characteristic","DDF CT 2025-09-26"
"C15206","C188698",,"DDF Entity Terminology","Clinical Study",,"A clinical study involves research using human volunteers (also called participants) that is intended to add to medical knowledge. There are two main types of clinical studies: clinical trials (also called interventional studies) and observational studies. (CDISC Glossary)","Clinical Study","DDF CT 2025-09-26"
"C25162","C188698",,"DDF Entity Terminology","Code",,"A symbol or combination of symbols which is assigned to the members of a collection.","Code","DDF CT 2025-09-26"
"C44272","C188698",,"DDF Entity Terminology","Comment Annotation",,"An explanatory or critical comment, or other in-context information (e.g., pattern, motif, link), that has been associated with data or other types of information.","Annotation","DDF CT 2025-09-26"
"C201335","C188698",,"DDF Entity Terminology","Condition Assignments",,"An allotting or appointment to a set of conditions that are to be met in order to make a logical decision.","Condition Assignment","DDF CT 2025-09-26"
"C25457","C188698",,"DDF Entity Terminology","Condition",,"A state of being.","Condition","DDF CT 2025-09-26"
"C41184","C188698",,"DDF Entity Terminology","Disease/Condition Indication",,"The disease or condition the intervention is intended to diagnose, treat, prevent, cure, or mitigate.","Indication","DDF CT 2025-09-26"
"C215499","C188698",,"DDF Entity Terminology","Document Content Reference",,"A citation pointing to the location of specific content within a document.","Document Content Reference","DDF CT 2025-09-26"
"C25330","C188698",,"DDF Entity Terminology","Duration","Duration; Time; Time Duration","The length of time during which something continues.","Duration","DDF CT 2025-09-26"
"C215506","C188698",,"DDF Entity Terminology","Eligibility Criterion Item",,"An individual item within the container that holds an instance of an eligibility criterion.","Eligibility Criterion Item","DDF CT 2025-09-26"
"C188813","C188698",,"DDF Entity Terminology","Estimand",,"A precise description of the treatment effect reflecting the clinical question posed by a given clinical trial objective. It summarises at a population level what the outcomes would be in the same patients under different treatment conditions being compared. (ICH E9 R1 Addendum)","Estimand","DDF CT 2025-09-26"
"C207591","C188698",,"DDF Entity Terminology","Geographic Scope",,"The extent or range related to the physical location of an entity.","Geographic Scope","DDF CT 2025-09-26"
"C25364","C188698",,"DDF Entity Terminology","Identifier",,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.","Identifier","DDF CT 2025-09-26"
"C51981","C188698",,"DDF Entity Terminology","Ingredient",,"Any component that constitutes a part of a compound or mixture.","Ingredient","DDF CT 2025-09-26"
"C188815","C188698",,"DDF Entity Terminology","Intercurrent Event",,"An event(s) occurring after treatment initiation that affects either the interpretation or the existence of the measurements associated with the clinical question of interest. (ICH E9 Addendum on Estimands)","Intercurrent Event","DDF CT 2025-09-26"
"C215503","C188698",,"DDF Entity Terminology","Interventional Study Design",,"The strategy that specifies the structure of an interventional trial in terms of the planned activities (including timing) and statistical analysis approach intended to meet the objectives of the study.","Interventional Study Design","DDF CT 2025-09-26"
"C191278","C188698",,"DDF Entity Terminology","Masking",,"The mechanism used to obscure the distinctive characteristics of the study intervention or procedure to make it indistinguishable from the comparator. NOTE: Blinding refers to study participants while masking refers to the study intervention. (CDISC Glossary)","Masking","DDF CT 2025-09-26"
"C215501","C188698",,"DDF Entity Terminology","Medical Device Identifier",,"A sequence of characters used to identify, name, or characterize the medical device.","Medical Device Identifier","DDF CT 2025-09-26"
"C16830","C188698",,"DDF Entity Terminology","Medical Device","Medical Device","Any instrument, apparatus, implement, machine, appliance, implant, reagent for in vitro use, software, material or other similar or related article, intended by the manufacturer to be used, alone or in combination for, one or more specific medical purpose(s). [After REGULATION (EU) 2017/745 OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL of 5 April 2017 on medical devices]","Medical Device","DDF CT 2025-09-26"
"C215489","C188698",,"DDF Entity Terminology","Narrative Content Item",,"An individual item within the container that holds an instance of unstructured text and which may include objects such as tables, figures, and images.","Narrative Content Item","DDF CT 2025-09-26"
"C207592","C188698",,"DDF Entity Terminology","Narrative Content",,"The container that holds an instance of unstructured text and which may include objects such as tables, figures, and images.","Narrative Content","DDF CT 2025-09-26"
"C215504","C188698",,"DDF Entity Terminology","Observational Study Design",,"The strategy that specifies the structure of an observational study in terms of the planned activities (including timing) and statistical analysis approach intended to meet the objectives of the study.","Observational Study Design","DDF CT 2025-09-26"
"C19711","C188698",,"DDF Entity Terminology","Organization",,"A formalized group of persons or other organizations collected together for a common purpose (such as administrative, legal, political) and the infrastructure to carry out that purpose. (BRIDG)","Professional Organization or Group","DDF CT 2025-09-26"
"C207456","C188698",,"DDF Entity Terminology","Parameter Map",,"The paired name and value for a given parameter.","Parameter Map","DDF CT 2025-09-26"
"C25191","C188698",,"DDF Entity Terminology","Person Name","Human Name; Individual's Name; Name","A word or group of words indicating the identity of a person usually consisting of a first (personal) name and a last (family) name with an optional middle name. In some cultural traditions the family name comes first.","Person Name","DDF CT 2025-09-26"
"C207593","C188698",,"DDF Entity Terminology","Population Definition",,"A concise explanation of the meaning of a population.","Population Definition","DDF CT 2025-09-26"
"C98769","C188698",,"DDF Entity Terminology","Procedure","Medical Procedure","Any activity performed by manual and/or instrumental means for the purpose of diagnosis, assessment, therapy, prevention, or palliative care.","Physical Medical Procedure","DDF CT 2025-09-26"
"C215502","C188698",,"DDF Entity Terminology","Product Organization Role",,"A designation that identifies the function of an organization within the context of the product.","Product Organization Role","DDF CT 2025-09-26"
"C217000","C188698",,"DDF Entity Terminology","Quantity or Range",,"The total amount (number), or the limits (minimum and maximum) of a variation.","Quantity or Range","DDF CT 2025-09-26"
"C25256","C188698",,"DDF Entity Terminology","Quantity",,"How much there is of something that can be measured; the total amount or number.","Quantity","DDF CT 2025-09-26"
"C38013","C188698",,"DDF Entity Terminology","Range",,"An expression that defines the lower and upper limits of a variation.","Range","DDF CT 2025-09-26"
"C82531","C188698",,"DDF Entity Terminology","Reference Identifier",,"A sequence of characters used to identify, name, or characterize the reference.","Reference ID","DDF CT 2025-09-26"
"C201347","C188698",,"DDF Entity Terminology","Response Code",,"A symbol or combination of symbols representing the response to the question.","Response Code","DDF CT 2025-09-26"
"C201349","C188698",,"DDF Entity Terminology","Schedule Timeline Exit",,"To go out of or leave the schedule timeline.","Schedule Timeline Exit","DDF CT 2025-09-26"
"C201348","C188698",,"DDF Entity Terminology","Schedule Timeline",,"A chronological schedule of planned temporal events.","Schedule Timeline","DDF CT 2025-09-26"
"C201350","C188698",,"DDF Entity Terminology","Scheduled Activity Instance",,"A scheduled occurrence of an activity event.","Scheduled Activity Instance","DDF CT 2025-09-26"
"C201351","C188698",,"DDF Entity Terminology","Scheduled Decision Instance",,"A scheduled occurrence of a decision event.","Scheduled Decision Instance","DDF CT 2025-09-26"
"C201299","C188698",,"DDF Entity Terminology","Scheduled Instance",,"A scheduled occurrence of a temporal event.","Scheduled Instance","DDF CT 2025-09-26"
"C71473","C188698",,"DDF Entity Terminology","Study Activity",,"An action, undertaking, or event, which is anticipated to be performed or observed, or was performed or observed, according to the study protocol during the execution of the study.","Study Activity","DDF CT 2025-09-26"
"C215500","C188698",,"DDF Entity Terminology","Study Amendment Impact",,"The effect or consequence of an amendment on some aspect of the study.","Study Amendment Impact","DDF CT 2025-09-26"
"C207457","C188698",,"DDF Entity Terminology","Study Amendment Reason","Reason(s) for Amendment","The rationale for the change(s) to, or formal clarification of, a protocol.","Study Amendment Reason","DDF CT 2025-09-26"
"C207594","C188698",,"DDF Entity Terminology","Study Amendment",,"A written description of a change(s) to, or formal clarification of, a study.","Study Amendment","DDF CT 2025-09-26"
"C174447","C188698",,"DDF Entity Terminology","Study Arm","Arm","A planned pathway assigned to the subject as they progress through the study, usually referred to by a name that reflects one or more treatments, exposures, and/or controls included in the path.","Study Arm","DDF CT 2025-09-26"
"C215498","C188698",,"DDF Entity Terminology","Study Change",,"The act of alteration or modification to a study.","Study Change","DDF CT 2025-09-26"
"C61512","C188698",,"DDF Entity Terminology","Study Cohort",,"A group of individuals who share a set of characteristics (e.g., exposures, experiences, attributes), which logically defines a population under study.","Cohort","DDF CT 2025-09-26"
"C215491","C188698",,"DDF Entity Terminology","Study Definition Document Version",,"A representation of a particular edition or snapshot of the study definition document as it exists at a particular point in time.","Study Definition Document Version","DDF CT 2025-09-26"
"C215490","C188698",,"DDF Entity Terminology","Study Definition Document",,"Any physical or electronic document that is related to defining a study or part of a study.","Study Definition Document","DDF CT 2025-09-26"
"C188810","C188698",,"DDF Entity Terminology","Study Design Cell",,"A partitioning of a study arm into individual pieces, which are associated with an epoch and any number of sequential elements within that epoch.","Study Design Cell","DDF CT 2025-09-26"
"C142735","C188698",,"DDF Entity Terminology","Study Design Element",,"A basic building block for time within a clinical study comprising the following characteristics: a description of what happens to the subject during the element; a definition of the start of the element; a rule for ending the element.","Trial Design Element","DDF CT 2025-09-26"
"C142728","C188698",,"DDF Entity Terminology","Study Design Population","Target Population","The group of people in the general population to which the study results can be generalized.","Target Study Population","DDF CT 2025-09-26"
"C15320","C188698",,"DDF Entity Terminology","Study Design",,"A strategy that specifies the structure of a study in terms of the planned activities (including timing) and statistical analysis approach intended to meet the objectives of the study.","Study Design","DDF CT 2025-09-26"
"C16112","C188698",,"DDF Entity Terminology","Study Eligibility Criterion","Study Eligibility Criteria; Trial Eligibility Criteria; Trial Eligibility Criterion","Characteristics which are necessary to allow a subject to participate in a clinical study, as outlined in the study protocol. The concept covers inclusion and exclusion criteria.","Clinical Trial Eligibility Criteria","DDF CT 2025-09-26"
"C215488","C188698",,"DDF Entity Terminology","Study Encounter",,"Any physical or virtual contact between two or more parties involved in a study, at which an assessment or activity takes place.","Study Encounter","DDF CT 2025-09-26"
"C25212","C188698",,"DDF Entity Terminology","Study Endpoint",,"A defined variable intended to reflect an outcome of interest that is statistically analyzed to address a particular research question. NOTE: A precise definition of an endpoint typically specifies the type of assessments made, the timing of those assessments, the assessment tools used, and possibly other details, as applicable, such as how multiple assessments within an individual are to be combined. [After BEST Resource] (CDISC Glossary)","End Point","DDF CT 2025-09-26"
"C71738","C188698",,"DDF Entity Terminology","Study Epoch",,"A named time period defined in the protocol, wherein a study activity is specified and unchanging throughout the interval, to support a study-specific purpose.","Clinical Trial Epoch","DDF CT 2025-09-26"
"C207595","C188698",,"DDF Entity Terminology","Study Governance Date",,"Any of the dates associated with event milestones within a clinical study's oversight and management framework.","Study Governance Date","DDF CT 2025-09-26"
"C83082","C188698",,"DDF Entity Terminology","Study Identifier",,"A sequence of characters used to identify, name, or characterize the study.","Study Identifier","DDF CT 2025-09-26"
"C207649","C188698",,"DDF Entity Terminology","Study Intervention","Investigational Trial Intervention","Any agent, device, or procedure being tested or used as a reference or comparator in the conduct of a clinical trial.","Trial Intervention","DDF CT 2025-09-26"
"C142450","C188698",,"DDF Entity Terminology","Study Objective",,"The reason for performing a study in terms of the scientific questions to be answered by the analysis of data collected during the study.","Clinical Trial Objective","DDF CT 2025-09-26"
"C215497","C188698",,"DDF Entity Terminology","Study Role",,"A designation that identifies the function of study personnel or an organization within the context of the study.","Study Role","DDF CT 2025-09-26"
"C80403","C188698",,"DDF Entity Terminology","Study Site",,"The location at which a study investigator conducts study activities.","Study Site","DDF CT 2025-09-26"
"C49802","C188698",,"DDF Entity Terminology","Study Title","Official Study Title; Study Title; Trial Title","The sponsor-defined name of the clinical study.","Trial Title","DDF CT 2025-09-26"
"C188816","C188698",,"DDF Entity Terminology","Study Version",,"A plan at a particular point in time for a study.","Study Version","DDF CT 2025-09-26"
"C37948","C188698",,"DDF Entity Terminology","Subject Enrollment",,"The act of enrolling subjects into a study. The subject will have met the inclusion/exclusion criteria to participate in the trial and will have signed an informed consent form. (CDISC Glossary)","Enrollment","DDF CT 2025-09-26"
"C215495","C188698",,"DDF Entity Terminology","Substance Strength",,"The content of a substance expressed quantitatively per dosage unit, per unit of volume, or per unit of weight, according to the pharmaceutical dose form of the product.","Substance Strength","DDF CT 2025-09-26"
"C45306","C188698",,"DDF Entity Terminology","Substance",,"Any matter of defined composition that has discrete existence, whose origin may be biological, mineral or chemical.","Substance","DDF CT 2025-09-26"
"C207597","C188698",,"DDF Entity Terminology","Syntax Template Dictionary",,"A reference source that provides a listing of valid parameter names and values used in syntax template text strings.","Syntax Template Dictionary","DDF CT 2025-09-26"
"C207596","C188698",,"DDF Entity Terminology","Syntax Template",,"A standardized pattern used for the arrangement of words and phrases to create well-formed, structured sentences.","Syntax Template","DDF CT 2025-09-26"
"C80484","C188698",,"DDF Entity Terminology","Timing",,"The chronological relationship between temporal events.","Timing","DDF CT 2025-09-26"
"C82567","C188698",,"DDF Entity Terminology","Transition Rule",,"A guide that governs the allocation of subjects to operational options at a discrete decision point or branch (e.g., assignment to a particular arm, discontinuation) within a clinical trial plan.","Transition Rule","DDF CT 2025-09-26"
"C188719",,"No","DDF Estimand Attribute Terminology","DDF Estimand Attribute Terminology","DDF Estimand Attribute Terminology","A terminology value set relevant to the attributes of the estimand.","CDISC DDF Estimand Attribute Terminology","DDF CT 2025-09-26"
"C215523","C188719",,"DDF Estimand Attribute Terminology","Estimand Description",,"A narrative representation of the estimand.","Estimand Description","DDF CT 2025-09-26"
"C215524","C188719",,"DDF Estimand Attribute Terminology","Estimand Label",,"The short descriptive designation for the estimand.","Estimand Label","DDF CT 2025-09-26"
"C215522","C188719",,"DDF Estimand Attribute Terminology","Estimand Name",,"The literal identifier (i.e., distinctive designation) of the estimand.","Estimand Name","DDF CT 2025-09-26"
"C215521","C188719",,"DDF Estimand Attribute Terminology","Estimand Notes",,"A brief written record relevant to the study estimand.","Estimand Note","DDF CT 2025-09-26"
"C188853","C188719",,"DDF Estimand Attribute Terminology","Population-Level Summary",,"A synopsis of the clinical endpoint of interest within the analysis target study population.","Population-Level Summary","DDF CT 2025-09-26"
"C207428",,"No","DDF Geographic Scope Attribute Terminology","DDF Geographic Scope Attribute Terminology","DDF Geographic Scope Attribute Terminology","A terminology value set relevant to the attributes of the geographic scope.","CDISC DDF Geographic Scope Attribute Terminology","DDF CT 2025-09-26"
"C207494","C207428",,"DDF Geographic Scope Attribute Terminology","Geographic Scope Code",,"A symbol or combination of symbols which is assigned to the geographic scope.","Geographic Scope Code","DDF CT 2025-09-26"
"C207495","C207428",,"DDF Geographic Scope Attribute Terminology","Geographic Scope Type",,"A characterization or classification of the geographic scope.","Geographic Scope Type","DDF CT 2025-09-26"
"C207429",,"No","DDF Governance Date Attribute Terminology","DDF Governance Date Attribute Terminology","DDF Governance Date Attribute Terminology","A terminology value set relevant to the attributes of the governance date.","CDISC DDF Governance Date Attribute Terminology","DDF CT 2025-09-26"
"C207497","C207429",,"DDF Governance Date Attribute Terminology","Study Governance Date Description",,"A narrative representation of the study governance date.","Study Governance Date Description","DDF CT 2025-09-26"
"C207498","C207429",,"DDF Governance Date Attribute Terminology","Study Governance Date Label",,"The short descriptive designation for the study governance date.","Study Governance Date Label","DDF CT 2025-09-26"
"C207499","C207429",,"DDF Governance Date Attribute Terminology","Study Governance Date Name",,"The literal identifier (i.e., distinctive designation) of the study governance date","Study Governance Date Name","DDF CT 2025-09-26"
"C207496","C207429",,"DDF Governance Date Attribute Terminology","Study Governance Date Type",,"A characterization or classification of the study governance date","Study Governance Date Type","DDF CT 2025-09-26"
"C207500","C207429",,"DDF Governance Date Attribute Terminology","Study Governance Date Value",,"The information contained in the date field.","Study Governance Date Value","DDF CT 2025-09-26"
"C215458",,"No","DDF Identifier Attribute Terminology","DDF Identifier Attribute Terminology","DDF Identifier Attribute Terminology","A terminology value set relevant to the attributes of the identifier.","CDISC DDF Identifier Attribute Terminology","DDF CT 2025-09-26"
"C215450","C215458",,"DDF Identifier Attribute Terminology","Identifier Text",,"An instance of structured text that represents the identifier.","Identifier Text","DDF CT 2025-09-26"
"C188705",,"No","DDF Indication Attribute Terminology","DDF Indication Attribute Terminology","DDF Indication Attribute Terminology","A terminology value set relevant to the attributes of the disease indication.","CDISC DDF Indication Attribute Terminology","DDF CT 2025-09-26"
"C188822","C188705",,"DDF Indication Attribute Terminology","Disease/Condition Indication Code",,"A short sequence of characters that represents the disease indication.","Disease Indication Code","DDF CT 2025-09-26"
"C112038","C188705",,"DDF Indication Attribute Terminology","Disease/Condition Indication Description","Indication for Use; Trial Disease/Condition Indication; Trial Disease/Condition Indication Description","A narrative representation of the condition, disease or disorder that the clinical trial is intended to investigate or address.","Trial Indication","DDF CT 2025-09-26"
"C207501","C188705",,"DDF Indication Attribute Terminology","Disease/Condition Indication Is Rare Disease Indicator",,"An indication as to whether the disease/condition indication under study is considered a rare disease.","Disease Indication Is Rare Disease Indicator","DDF CT 2025-09-26"
"C207502","C188705",,"DDF Indication Attribute Terminology","Disease/Condition Indication Label",,"The short descriptive designation for the disease/condition indication.","Disease Indication Label","DDF CT 2025-09-26"
"C207503","C188705",,"DDF Indication Attribute Terminology","Disease/Condition Indication Name",,"The literal identifier (i.e., distinctive designation) of the disease/condition indication.","Disease Indication Name","DDF CT 2025-09-26"
"C215509","C188705",,"DDF Indication Attribute Terminology","Indication Notes",,"A brief written record relevant to the disease/condition indication.","Disease Or Condition Indication Note","DDF CT 2025-09-26"
"C215464",,"No","DDF Ingredient Attribute Terminology","DDF Ingredient Attribute Terminology","DDF Ingredient Attribute Terminology","A terminology value set relevant to the attributes of the ingredient.","CDISC DDF Ingredient Attribute Terminology","DDF CT 2025-09-26"
"C215595","C215464",,"DDF Ingredient Attribute Terminology","Ingredient Role",,"The intended use of the ingredient within the context of the compounded substance or mixture.","Ingredient Role","DDF CT 2025-09-26"
"C188721",,"No","DDF Intercurrent Event Attribute Terminology","DDF Intercurrent Event Attribute Terminology","DDF Intercurrent Event Attribute Terminology","A terminology value set relevant to the attributes of the intercurrent event.","CDISC DDF Intercurrent Event Attribute Terminology","DDF CT 2025-09-26"
"C188856","C188721",,"DDF Intercurrent Event Attribute Terminology","Intercurrent Event Description",,"A narrative representation of the intercurrent event.","Intercurrent Event Description","DDF CT 2025-09-26"
"C207504","C188721",,"DDF Intercurrent Event Attribute Terminology","Intercurrent Event Label",,"The short descriptive designation for the intercurrent event.","Intercurrent Event Label","DDF CT 2025-09-26"
"C188855","C188721",,"DDF Intercurrent Event Attribute Terminology","Intercurrent Event Name",,"The literal identifier (i.e., distinctive designation) of the intercurrent event.","Intercurrent Event Name","DDF CT 2025-09-26"
"C215527","C188721",,"DDF Intercurrent Event Attribute Terminology","Intercurrent Event Notes",,"A brief written record relevant to the intercurrent event.","Intercurrent Event Note","DDF CT 2025-09-26"
"C188857","C188721",,"DDF Intercurrent Event Attribute Terminology","Intercurrent Event Strategy",,"A textual description of the planned strategy to manage and/or mitigate intercurrent events.","Intercurrent Event Strategy","DDF CT 2025-09-26"
"C215526","C188721",,"DDF Intercurrent Event Attribute Terminology","Intercurrent Event Text",,"An instance of structured text that represents the intercurrent event.","Intercurrent Event Text","DDF CT 2025-09-26"
"C215473",,"No","DDF Interventional Study Design Attribute Terminology","DDF Interventional Study Design Attribute Terminology","DDF Interventional Study Design Attribute Terminology","A terminology value set relevant to the attributes of the interventional study design.","CDISC DDF Interventional Study Design Attribute Terminology","DDF CT 2025-09-26"
"C98746","C215473",,"DDF Interventional Study Design Attribute Terminology","Intervention Model Type","Intervention Model","The general design of the strategy for assigning interventions to participants in a clinical study. (clinicaltrials.gov)","Intervention Model","DDF CT 2025-09-26"
"C215632","C215473",,"DDF Interventional Study Design Attribute Terminology","Interventional Study Design Characteristics",,"The distinguishing qualities or prominent aspects of an interventional study design.","Interventional Study Design Characteristic","DDF CT 2025-09-26"
"C215627","C215473",,"DDF Interventional Study Design Attribute Terminology","Interventional Study Design Description",,"A narrative representation of the interventional study design.","Interventional Study Design Description","DDF CT 2025-09-26"
"C215628","C215473",,"DDF Interventional Study Design Attribute Terminology","Interventional Study Design Label",,"The short descriptive designation for the interventional study design.","Interventional Study Design Label","DDF CT 2025-09-26"
"C215626","C215473",,"DDF Interventional Study Design Attribute Terminology","Interventional Study Design Name",,"The literal identifier (i.e., distinctive designation) of the interventional study design.","Interventional Study Design Name","DDF CT 2025-09-26"
"C215634","C215473",,"DDF Interventional Study Design Attribute Terminology","Interventional Study Design Notes",,"A brief written record relevant to the interventional study design.","Interventional Study Design Note","DDF CT 2025-09-26"
"C215629","C215473",,"DDF Interventional Study Design Attribute Terminology","Interventional Study Design Rationale",,"Reason(s) for choosing the interventional study design. This may include reasons for the choice of control or comparator, as well as the scientific rationale for the study design.","Interventional Study Design Rationale","DDF CT 2025-09-26"
"C215630","C215473",,"DDF Interventional Study Design Attribute Terminology","Interventional Study Design Study Phase",,"The study phase associated with the interventional study design.","Interventional Study Design Study Phase","DDF CT 2025-09-26"
"C215631","C215473",,"DDF Interventional Study Design Attribute Terminology","Interventional Study Design Study Type",,"The study type associated with the interventional study design.","Interventional Study Design Study Type","DDF CT 2025-09-26"
"C215633","C215473",,"DDF Interventional Study Design Attribute Terminology","Interventional Study Design Therapeutic Areas",,"A categorization of a disease, disorder, or other condition based on common characteristics and often associated with a medical specialty focusing on research and development of specific therapeutic interventions for the purpose of treatment and prevention, which is associated with the interventional study design.","Interventional Study Design Therapeutic Areas","DDF CT 2025-09-26"
"C49658","C215473",,"DDF Interventional Study Design Attribute Terminology","Trial Blinding Schema","Study Blinding Design; Study Blinding Schema; Study Masking Design; Trial Blinding Design; Trial Blinding Schema; Trial Masking Design","The type of experimental design used to describe the level of awareness of the study subjects and/ or study personnel as it relates to the respective intervention(s) or assessments being observed, received or administered.","Trial Blinding Schema","DDF CT 2025-09-26"
"C49652","C215473",,"DDF Interventional Study Design Attribute Terminology","Trial Intent Type","Trial Intent Type","The planned purpose of the therapy, device, or agent under study in the clinical trial.","Clinical Study by Intent","DDF CT 2025-09-26"
"C49660","C215473",,"DDF Interventional Study Design Attribute Terminology","Trial Type","Trial Scope; Trial Type","The nature of the interventional study for which information is being collected.","Trial Type","DDF CT 2025-09-26"
"C207430",,"No","DDF Masking Attribute Terminology","DDF Masking Attribute Terminology","DDF Masking Attribute Terminology","A terminology value set relevant to the attributes of the masking.","CDISC DDF Masking Attribute Terminology","DDF CT 2025-09-26"
